Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
BP,T01,2026-08-02 19:57:57,2026-08-02 22:34:37,-65.23302164,45.06505767,-64.72026353,45.23517724,44.559326331
BP,T02,2026-08-02 23:16:49,2026-08-03 01:37:24,-64.80353105,45.28464198,-65.20624821,45.14703149,35.1705285
FM,T01,2026-08-02 21:16:49,2026-08-03 00:09:44,-65.223448,45.0510213,-64.71347186,45.22405351,44.87521407
FM,T02,2026-08-03 00:42:13,2026-08-03 03:16:25,-64.77501044,45.27657292,-65.19811355,45.13459185,37.26345641
LB,T01,2026-08-02 19:54:22,2026-08-02 22:53:31,-65.23393704,45.03603521,-64.68763539,45.2144597,47.669135643
LB,T02,2026-08-02 23:28:29,2026-08-03 02:52:07,-64.75747333,45.26868833,-65.23388,45.108475,42.11733913
LJ,T01,2026-08-02 20:21:44,2026-08-02 23:08:31,-65.23327333,45.07980667,-64.72889175,45.24856658,43.94733599
LJ,T02,2026-08-02 23:52:45,2026-08-03 02:22:32,-64.81128767,45.29968168,-65.23074544,45.15305204,36.81978281
LM,T01,2026-08-02 20:23:42,2026-08-02 23:10:57,-65.23301945,45.09505289,-64.74546725,45.25909717,42.79233736
LM,T02,2026-08-02 23:52:59,2026-08-03 02:15:59,-64.82765111,45.31080111,-65.23445388,45.16614456,36.36408652
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
