Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
BP,T04,2025-07-29 00:00:19,2025-07-29 01:15:12,-64.83736026,45.31535461,-65.05124557,45.24896973,18.36700013
BP,T03,2025-07-28 23:00:51,2025-07-28 23:55:51,-65.04344915,45.26484532,-64.85081672,45.32390424,16.49804987
BP,T02,2025-07-28 22:01:11,2025-07-28 22:55:54,-64.86966236,45.33209015,-65.04978496,45.27669181,15.42941092
BP,T01,2025-07-28 21:06:21,2025-07-28 21:56:57,-65.04807974,45.29057885,-64.88235648,45.33909836,14.101928426
FM,T01,2025-07-28 22:56:29,2025-07-29 01:26:23,-65.19043912,45.08162969,-64.72056976,45.23352965,40.837296457
FM,T02,2025-07-29 02:13:12,2025-07-29 04:39:43,-64.79319836,45.28914144,-65.22444995,45.14035723,38.03360525
LB,T01,2025-07-28 20:56:18,2025-07-28 23:45:15,-65.25008529,45.08968274,-64.74422688,45.25983746,44.366929235
LB,T02,2025-07-29 00:44:11,2025-07-29 03:26:13,-64.82211984,45.31202863,-65.23303105,45.16692991,37.15666032
LJ,T01,2025-07-28 21:38:54,2025-07-29 00:33:02,-65.23185833,45.03678833,-64.68326692,45.21671528,47.64888683
LJ,T02,2025-07-29 01:12:43,2025-07-29 04:03:39,-64.76067585,45.2694368,-65.23194187,45.10903705,41.16380402
LM,T01,2025-07-28 22:03:08,2025-07-29 00:50:01,-65.24062711,45.07706323,-64.72862021,45.24849979,44.819014054
LM,T02,2025-07-29 01:34:37,2025-07-29 03:56:33,-64.80701636,45.3007828,-65.23402192,45.15256588,37.59315735
MS,T01,2025-07-28 20:51:36,2025-07-28 23:58:22,-65.23902542,45.04895704,-64.69908419,45.22615325,48.71669716
MS,T02,2025-07-29 00:54:46,2025-07-29 04:01:57,-64.77867807,45.27885637,-65.23329621,45.12314071,42.3657748
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
