Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
BP,T01,2024-11-03T17:51:43Z,2024-11-03T20:00:22Z,-66.50037,43.59110333,-66.49421146,43.2377276,39.40377746,Actual,7,GB,39.40377746,2024-11-03T17:51:43Z,2024-11-03T20:00:22Z,128.65,9.922870679860914,2024,2024-11-03
BP,T02,2024-11-03T20:43:05Z,2024-11-03T22:42:19Z,-66.3425626,43.23931238,-66.34152284,43.57616258,37.46670247,Actual,7,GB,37.46670247,2024-11-03T20:43:05Z,2024-11-03T22:42:19Z,119.23333333333333,10.180217351032264,2024,2024-11-03
LM,T02,2024-11-03T21:50:09Z,2024-11-04T00:16:06Z,-66.2420741,43.23630812,-66.24090939,43.56683618,37.38624951,Actual,7,GB,37.38624951,2024-11-03T21:50:09Z,2024-11-04T00:16:06Z,145.95000000000002,8.298833761278795,2024,2024-11-03
LM,T01,2024-11-03T18:39:37Z,2024-11-03T21:07:45Z,-66.39166179,43.56719576,-66.392115,43.23290881,37.937327145,Actual,7,GB,37.937327145,2024-11-03T18:39:37Z,2024-11-03T21:07:45Z,148.13333333333333,8.297040278750766,2024,2024-11-03
MS,T01,2024-11-03T18:48:57Z,2024-11-03T21:09:24Z,-66.44270661,43.55936278,-66.442756,43.23996864,38.461232413,Actual,7,GB,38.461232413,2024-11-03T18:48:57Z,2024-11-03T21:09:24Z,140.45,8.87177904517455,2024,2024-11-03
MS,T02,2024-11-03T22:01:23Z,2024-11-04T00:24:17Z,-66.29044566,43.23579758,-66.29007216,43.56206212,39.50443977,Actual,7,GB,39.50443977,2024-11-03T22:01:23Z,2024-11-04T00:24:17Z,142.9,8.956182668826312,2024,2024-11-03
LM,T03,2024-11-04T00:47:48Z,2024-11-04T02:36:14Z,-66.18792441,43.50261918,-66.18758424,43.24709909,28.96005708,Actual,7,GB,28.96005708,2024-11-04T00:47:48Z,2024-11-04T02:36:14Z,108.43333333333334,8.652584899229511,2024,2024-11-04
LM,T04,2024-11-04T02:53:58Z,2024-11-04T04:46:35Z,-66.12435085,43.24342128,-66.12568894,43.5010498,29.0787003,Actual,7,GB,29.0787003,2024-11-04T02:53:58Z,2024-11-04T04:46:35Z,112.61666666666667,8.365301286244192,2024,2024-11-04
MS,T03,2024-11-04T01:07:30Z,2024-11-04T02:56:24Z,-66.21030107,43.50270771,-66.20679763,43.24940273,30.8601362,Actual,7,GB,30.8601362,2024-11-04T01:07:30Z,2024-11-04T02:56:24Z,108.89999999999999,9.180772444292625,2024,2024-11-04
MS,T04,2024-11-04T03:15:50Z,2024-11-04T05:22:55Z,-66.14812467,43.24878805,-66.14784173,43.50297074,30.4741725,Actual,7,GB,30.4741725,2024-11-04T03:15:50Z,2024-11-04T05:22:55Z,127.08333333333331,7.768775799659018,2024,2024-11-04
BP,NA,NA,NA,-66.49333333,43.56666667,-66.49333333,43.23333333,NA,Plan,7,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-66.44266667,43.56666667,-66.44266667,43.23333333,NA,Plan,7,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-66.392,43.56666667,-66.392,43.23333333,NA,Plan,7,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-66.34133333,43.56666667,-66.34133333,43.23333333,NA,Plan,7,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-66.29066667,43.56666667,-66.29066667,43.23333333,NA,Plan,7,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-66.24,43.56666667,-66.24,43.23333333,NA,Plan,7,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-66.23,43.502,-66.23,43.2475,NA,Plan,7,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-66.209,43.502,-66.209,43.2475,NA,Plan,7,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-66.188,43.502,-66.188,43.2475,NA,Plan,7,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-66.167,43.502,-66.167,43.2475,NA,Plan,7,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-66.146,43.502,-66.146,43.2475,NA,Plan,7,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-66.125,43.502,-66.125,43.2475,NA,Plan,7,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
