Time (Seconds),Pressure (Decibar),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter)
0.2,0,14.864713668823242,81.464492797851562
0.4,-0.005063904656303464,14.875190734863281,81.2587661743164
0.6,-0.0053575303819446418,14.879856109619141,79.489791870117188
0.8,-0.0061852137247715433,14.888778686523438,77.835617065429688
1,-0.00011592441135022114,14.89634895324707,76.566757202148438
1.2,-0.0051807827419700914,14.899046897888184,75.295791625976562
1.4,-0.002826054890951113,14.902732849121094,73.9742431640625
1.6,-0.0047104093763561394,14.908470153808594,72.76556396484375
1.8,-0.0028849707709426298,14.915205001831055,71.793716430664062
2,-0.0021190643310546875,14.918732643127441,70.885147094726562
2.2,-0.002412690056694089,14.91999626159668,70.111053466796875
2.4,-0.0016467836168079231,14.925638198852539,69.40997314453125
2.6,-0.0019413630167637308,14.933708190917969,68.57391357421875
2.8,-0.0027671390109595961,14.938376426696777,68.050155639648438
3,0.00011973910861584614,14.941174507141113,67.678253173828125
3.2,-0.0017665227254237692,14.946879386901856,66.952705383300781
3.4,5.9869554307923067E-05,14.954586982727051,66.136993408203125
3.6,0.0013569725884323702,14.959409713745117,65.109489440917969
3.8,0.0005321502685546875,14.962138175964356,64.317886352539062
4,0.0034209357367629423,14.966758728027344,63.756362915039062
4.2,0.0020639631483287957,14.976144790649414,63.401191711425781
4.4,0.001239140828451113,14.980402946472168,62.919750213623047
4.6,0.00094456142849352887,14.981723785400391,62.391502380371094
4.8,-0.00094074673122790387,14.988887786865234,62.049423217773438
5,-0.0065358479817714255,14.997461318969727,61.580287933349609
5.2,-0.00046941969129754568,15.002254486083984,61.518680572509766
5.4,-0.0050040351019973173,15.007368087768555,61.473579406738281
5.6,0,15.016754150390625,60.688278198242188
