Time (Seconds),Pressure (Decibar),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter)
0.4,0,16.053897857666016,0.16145199537277222
0.6,-0.0037078869679891824,16.072546005249023,0.1634906530380249
0.8,0.00053024046831673388,16.086824417114258,0.1507149338722229
1,-3.6774068234990409E-09,16.100711822509766,0.14799696207046509
1.2,0.000531191691027999,16.102874755859375,0.11303228139877319
1.4,0.0010623870594645979,16.105735778808594,0.0998029112815857
1.6,-0.00052834292610448585,16.103244781494141,0.12492483854293823
1.8,0.0026512060189922693,16.100414276123047,0.11340218782424927
2,-0.0015897848918697832,16.102516174316406,0.085081398487091064
2.2,9.42642094159396E-07,16.1181640625,0.06536024808883667
2.4,-1.2258023929234696E-08,16.129411697387695,0.01531219482421875
19,0.050904159987187114,15.676983833312988,8256.7294921875
19.2,0.41517436902749871,14.997017860412598,33951.9921875
19.4,0.59916866101458588,14.320592880249023,35326.3359375
19.6,0.79165160809200685,13.892678260803223,37363.0703125
19.8,0.99103057415135964,13.640449523925781,37801.75390625
20,1.1596564045295619,13.495430946350098,37829.85546875
20.2,1.3229778983599108,13.414044380187988,37815.5859375
20.4,1.4783524241116481,13.364591598510742,37814.7109375
20.6,1.6225918485450261,13.334112167358398,37814.7734375
20.8,1.7673567475267422,13.313523292541504,37821.87890625
21,1.9174307514278937,13.300949096679688,37811.15234375
21.2,2.0563734687079496,13.291505813598633,37814.8671875
21.4,2.2027376795182807,13.28626823425293,37803.7265625
21.6,2.348568786385739,13.279208183288574,37795.88671875
21.8,2.4965294480017342,13.271727561950684,37797.76171875
22,2.6211556064439012,13.268468856811523,37813.1171875
22.2,2.7113131140681954,13.268396377563477,37718.03125
22.4,2.7866209589117297,13.26865291595459,37797.9140625
22.6,2.8841980527176645,13.268556594848633,37825.16796875
22.8,2.987615448037273,13.270305633544922,37837.6015625
23,3.1159599826391062,13.272854804992676,37832.1484375
23.2,3.2437704596237538,13.276344299316406,37736.03515625
23.4,3.392801143822755,13.278865814208984,37814.1171875
23.6,3.5312241086003713,13.281312942504883,37807.5234375
23.8,3.6669958587783782,13.278520584106445,37805.078125
24,3.8128489001551138,13.270406723022461,37801.5234375
24.2,3.9613512487828277,13.260717391967773,37794.1953125
24.4,4.09978279662929,13.255617141723633,37794.671875
24.6,4.2302521176080781,13.251067161560059,37791.421875
24.8,4.3548925811649895,13.244755744934082,37788.38671875
25,4.4705160540602815,13.239195823669434,37784.19140625
25.2,4.5490168005151421,13.236959457397461,37788.14453125
25.4,4.6466091531101412,13.236215591430664,37787.3046875
25.6,4.7320059185469372,13.238596916198731,37783.06640625
25.8,4.85452827144711,13.241859436035156,37814.296875
26,5.0141828875308789,13.239866256713867,37798.62109375
26.2,5.2104366628553684,13.220404624938965,37742.20703125
26.4,5.3992641762780043,13.189191818237305,37722.96875
26.6,5.5705946270175328,13.158098220825195,37704.890625
26.8,5.7382114699689772,13.115758895874023,37648.34375
27,5.8952177324760857,13.037698745727539,37599.26171875
27.2,6.0548837926516494,12.955793380737305,37538.10546875
27.4,6.2156084313184259,12.882631301879883,37458.42578125
27.6,6.3768671276023881,12.818523406982422,37417.42578125
27.8,6.5407789458345942,12.762713432312012,37377.19140625
28,6.7020395494671892,12.703632354736328,37327.06640625
28.2,6.8712633336417781,12.650979995727539,37304.2890625
28.4,7.024570293475545,12.598918914794922,37290.046875
28.6,7.193263834730212,12.54495906829834,37250.83984375
28.8,7.3513506102378088,12.480236053466797,37203.6484375
29,7.49829274768388,12.413661956787109,37180.27734375
29.2,7.6468332432842505,12.367015838623047,37171.34765625
29.4,7.8043916832205564,12.338237762451172,37183.2734375
29.6,7.9460371135133094,12.324236869812012,37196.69921875
29.8,8.0977609739818419,12.319158554077148,37180.078125
30,8.23357754685272,12.310967445373535,37116.625
30.2,8.3736322483857073,12.290627479553223,37055.48046875
30.4,8.5243013450602945,12.258636474609375,37004.61328125
30.6,8.6686113413930865,12.229192733764648,36979.16015625
30.8,8.8123796507141581,12.190708160400391,36963.85546875
31,8.95244388899031,12.147977828979492,36929.77734375
31.2,9.10099201398521,12.113594055175781,36892.27734375
31.4,9.23628788067933,12.07993221282959,36866.11328125
31.6,9.3912084574564556,12.051488876342773,36850.09375
31.8,9.540824697685732,12.024177551269531,36826.953125
32,9.6930959672118835,12.006402969360352,36827.2265625
32.2,9.8321054416940878,11.990901947021484,36828.7578125
32.4,9.9769514029927,11.976930618286133,36821.796875
32.6,10.11171893411553,11.954330444335938,36812.921875
32.8,10.259746352933673,11.925296783447266,36790.09375
33,10.397701063621932,11.897886276245117,36753.5546875
33.2,10.534061230853162,11.869133949279785,36694.359375
33.4,10.6836870078256,11.833230018615723,36649.7578125
33.6,10.826947962410346,11.795732498168945,36629.3359375
33.8,10.968087945315403,11.778253555297852,36639.78515625
34,11.102861198484131,11.770720481872559,36651.1015625
34.2,11.253553183342314,11.762982368469238,36653.95703125
34.4,11.391511708727839,11.752884864807129,36637.3046875
34.6,11.531068592267662,11.739317893981934,36620.6484375
34.8,11.67539766208678,11.726633071899414,36610.609375
35,11.811237123141252,11.716148376464844,36593.61328125
35.2,11.951854492520919,11.703502655029297,36579.9140625
35.4,12.093004012169139,11.692682266235352,36578.85546875
35.6,12.231500409869119,11.686152458190918,36575.26953125
35.8,12.371055386060307,11.67938232421875,36571.828125
36,12.514329692085482,11.67623233795166,36578.87890625
36.2,12.648053903506163,11.67551326751709,36577.34765625
36.4,12.779655235898526,11.675746917724609,36571.390625
36.6,12.912849204399285,11.673492431640625,36564.8359375
36.8,13.054538503710592,11.67179012298584,36568.765625
37,13.188264622479908,11.669223785400391,36562.0078125
37.2,13.344812167640823,11.667022705078125,36566.26953125
37.4,13.480664980135725,11.667612075805664,36569.87890625
37.6,13.626598130155038,11.66726016998291,36569.3359375
37.8,13.76776100124369,11.667289733886719,36571.1484375
38,13.901494749407535,11.667509078979492,36570.78125
38.2,14.036287076062592,11.666301727294922,36559.53125
38.4,14.181695705207883,11.66526985168457,36561.43359375
38.6,14.310127024172511,11.664260864257813,36559.46875
38.8,14.449701073850029,11.659568786621094,36553.5546875
39,14.588742973258992,11.653504371643066,36545.76953125
39.2,14.733625174181627,11.647063255310059,36541.578125
39.4,14.871078252179457,11.641838073730469,36546.59375
39.6,15.009065387794475,11.641983032226563,36545.5234375
39.8,15.1390893428675,11.643198013305664,36553.0546875
40,15.281322236539159,11.64311695098877,36545.5546875
40.2,15.415597671714725,11.640642166137695,36536.74609375
40.4,15.5509316853815,11.63539981842041,36543.40625
40.6,15.685207120557065,11.630334854125977,36531.55078125
40.8,15.814706554756066,11.625858306884766,36530.44140625
41,15.954288233828116,11.619907379150391,36537.31640625
41.2,16.100244272031023,11.616109848022461,36539.37890625
41.4,16.241948830131392,11.611586570739746,36528.0078125
41.6,16.360841498583326,11.606283187866211,36523.0546875
41.8,16.489278539593851,11.598394393920898,36501.98046875
42,16.623027546546759,11.58976936340332,36488.796875
42.2,16.756250125277013,11.58188533782959,36478.2421875
42.4,16.895843248440858,11.575672149658203,36479.95703125
42.6,17.042861679832242,11.571849822998047,36481.625
42.8,17.188823440081052,11.571344375610352,36480.96875
43,17.311963773938253,11.571990966796875,36494.859375
43.2,17.439882016120656,11.572906494140625,36486.8203125
43.4,17.584251140261063,11.567453384399414,36467.00390625
43.6,17.72543880688194,11.559253692626953,36465.921875
43.8,17.859193535880749,11.555055618286133,36471.21484375
44,18.001447410387367,11.554775238037109,36469.3125
44.2,18.126182287701603,11.554255485534668,36470.6953125
