"Year","month","ground","HSC_temp","Prince5_temp","temp_difference","abs_difference","month_name"
2017,8,"German Bank",11.0951728038554,11.6949424010057,-0.599769597150251,0.599769597150251,"August"
2017,9,"German Bank",13.40179328235,11.6761192541856,1.72567402816439,1.72567402816439,"September"
2018,8,"German Bank",12.9362069406627,12.5706288997944,0.365578040868291,0.365578040868291,"August"
2018,9,"German Bank",12.9353816671084,13.3938557918255,-0.45847412471708,0.45847412471708,"September"
2019,8,"German Bank",10.3602530196205,11.7010856958536,-1.34083267623312,1.34083267623312,"August"
2019,9,"German Bank",11.4959765744232,12.0748615448291,-0.578884970405991,0.578884970405991,"September"
2019,10,"German Bank",12.2483588448193,11.8943076867324,0.354051158086913,0.354051158086913,"October"
2020,8,"German Bank",13.5798711107229,11.8350154069754,1.74485570374751,1.74485570374751,"August"
2020,9,"German Bank",12.4980004931446,12.6300229659447,-0.132022472800152,0.132022472800152,"September"
2020,10,"German Bank",12.3878065281034,12.0408691993127,0.346937328790798,0.346937328790798,"October"
2021,8,"German Bank",11.7186445783133,13.134423164221,-1.4157785859077,1.4157785859077,"August"
2021,9,"German Bank",11.6473755511464,13.0822731348184,-1.43489758367206,1.43489758367206,"September"
2021,10,"German Bank",13.0026140963855,13.133599959887,-0.130985863501449,0.130985863501449,"October"
2022,8,"German Bank",12.8205371914458,14.3708066206712,-1.55026942922542,1.55026942922542,"August"
2022,9,"German Bank",12.5932273009036,12.986376945789,-0.39314964488543,0.39314964488543,"September"
2022,10,"German Bank",12.7736081115663,12.4256345308744,0.347973580691866,0.347973580691866,"October"
2023,8,"German Bank",10.7633092429398,12.6853384421422,-1.92202919920243,1.92202919920243,"August"
2023,9,"German Bank",11.0369621295769,13.2597730893355,-2.22281095975858,2.22281095975858,"September"
2023,10,"German Bank",12.7982779958434,12.2188701996436,0.579407796199726,0.579407796199726,"October"
2017,6,"Scots Bay",8.02327911904819,7.02224040031433,1.00103871873386,1.00103871873386,"June"
2017,7,"Scots Bay",11.4901170505361,9.61797505158644,1.8721419989497,1.8721419989497,"July"
2017,8,"Scots Bay",11.7693243956627,11.6949424010057,0.0743819946569779,0.0743819946569779,"August"
2018,6,"Scots Bay",7.59913278044578,7.81194806098938,-0.212815280543596,0.212815280543596,"June"
2018,7,"Scots Bay",11.2287714035743,10.7479289495028,0.4808424540715,0.4808424540715,"July"
2018,8,"Scots Bay",12.9356663650602,12.5706288997944,0.365037465265882,0.365037465265882,"August"
2018,9,"Scots Bay",13.0572399074699,13.3938557918255,-0.336615884355634,0.336615884355634,"September"
2019,6,"Scots Bay",7.95191243519048,7.01822401010073,0.933688425089745,0.933688425089745,"June"
2019,7,"Scots Bay",10.5506645920299,9.56148743629456,0.98917715573532,0.98917715573532,"July"
2019,8,"Scots Bay",12.2248819273735,11.7010856958536,0.523796231519894,0.523796231519894,"August"
2019,9,"Scots Bay",12.1244494813855,12.0748615448291,0.049587936556394,0.049587936556394,"September"
2020,7,"Scots Bay",9.85302669462681,10.9793788469755,-1.12635215234866,1.12635215234866,"July"
2020,8,"Scots Bay",12.2436110521084,11.8350154069754,0.408595645133055,0.408595645133055,"August"
2020,9,"Scots Bay",12.8380375937349,12.6300229659447,0.20801462779021,0.20801462779021,"September"
2021,6,"Scots Bay",8.83077238554217,9.10904519374554,-0.278272808203372,0.278272808203372,"June"
2021,7,"Scots Bay",11.3879906024096,11.547306739367,-0.159316136957333,0.159316136957333,"July"
2021,8,"Scots Bay",12.7294733333333,13.134423164221,-0.404949830887624,0.404949830887624,"August"
2021,9,"Scots Bay",13.1885144578313,13.0822731348184,0.106241323012881,0.106241323012881,"September"
2022,6,"Scots Bay",9.51942993795181,8.92373371124268,0.595696226709132,0.595696226709132,"June"
2022,7,"Scots Bay",12.0632856296386,10.78798358257,1.27530204706855,1.27530204706855,"July"
2022,8,"Scots Bay",13.2466404711538,14.3708066206712,-1.12416614951735,1.12416614951735,"August"
2022,9,"Scots Bay",13.555837794759,12.986376945789,0.569460848969992,0.569460848969992,"September"
2023,6,"Scots Bay",8.82540444848193,8.72883840707632,0.0965660414056071,0.0965660414056071,"June"
2023,7,"Scots Bay",11.4259950606024,10.3737181149996,1.05227694560278,1.05227694560278,"July"
2023,8,"Scots Bay",12.423768519759,12.6853384421422,-0.261569922383156,0.261569922383156,"August"
2023,9,"Scots Bay",12.1248756095181,13.2597730893355,-1.13489747981744,1.13489747981744,"September"
2023,10,"Scots Bay",12.2281430249398,12.2188701996436,0.00927282529611162,0.00927282529611162,"October"
