Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
BP,T01,2024-06-16 19:38,2024-06-16 22:30,-65.23311318,45.07316702,-64.72738223,45.23958664,43.90322088
BP,T02,2024-06-16 22:51,2024-06-17 0:59,-64.79365742,45.28660609,-65.22666357,45.13684372,37.91334468
FM,T01,2024-06-16 20:56,2024-06-16 23:39,-65.22579794,45.08904281,-64.74285374,45.25188315,42.24864324
FM,T02,2024-06-17 0:02,2024-06-17 2:09,-64.81156108,45.29700754,-65.23403763,45.15041301,37.1749069
LJ,T01,2024-06-16 19:44,2024-06-16 22:47,-65.23475479,45.05441408,-64.70254363,45.22947108,46.34364898
LJ,T02,2024-06-16 23:11,2024-06-17 1:36,-64.77530071,45.27595697,-65.2343261,45.11854853,40.11442272
LM,T01,2024-06-16 19:35,2024-06-16 22:24,-65.23907251,45.09998984,-64.75558538,45.265269,42.57357054
LM,T02,2024-06-16 22:44,2024-06-17 0:57,-64.82665046,45.30943511,-65.23083747,45.16674307,36.1414153
LB,T01,2024-06-16 19:43,2024-06-16 20:40,-65.04845379,45.28951102,-64.88358167,45.33985,14.21790451
LB,T02,2024-06-16 20:47,2024-06-16 21:48,-64.86659901,45.33178477,-65.05000833,45.27607667,15.74285363
LB,T03,2024-06-16 21:57,2024-06-16 23:05,-65.04308744,45.26475111,-64.84936075,45.32458241,16.8055459
LB,T04,2024-06-16 23:12,2024-06-17 0:21,-64.83425333,45.3155,-65.05081131,45.24972099,18.60688231
C1,T01,2024-06-16 19:51,2024-06-16 20:44,-64.70495169,45.22172636,-64.55523938,45.26373198,13.03534411
C1,T02,2024-06-16 20:52,2024-06-16 21:47,-64.55138295,45.28518195,-64.71250657,45.2394315,13.9803959
C1,T03,2024-06-16 21:55,2024-06-16 22:58,-64.73267345,45.25578176,-64.55388096,45.30429862,15.48469001
C1,T04,2024-06-16 23:12,2024-06-17 0:22,-64.55301841,45.32686685,-64.7707211,45.26660753,18.76743175
