Vessel,Start Lat,Start Lon,End Lat,End Lon
Brunswick Provider,45.245,-65.053,45.315,-64.828
Brunswick Provider,45.26033333,-65.053,45.32433333,-64.84533333
Brunswick Provider,45.27566667,-65.053,45.33366667,-64.86266667
Brunswick Provider,45.291,-65.053,45.343,-64.88
Canada 100,45.0798,-65.23333333,45.24803333,-64.72904444
Canada 100,45.15218889,-65.23333333,45.30106111,-64.80900741
Fundy Monarch,45.09427778,-65.23333333,45.25863889,-64.74503704
Fundy Monarch,45.16666667,-65.23333333,45.31166667,-64.825
Lady Melissa,45.03636667,-65.23333333,45.21621667,-64.68106667
Lady Melissa,45.10875556,-65.23333333,45.26924444,-64.76102963
Morning Star,45.06532222,-65.23333333,45.23742778,-64.71305185
Morning Star,45.13771111,-65.23333333,45.29045556,-64.79301481
Sealife II,45.05084444,-65.23333333,45.22682222,-64.69705926
Sealife II,45.12323333,-65.23333333,45.27985,-64.77702222
Tasha Marie,45.22458333,-64.69133333,45.26375,-64.55
Tasha Marie,45.23927778,-64.71327778,45.28527778,-64.55
Tasha Marie,45.25397222,-64.73522222,45.30680556,-64.55
Tasha Marie,45.26866667,-64.75716667,45.32833333,-64.55
