Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
FM,T01,2025-08-18T21:30:41Z,2025-08-18T23:47:11Z,-66.45973521,43.55342242,-66.45941257,43.23862053,36.54708534,Actual,2,GB,36.54708534,2025-08-18T21:30:41Z,2025-08-18T23:47:11Z,136.5,8.674198579,2025,2025-08-18
FM,T02,2025-08-19T00:22:07Z,2025-08-19T02:41:19Z,-66.32398541,43.23875214,-66.3250306,43.56691154,37.37232075,Actual,2,GB,37.37232075,2025-08-19T00:22:07Z,2025-08-19T02:41:19Z,139.2,8.698013885,2025,2025-08-19
LB,T01,2025-08-18T20:03:21Z,2025-08-18T22:28:07Z,-66.38034778,43.56713198,-66.38064663,43.23306742,38.32959066,Actual,2,GB,38.32959066,2025-08-18T20:03:21Z,2025-08-18T22:28:07Z,144.7666667,8.577779357,2025,2025-08-18
LB,T02,2025-08-18T23:09:13Z,2025-08-19T01:46:58Z,-66.23300958,43.23501395,-66.23327817,43.56610628,37.91220815,Actual,2,GB,37.91220815,2025-08-18T23:09:13Z,2025-08-19T01:46:58Z,157.75,7.786082059,2025,2025-08-18
LJ,T01,2025-08-18T20:26:04Z,2025-08-18T22:50:57Z,-66.40919474,43.56680307,-66.40834843,43.23196738,37.3325255,Actual,2,GB,37.3325255,2025-08-18T20:26:04Z,2025-08-18T22:50:57Z,144.8833333,8.347918598,2025,2025-08-18
LJ,T02,2025-08-18T23:24:54Z,2025-08-19T01:49:06Z,-66.26805898,43.23250934,-66.26805213,43.56658115,37.16958125,Actual,2,GB,37.16958125,2025-08-18T23:24:54Z,2025-08-19T01:49:06Z,144.2,8.350869026,2025,2025-08-18
LM,T01,2025-08-18T20:26:33Z,2025-08-18T22:56:38Z,-66.43382,43.57119333,-66.436545,43.233145,38.45029449,Actual,2,GB,38.45029449,2025-08-18T20:26:33Z,2025-08-18T22:56:38Z,150.0833333,8.299968955,2025,2025-08-18
LM,T02,2025-08-18T23:30:02Z,2025-08-19T01:57:03Z,-66.29723391,43.23203015,-66.2967446,43.56720076,37.84741838,Actual,2,GB,37.84741838,2025-08-18T23:30:02Z,2025-08-19T01:57:03Z,147.0166667,8.340247789,2025,2025-08-18
MS,T01,2025-08-18T20:19:33Z,2025-08-18T22:38:48Z,-66.49322048,43.55758518,-66.49334357,43.23467197,38.29916902,Actual,2,GB,38.29916902,2025-08-18T20:19:33Z,2025-08-18T22:38:48Z,139.25,8.910527435,2025,2025-08-18
MS,T02,2025-08-18T23:18:52Z,2025-08-19T01:57:13Z,-66.35224043,43.23588799,-66.35262667,43.56888499,38.88467577,Actual,2,GB,38.88467577,2025-08-18T23:18:52Z,2025-08-19T01:57:13Z,158.35,7.955540275,2025,2025-08-18
FM,T03,2025-08-19T03:14:21Z,2025-08-19T05:02:47Z,-66.2190743,43.50054739,-66.219282,43.24946735,28.88867957,Actual,2,GB,28.88867957,2025-08-19T03:14:21Z,2025-08-19T05:02:47Z,108.4333333,8.631258976,2025,2025-08-19
FM,T04,2025-08-19T05:22:15Z,2025-08-19T07:07:39Z,-66.159226,43.25128174,-66.16637667,43.49896269,28.5045028,Actual,2,GB,28.5045028,2025-08-19T05:22:15Z,2025-08-19T07:07:39Z,105.4,8.761573802,2025,2025-08-19
LB,T03,2025-08-19T02:16:07Z,2025-08-19T04:02:50Z,-66.18460314,43.49984285,-66.18347016,43.25037513,28.45260721,Actual,2,GB,28.45260721,2025-08-19T02:16:07Z,2025-08-19T04:02:50Z,106.7166667,8.637719194,2025,2025-08-19
LB,T04,2025-08-19T04:25:22Z,2025-08-19T06:07:26Z,-66.12469668,43.24910145,-66.1241083,43.50256503,28.7703405,Actual,2,GB,28.7703405,2025-08-19T04:25:22Z,2025-08-19T06:07:26Z,102.0666667,9.132093187,2025,2025-08-19
LJ,T03,2025-08-19T02:18:13Z,2025-08-19T04:08:28Z,-66.19542895,43.50444194,-66.19512057,43.24934707,28.39111275,Actual,2,GB,28.39111275,2025-08-19T02:18:13Z,2025-08-19T04:08:28Z,110.25,8.342823977,2025,2025-08-19
LJ,T04,2025-08-19T04:27:30Z,2025-08-19T06:14:36Z,-66.13682656,43.24727994,-66.13673701,43.50254014,28.3949686,Actual,2,GB,28.3949686,2025-08-19T04:27:30Z,2025-08-19T06:14:36Z,107.1,8.589367532,2025,2025-08-19
LM,T03,2025-08-19T02:28:17Z,2025-08-19T04:21:04Z,-66.20751677,43.50367677,-66.20773515,43.24961304,28.78500385,Actual,2,GB,28.78500385,2025-08-19T02:28:17Z,2025-08-19T04:21:04Z,112.7833333,8.26857424,2025,2025-08-19
LM,T04,2025-08-19T04:40:17Z,2025-08-19T06:26:07Z,-66.14935155,43.24627181,-66.15227814,43.512605,30.1872631,Actual,2,GB,30.1872631,2025-08-19T04:40:17Z,2025-08-19T06:26:07Z,105.8333333,9.240820394,2025,2025-08-19
MS,T03,2025-08-19T02:41:29Z,2025-08-19T04:37:52Z,-66.2294153,43.5005319,-66.23002127,43.24794861,29.8333652,Actual,2,GB,29.8333652,2025-08-19T02:41:29Z,2025-08-19T04:37:52Z,116.3833333,8.304638209,2025,2025-08-19
MS,T04,2025-08-19T04:58:33Z,2025-08-19T06:20:39Z,-66.17584076,43.25712727,-66.17301378,43.47299737,24.9365892,Actual,2,GB,24.9365892,2025-08-19T04:58:33Z,2025-08-19T06:20:39Z,82.1,9.840182613,2025,2025-08-19
MS,NA,NA,NA,-66.49333333,43.56666667,-66.49333333,43.23333333,NA,Plan,2,GB,37.10649767,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-66.46518519,43.56666667,-66.46518519,43.23333333,NA,Plan,2,GB,37.10649767,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-66.43703704,43.56666667,-66.43703704,43.23333333,NA,Plan,2,GB,37.10649767,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-66.40888889,43.56666667,-66.40888889,43.23333333,NA,Plan,2,GB,37.10649767,NA,NA,NA,NA,NA,NA
