Vessel,Start Lat,Start Lon,End Lat,End Lon
LM,4334,6629.6,4314,6629.6
FM,4334,6628.218182,4314,6628.218182
C1,4334,6626.836364,4314,6626.836364
MS,4334,6625.454545,4314,6625.454545
LB,4334,6624.072727,4314,6624.072727
LJ,4334,6622.690909,4314,6622.690909
LM,4334,6621.309091,4314,6621.309091
FM,4334,6619.927273,4314,6619.927273
C1,4334,6618.545455,4314,6618.545455
MS,4334,6617.163636,4314,6617.163636
LB,4334,6615.781818,4314,6615.781818
LJ,4334,6614.4,4314,6614.4
LM,4330.12,6613.8,4314.85,6613.8
FM,4330.12,6613.227273,4314.85,6613.227273
C1,4330.12,6612.654545,4314.85,6612.654545
MS,4330.12,6612.081818,4314.85,6612.081818
LB,4330.12,6611.509091,4314.85,6611.509091
LJ,4330.12,6610.936364,4314.85,6610.936364
LM,4330.12,6610.363636,4314.85,6610.363636
FM,4330.12,6609.790909,4314.85,6609.790909
C1,4330.12,6609.218182,4314.85,6609.218182
MS,4330.12,6608.645455,4314.85,6608.645455
LB,4330.12,6608.072727,4314.85,6608.072727
LJ,4330.12,6607.5,4314.85,6607.5
