Vessel,Start Lat,Start Lon,End Lat,End Lon
V1,4334,6629.60,4314,6629.6
V2,4334,6628.22,4314,6628.218182
V3,4334,6626.84,4314,6626.836364
V4,4334,6625.45,4314,6625.454545
V5,4334,6624.07,4314,6624.072727
V6,4334,6622.69,4314,6622.690909
V1,4334,6621.31,4314,6621.309091
V2,4334,6619.93,4314,6619.927273
V3,4334,6618.55,4314,6618.545455
V4,4334,6617.16,4314,6617.163636
V5,4334,6615.78,4314,6615.781818
V6,4334,6614.40,4314,6614.4
V1,4330.12,6613.8,4314.85,6613.8
V2,4330.12,6613.227273,4314.85,6613.227273
V3,4330.12,6612.654545,4314.85,6612.654545
V4,4330.12,6612.081818,4314.85,6612.081818
V5,4330.12,6611.509091,4314.85,6611.509091
V6,4330.12,6610.936364,4314.85,6610.936364
V1,4330.12,6610.363636,4314.85,6610.363636
V2,4330.12,6609.790909,4314.85,6609.790909
V3,4330.12,6609.218182,4314.85,6609.218182
V4,4330.12,6608.645455,4314.85,6608.645455
V5,4330.12,6608.072727,4314.85,6608.072727
V6,4330.12,6607.5,4314.85,6607.5
