Vessel,Start Lat,Start Lon,End Lat,End Lon
V1,43.56666667,-66.49333333,43.23333333,-66.49333333
V2,43.56666667,-66.47644444,43.23333333,-66.47644444
V3,43.56666667,-66.45955556,43.23333333,-66.45955556
V4,43.56666667,-66.44266667,43.23333333,-66.44266667
V5,43.56666667,-66.42577778,43.23333333,-66.42577778
V6,43.56666667,-66.40888889,43.23333333,-66.40888889
V7,43.56666667,-66.392,43.23333333,-66.392
V8,43.56666667,-66.37511111,43.23333333,-66.37511111
V1,43.56666667,-66.35822222,43.23333333,-66.35822222
V2,43.56666667,-66.34133333,43.23333333,-66.34133333
V3,43.56666667,-66.32444444,43.23333333,-66.32444444
V4,43.56666667,-66.30755556,43.23333333,-66.30755556
V5,43.56666667,-66.29066667,43.23333333,-66.29066667
V6,43.56666667,-66.27377778,43.23333333,-66.27377778
V7,43.56666667,-66.25688889,43.23333333,-66.25688889
V8,43.56666667,-66.24,43.23333333,-66.24
V1,43.502,-66.23,43.2475,-66.23
V2,43.502,-66.215,43.2475,-66.215
V3,43.502,-66.2,43.2475,-66.2
V4,43.502,-66.185,43.2475,-66.185
V5,43.502,-66.17,43.2475,-66.17
V6,43.502,-66.155,43.2475,-66.155
V7,43.502,-66.14,43.2475,-66.14
V8,43.502,-66.125,43.2475,-66.125
