Vessel,Start Lat,Start Lon,End Lat,End Lon
V1,43.56666667,-66.49333333,43.23333333,-66.49333333
V2,43.56666667,-66.47030303,43.23333333,-66.47030303
V3,43.56666667,-66.44727273,43.23333333,-66.44727273
V4,43.56666667,-66.42424242,43.23333333,-66.42424242
V5,43.56666667,-66.40121212,43.23333333,-66.40121212
V6,43.56666667,-66.37818182,43.23333333,-66.37818182
V1,43.56666667,-66.35515152,43.23333333,-66.35515152
V2,43.56666667,-66.33212121,43.23333333,-66.33212121
V3,43.56666667,-66.30909091,43.23333333,-66.30909091
V4,43.56666667,-66.28606061,43.23333333,-66.28606061
V5,43.56666667,-66.2630303,43.23333333,-66.2630303
V6,43.56666667,-66.24,43.23333333,-66.24
V1,43.502,-66.23,43.2475,-66.23
V2,43.502,-66.22045455,43.2475,-66.22045455
V3,43.502,-66.21090909,43.2475,-66.21090909
V4,43.502,-66.20136364,43.2475,-66.20136364
V5,43.502,-66.19181818,43.2475,-66.19181818
V6,43.502,-66.18227273,43.2475,-66.18227273
V1,43.502,-66.17272727,43.2475,-66.17272727
V2,43.502,-66.16318182,43.2475,-66.16318182
V3,43.502,-66.15363636,43.2475,-66.15363636
V4,43.502,-66.14409091,43.2475,-66.14409091
V5,43.502,-66.13454545,43.2475,-66.13454545
V6,43.502,-66.125,43.2475,-66.125
