Vessel,Start Lat,Start Lon,End Lat,End Lon
V1,43.56666667,-66.49333333,43.23333333,-66.49333333
V2,43.56666667,-66.46518519,43.23333333,-66.46518519
V3,43.56666667,-66.43703704,43.23333333,-66.43703704
V4,43.56666667,-66.40888889,43.23333333,-66.40888889
V5,43.56666667,-66.38074074,43.23333333,-66.38074074
V1,43.56666667,-66.35259259,43.23333333,-66.35259259
V2,43.56666667,-66.32444444,43.23333333,-66.32444444
V3,43.56666667,-66.2962963,43.23333333,-66.2962963
V4,43.56666667,-66.26814815,43.23333333,-66.26814815
V5,43.56666667,-66.24,43.23333333,-66.24
V1,43.502,-66.23,43.2475,-66.23
V2,43.502,-66.21833333,43.2475,-66.21833333
V3,43.502,-66.20666667,43.2475,-66.20666667
V4,43.502,-66.195,43.2475,-66.195
V5,43.502,-66.18333333,43.2475,-66.18333333
V1,43.502,-66.17166667,43.2475,-66.17166667
V2,43.502,-66.16,43.2475,-66.16
V3,43.502,-66.14833333,43.2475,-66.14833333
V4,43.502,-66.13666667,43.2475,-66.13666667
V5,43.502,-66.125,43.2475,-66.125
