"year","month","month_name","station_id","monthly_mean_temperature","monthly_sd_temperature","monthly_se_temperature","monthly_mean_salinity","monthly_sd_salinity","monthly_se_salinity","monthly_mean_stratification","monthly_sd_stratification","monthly_se_stratification","n_casts","mean_latitude","mean_longitude","min_depth","max_depth"
2017,6,"June","Prince-5",7.02224040031433,NA,NA,31.2081113228431,NA,NA,0.328299522399902,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2017,7,"July","Prince-5",9.61797505158644,NA,NA,31.4614652486948,NA,NA,0.139299392700195,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2017,8,"August","Prince-5",11.6949424010057,NA,NA,31.8798093795776,NA,NA,0.12494945526123,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2017,9,"September","Prince-5",11.6761192541856,NA,NA,32.3615612616906,NA,NA,0.239200592041016,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2017,10,"October","Prince-5",12.4190807342529,NA,NA,32.4997887244591,NA,NA,0.220800399780273,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2017,11,"November","Prince-5",11.1112424410306,NA,NA,32.5578133509709,NA,NA,0.0276498794555664,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2018,6,"June","Prince-5",7.81194806098938,NA,NA,31.3888327525212,NA,NA,0.0261502265930176,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2018,7,"July","Prince-5",10.7479289495028,NA,NA,31.79130590879,NA,NA,0.0974006652832031,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2018,8,"August","Prince-5",12.5706288997944,NA,NA,32.0792980194092,NA,NA,0.342249870300293,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2018,9,"September","Prince-5",13.3938557918255,NA,NA,32.2901442601131,NA,NA,0.020050048828125,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2018,10,"October","Prince-5",12.411603817573,NA,NA,32.610523223877,NA,NA,0.00489997863769531,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2018,11,"November","Prince-5",9.98731917601365,NA,NA,32.7312635275034,NA,NA,0.0146493911743164,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2019,6,"June","Prince-5",7.01822401010073,0.0451174491717696,0.0319028542591977,31.3667471225445,0.0179235892581806,0.0126738915076618,0.464100122451782,0.0156263655538991,0.0110495090484619,2,44.9306983947754,-66.8495025634766,5,30
2019,7,"July","Prince-5",9.56148743629456,0.0373419780980415,0.0264047659360447,31.4660972448496,0.00272644720951645,0.00192788931039622,1.14987516403198,0.0441597819957743,0.0312256813049316,2,44.9306983947754,-66.8495025634766,5,30
2019,8,"August","Prince-5",11.7010856958536,0.135967263550952,0.0961433740762567,31.744762310615,0.0237492952467504,0.0167932877173786,0.60527515411377,0.0206121691453438,0.0145750045776367,2,44.9306983947754,-66.8495025634766,5,30
2019,9,"September","Prince-5",12.0748615448291,0.00259990291789503,0.00183840898367027,32.0214547377366,0.00338201874364787,0.00239144838773342,0.334400177001953,0.0211422079122168,0.0149497985839844,2,44.9306983947754,-66.8495025634766,5,30
2019,10,"October","Prince-5",11.8943076867324,0.0155427202699316,0.0109903629009542,32.2151176012479,0.0152161275828845,0.0107594269972573,0.0597753524780273,0.0122677674897629,0.00867462158203125,2,44.9306983947754,-66.8495025634766,5,30
2019,11,"November","Prince-5",10.7101277938256,0.0246957708134342,0.0174625470088081,32.4642288501446,0.0149659957631701,0.0105825570913467,0.400099754333496,0.0280016918010618,0.0198001861572266,2,44.9306983947754,-66.8495025634766,5,30
