Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
FM,T01,2023-07-17 22:03:03,2023-07-18 00:51:03,-65.23135157,45.07377744,-64.72209175,45.24385613,44.547323048
FM,T02,2023-07-18 01:24:58,2023-07-18 03:46:15,-64.80438088,45.29805831,-65.23268054,45.14822066,37.7234
LB,T01,2023-07-16 20:52:00,2023-07-16 23:51:15,-65.23332282,45.03633339,-64.67885283,45.21682948,48.258866877
LB,T02,2023-07-17 00:30:37,2023-07-17 03:02:25,-64.76414445,45.27017031,-65.23434558,45.11051066,41.18699329
LJ,T01,2023-07-16 21:02:04,2023-07-16 23:54:54,-65.23301627,45.05531008,-64.70336732,45.22950392,46.208065155
LJ,T02,2023-07-17 00:28:33,2023-07-17 02:53:03,-64.78359857,45.28456211,-65.23225626,45.1298368,39.38501024
SL,T01,2023-07-16 22:04:20,2023-07-17 00:51:46,-65.23261865,45.09246711,-64.74124593,45.25756458,44.010372325
SL,T02,2023-07-17 01:26:19,2023-07-17 03:51:59,-64.82666858,45.31085618,-65.23292172,45.16712579,37.37690051
LM,T01,2023-07-16 20:51:19,2023-07-16 22:05:30,-65.05571215,45.25008717,-64.83284178,45.31730195,19.118081983
LM,T02,2023-07-16 22:12:48,2023-07-16 23:21:08,-64.84829449,45.32462136,-65.05082607,45.26309569,17.38472242
LM,T03,2023-07-16 23:26:29,2023-07-17 00:30:08,-65.0519071,45.27593376,-64.86630308,45.33217301,15.94984594
LM,T04,2023-07-17 00:36:44,2023-07-17 01:32:42,-64.88415054,45.33966903,-65.04962739,45.2887126,14.22456441
C1,T01,2023-07-16 21:31:26,2023-07-16 22:16:51,-64.69164445,45.22558783,-64.55226979,45.26398527,12.19288159
C1,T02,2023-07-16 22:25:24,2023-07-16 23:17:00,-64.55361541,45.28421667,-64.70981556,45.23964417,13.53783019
C1,T03,2023-07-16 23:30:45,2023-07-17 00:29:11,-64.72612504,45.25673032,-64.55307279,45.30593049,15.04863214
C1,T04,2023-07-17 00:37:38,2023-07-17 01:46:22,-64.55074895,45.32762611,-64.75503985,45.26979174,17.70008213
