Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
BP,T01,2024-09-29T19:22:47Z,2024-09-29T21:46:53Z,-66.40037515,43.56508864,-66.40076722,43.23412208,36.896551918,Actual,5,GB,36.896551918,2024-09-29T19:22:47Z,2024-09-29T21:46:53Z,144.10000000000002,8.29528030075007,2024,2024-09-29
BP,T02,2024-09-29T22:26:00Z,2024-09-30T00:45:25Z,-66.26079982,43.23591717,-66.26382883,43.56456489,36.59401084,Actual,5,GB,36.59401084,2024-09-29T22:26:00Z,2024-09-30T00:45:25Z,139.41666666666666,8.503634432902045,2024,2024-09-29
FM,T01,2024-09-29T20:36:27Z,2024-09-29T23:02:37Z,-66.44822726,43.56531494,-66.44704275,43.23447139,37.667539247,Actual,5,GB,37.667539247,2024-09-29T20:36:27Z,2024-09-29T23:02:37Z,146.16666666666666,8.348879075243842,2024,2024-09-29
FM,T02,2024-09-29T23:41:52Z,2024-09-30T02:03:20Z,-66.30846436,43.23421702,-66.30952737,43.56754582,37.8298636,Actual,5,GB,37.8298636,2024-09-29T23:41:52Z,2024-09-30T02:03:20Z,141.46666666666667,8.663430968452404,2024,2024-09-29
LB,T01,2024-09-29T19:32:23Z,2024-09-29T22:09:47Z,-66.42458278,43.566405520000004,-66.42411101,43.23449823,38.160762973,Actual,5,GB,38.160762973,2024-09-29T19:32:23Z,2024-09-29T22:09:47Z,157.4,7.854555008199525,2024,2024-09-29
LB,T02,2024-09-29T22:52:27Z,2024-09-30T01:20:01Z,-66.28637874,43.23333877,-66.28598118,43.56659067,37.99062888,Actual,5,GB,37.99062888,2024-09-29T22:52:27Z,2024-09-30T01:20:01Z,147.56666666666666,8.34060357376318,2024,2024-09-29
LJ,T01,2024-09-29T19:35:12Z,2024-09-29T22:04:08Z,-66.37833261,43.56850045,-66.37835087,43.23384476,37.246841109,Actual,5,GB,37.246841109,2024-09-29T19:35:12Z,2024-09-29T22:04:08Z,148.93333333333334,8.102271667560268,2024,2024-09-29
LJ,T02,2024-09-29T22:43:13Z,2024-09-30T01:07:52Z,-66.24111852,43.23291766,-66.24089035,43.56589607,37.0325382,Actual,5,GB,37.0325382,2024-09-29T22:43:13Z,2024-09-30T01:07:52Z,144.64999999999998,8.294196227063948,2024,2024-09-29
LM,T01,2024-09-29T19:21:09Z,2024-09-29T21:43:38Z,-66.493255,43.56672667,-66.49278894,43.23332894,37.86636063,Actual,5,GB,37.86636063,2024-09-29T19:21:09Z,2024-09-29T21:43:38Z,142.48333333333332,8.609913024566524,2024,2024-09-29
LM,T02,2024-09-29T22:16:35Z,2024-09-30T00:36:31Z,-66.35649333,43.23446825,-66.35532741,43.56648651,37.52874136,Actual,5,GB,37.52874136,2024-09-29T22:16:35Z,2024-09-30T00:36:31Z,139.93333333333334,8.688645617582468,2024,2024-09-29
MS,T01,2024-09-29T19:21:19Z,2024-09-29T22:07:42Z,-66.46988661,43.56712903,-66.47034709,43.23376421,40.656087948,Actual,5,GB,40.656087948,2024-09-29T19:21:19Z,2024-09-29T22:07:42Z,166.38333333333333,7.916350796037295,2024,2024-09-29
