Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
BP,T01,2024-05-20 20:31:12,2024-05-20 22:52:56,-65.23009507,45.08941656,-64.76163433,45.25228493,41.0702056
BP,T04,2024-05-21 01:16:01,2024-05-21 03:46:07,-64.76737559,45.26530802,-65.23818361,45.10065604,41.299681
C1,T01,2024-05-20 19:55:37,2024-05-20 22:25:01,-65.22805559,45.16855086,-64.8125525,45.31689,37.91421325
MS,T03,2024-05-21 01:07:42,2024-05-21 03:39:40,-64.77552881,45.27846237,-65.23140045,45.11945382,41.06960906
MS,T02,2024-05-20 22:34:51,2024-05-21 00:57:58,-65.23091928,45.13453468,-64.7909767,45.29075028,39.78578153
MS,T01,2024-05-20 20:04:42,2024-05-20 22:27:36,-64.82452778,45.29498333,-65.23391229,45.15048195,37.026814467
C1,T02,2024-05-20 22:27:26,2024-05-20 23:46:13,-64.81505428,45.31955286,-65.04584488,45.25090119,20.17612169
C1,T03,2024-05-20 23:53:03,2024-05-21 01:05:28,-65.0487214,45.26400886,-64.82456034,45.32422288,19.24118341
C1,T04,2024-05-21 01:09:40,2024-05-21 02:19:33,-64.82895062,45.3323413,-65.04732715,45.27676031,18.59855662
C1,T05,2024-05-21 02:25:56,2024-05-21 03:35:31,-65.04914649,45.28890879,-64.83090056,45.33819815,18.3118715
C1,T06,2024-05-21 03:50:27,2024-05-21 04:32:06,-64.86891667,45.31389333,-64.9948786,45.28481438,10.6269291
BP,T02,2024-05-20 22:54:30,2024-05-20 23:58:24,-64.75668833,45.25419167,-64.54934684,45.31642491,17.69293007
BP,T03,2024-05-21 00:11:51,2024-05-21 01:09:35,-64.56533875,45.32414691,-64.75703604,45.26872879,16.25869442
LM,T02,2024-05-20 22:29:42,2024-05-20 23:23:12,-64.71020122,45.23748565,-64.54922644,45.29032428,13.99317793
LM,T03,2024-05-20 23:28:19,2024-05-21 00:24:08,-64.55009228,45.30260555,-64.71804009,45.24743857,14.5893146
