id,Region_ID,Region_name,Region_class,Process_ID,Depth_mean,Ping_S,Ping_E,Dist_S,Dist_E,Date_S,Time_S,Date_E,Time_E,Lat_S,Lon_S,Lat_E,Lon_E,Program_version,Processing_date,Processing_time,EV_filename,Uncorrected_area,Area_Backscatter_Strength,Frequency,Region_notes
1,1,BP_T01,Transect,3136,35.662009,1818,10322,11741.24443,52811.45003,20240520, 20:31:11.5100,20240520, 22:52:55.5100,45.08941656,-65.23009507,45.25228493,-64.76163433,14.0.206.0,20240524, 08:50:51.1920,BP_May20_2024,2230891.418,-60.03155213,38,
2,2,BP_T02,Transect,3136,37.047126,10416,14250,53254.05069,70946.98076,20240520, 22:54:29.5100,20240520, 23:58:23.5100,45.25419167,-64.75668833,45.31642491,-64.54934684,14.0.206.0,20240524, 08:50:51.1920,BP_May20_2024,958717.3775,-61.09495157,38,
3,3,BP_T03,Transect,3136,45.254397,15057,18521,74633.7319,90892.42632,20240521, 00:11:50.5110,20240521, 01:09:34.5110,45.32414691,-64.56533875,45.26872879,-64.75703604,14.0.206.0,20240524, 08:50:51.1920,BP_May20_2024,1146927.597,-56.22876149,38,
4,4,BP_T04,Transect,3136,34.878965,18907,27913,92255.3273,133555.0083,20240521, 01:16:00.5100,20240521, 03:46:06.5100,45.26530802,-64.76737559,45.10065604,-65.23818361,14.0.206.0,20240524, 08:50:51.1920,BP_May20_2024,2168985.479,-52.66254047,38,
5,1,C1_T01,Transect,3137,27.967862,1856,10820,5479.49044,43393.70369,20240520, 19:55:36.0170,20240520, 22:25:00.0170,45.16855086,-65.22805559,45.31689,-64.8125525,14.0.206.0,20240524, 08:51:01.4530,C1_May20_2024,1724251.488,-45.96579325,38,
6,2,C1_T02,Transect,3137,29.739524,10965,15692,43955.71085,64131.83254,20240520, 22:27:25.0170,20240520, 23:46:12.0310,45.31955286,-64.81505428,45.25090119,-65.04584488,14.0.206.0,20240524, 08:51:01.4530,C1_May20_2024,971979.7363,-49.45961379,38,
7,3,C1_T03,Transect,3137,27.45194,16102,20447,66000.9733,85242.15671,20240520, 23:53:02.0170,20240521, 01:05:27.0180,45.26400886,-65.0487214,45.32422288,-64.82456034,14.0.206.0,20240524, 08:51:01.4530,C1_May20_2024,848408.4019,-54.82606291,38,
8,4,C1_T04,Transect,3137,24.204595,20699,24892,86476.24508,105074.8017,20240521, 01:09:39.0170,20240521, 02:19:32.0180,45.3323413,-64.82895062,45.27676031,-65.04732715,14.0.206.0,20240524, 08:51:01.4530,C1_May20_2024,718813.198,-56.65142054,38,
9,5,C1_T05,Transect,3137,23.397121,25275,29450,106805.3897,125117.2612,20240521, 02:25:55.0170,20240521, 03:35:30.0180,45.28890879,-65.04914649,45.33819815,-64.83090056,14.0.206.0,20240524, 08:51:01.4530,C1_May20_2024,665168.5376,-48.13365883,38,
10,6,C1_T06,Transect,3137,22.597334,29568,32067,129730.6646,140357.5937,20240521, 03:50:26.0180,20240521, 04:32:05.0170,45.31389333,-64.86891667,45.28481438,-64.9948786,14.0.206.0,20240524, 08:51:01.4530,C1_May20_2024,378415.5224,-39.14440594,38,
11,1,LM_T01,Transect,3138,27.542805,50,10063,124.722412,45307.32696,20240520, 19:39:41.2610,20240520, 22:26:34.2490,45.05576804,-65.23302198,45.23412609,-64.71919645,14.0.206.0,20240524, 08:51:12.1750,LM_May20_2024,2099719.207,-46.96918425,38,
12,2,LM_T02,Transect,3138,24.187943,10250,13460,46111.61303,60104.79096,20240520, 22:29:41.2490,20240520, 23:23:11.2490,45.23748565,-64.71020122,45.29032428,-64.54922644,14.0.206.0,20240524, 08:51:12.1750,LM_May20_2024,563847.258,-61.35426335,38,
13,3,LM_T03,Transect,3138,27.474274,13767,17116,61561.31102,76150.62562,20240520, 23:28:18.2500,20240521, 00:24:07.2500,45.30260555,-64.55009228,45.24743857,-64.71804009,14.0.206.0,20240524, 08:51:12.1750,LM_May20_2024,667263.5298,-56.36272865,38,
14,4,LM_T04,Transect,3138,30.323258,17273,28890,76815.06469,126576.8775,20240521, 00:26:44.2500,20240521, 03:40:21.2490,45.24742373,-64.7264208,45.05078348,-65.29043996,14.0.206.0,20240524, 08:51:12.1750,LM_May20_2024,2549780.726,-49.7167753,38,
15,1,MS_T03,Transect,3139,35.945604,19124,28242,84774.93214,125844.5412,20240521, 01:07:41.9360,20240521, 03:39:39.9370,45.27846237,-64.77552881,45.11945382,-65.23140045,14.0.206.0,20240524, 08:51:23.2260,MS_May20_2024,2542540.555,-46.52538626,38,
16,2,MS_T02,Transect,3139,32.861133,9956,18543,42795.33586,82581.11739,20240520, 22:34:50.9360,20240521, 00:57:57.9360,45.13453468,-65.23091928,45.29075028,-64.7909767,14.0.206.0,20240524, 08:51:23.2260,MS_May20_2024,2262993.377,-48.05917204,38,
17,3,MS_T01,Transect,3139,28.149779,947,9521,3577.411403,40604.22587,20240520, 20:04:41.9360,20240520, 22:27:35.9470,45.29498333,-64.82452778,45.15048195,-65.23391229,14.0.206.0,20240524, 08:51:23.2260,MS_May20_2024,1738627.997,-53.19260381,38,
