Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
C1,T01,2023-08-13 20:08:31,2023-08-13 23:09:16,-65.23467228,45.03718219,-64.68489856,45.21598906,48.883214259
C1,T02,2023-08-14 00:04:43,2023-08-14 02:29:52,-64.79330424,45.27933276,-65.23207991,45.1085876,40.53381097
FM,T01,2023-08-14 21:05:41,2023-08-14 23:56:22,-65.23230585,45.07206404,-64.72244511,45.24174055,44.470959688
FM,T02,2023-08-15 00:28:46,2023-08-15 02:50:49,-64.80185644,45.29315095,-65.23399417,45.14267861,37.96478782
LM,T01,2023-08-13 19:59:07,2023-08-13 22:55:19,-65.23048056,45.06131843,-64.70458196,45.23723246,45.94274345
LM,T02,2023-08-13 23:24:56,2023-08-14 01:58:58,-64.78514527,45.28568951,-65.23222542,45.13083962,39.36769409
MS,T01,2023-08-13 20:14:02,2023-08-13 22:52:16,-65.23226083,45.09620477,-64.74879239,45.25882148,43.263071525
MS,T02,2023-08-13 23:27:11,2023-08-14 01:42:58,-64.82761471,45.31124087,-65.23488696,45.16586461,37.34970395
SL,T01,2023-08-13 21:06:50,2023-08-14 00:04:59,-65.22370369,45.05138366,-64.69624937,45.22481519,46.952779083
SL,T02,2023-08-14 00:36:52,2023-08-14 03:13:32,-64.77943739,45.2748188,-65.23280785,45.11948608,40.63246637
TM,T01,2023-08-13 20:06:21,2023-08-13 23:01:04,-65.23732108,45.08337594,-64.73747081,45.25775523,43.9963678
TM,T02,2023-08-13 23:31:06,2023-08-14 01:59:44,-64.81192808,45.30384586,-65.23748462,45.15427735,37.4658261
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
