Vessel,Transect.No.,Date.Time.Start,Date.Time.End,X,Y,Xend,Yend,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
BP,T01,2026-07-05T19:51:34Z,2026-07-05T22:57:09Z,-65.25168148,45.07269095,-64.74588095,45.24238524,44.089971399,Actual,5,SB,44.089971399,2026-07-05T19:51:34Z,2026-07-05T22:57:09Z,185.58333333333331,7.696798383855606,2026,2026-07-05
BP,T02,2026-07-05T23:24:19Z,2026-07-06T01:40:03Z,-64.80353376,45.29578562,-65.22551,45.154245,36.78643382,Actual,5,SB,36.78643382,2026-07-05T23:24:19Z,2026-07-06T01:40:03Z,135.73333333333335,8.780321895465224,2026,2026-07-05
FM,T01,2026-07-05T21:42:38Z,2026-07-06T00:47:39Z,-65.24469661,45.03253657,-64.69132314,45.2129653,48.101539081,Actual,5,SB,48.101539081,2026-07-05T21:42:38Z,2026-07-06T00:47:39Z,185.01666666666668,8.422817379264123,2026,2026-07-05
FM,T02,2026-07-06T01:15:34Z,2026-07-06T03:52:13Z,-64.76259638,45.26411382,-65.22133013,45.11319956,40.07941585,Actual,5,SB,40.07941585,2026-07-06T01:15:34Z,2026-07-06T03:52:13Z,156.65,8.288963901038834,2026,2026-07-06
LB,T01,2026-07-05T20:14:28Z,2026-07-05T23:25:18Z,-65.23387423,45.09389505,-64.74471573,45.25897911,43.199202795,Actual,5,SB,43.199202795,2026-07-05T20:14:28Z,2026-07-05T23:25:18Z,190.83333333333331,7.333828677819458,2026,2026-07-05
LB,T02,2026-07-06T00:12:56Z,2026-07-06T03:00:33Z,-64.82395833,45.31152,-65.23333333,45.16666667,37.33687107,Actual,5,SB,37.33687107,2026-07-06T00:12:56Z,2026-07-06T03:00:33Z,167.61666666666667,7.216555977001969,2026,2026-07-06
LJ,T01,2026-07-05T20:49:55Z,2026-07-05T23:47:09Z,-65.23333333,45.05084444,-64.6987085,45.22729443,46.537266644,Actual,5,SB,46.537266644,2026-07-05T20:49:55Z,2026-07-05T23:47:09Z,177.23333333333332,8.50677077235969,2026,2026-07-05
LJ,T02,2026-07-06T00:18:55Z,2026-07-06T02:57:10Z,-64.77790418,45.27807765,-65.22922085,45.12432415,39.45308447,Actual,5,SB,39.45308447,2026-07-06T00:18:55Z,2026-07-06T02:57:10Z,158.25,8.076933514077389,2026,2026-07-06
MS,T01,2026-07-05T20:58:15Z,2026-07-06T00:30:14Z,-65.23230458,45.06561916,-64.72248323,45.23938464,48.35134945,Actual,5,SB,48.35134945,2026-07-05T20:58:15Z,2026-07-06T00:30:14Z,211.98333333333332,7.389518603261893,2026,2026-07-05
MS,T02,2026-07-06T01:03:55Z,2026-07-06T03:48:01Z,-64.79638173,45.29082667,-65.24319321,45.1335753,40.4639198,Actual,5,SB,40.4639198,2026-07-06T01:03:55Z,2026-07-06T03:48:01Z,164.1,7.988562448104002,2026,2026-07-06
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,5,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,5,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,5,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,5,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,5,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,5,SB,NA,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.03636667,-64.68106667,45.21621667,NA,Plan,5,SB,47.77303993942598,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.05084444,-64.69705926,45.22682222,NA,Plan,5,SB,46.443751499559156,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.23333333,45.06532222,-64.71305185,45.23742778,NA,Plan,5,SB,45.11540068706484,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-65.23333333,45.0798,-64.72904444,45.24803333,NA,Plan,5,SB,43.78802490764279,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.23333333,45.09427778,-64.74503704,45.25863889,NA,Plan,5,SB,42.461666934894,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.10875556,-64.76102963,45.26924444,NA,Plan,5,SB,41.13637518652095,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.12323333,-64.77702222,45.27985,NA,Plan,5,SB,39.812204649537854,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.23333333,45.13771111,-64.79301481,45.29045556,NA,Plan,5,SB,38.48921548846128,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-65.23333333,45.15218889,-64.80900741,45.30106111,NA,Plan,5,SB,37.167477273569666,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.23333333,45.16666667,-64.825,45.31166667,NA,Plan,5,SB,35.84707290841503,NA,NA,NA,NA,NA,NA
