Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
BP,T01,2024-07-29 19:45:33,2024-07-29 22:48:46,-65.24262363,45.032193,-64.74494607,45.19538898,43.224764281
BP,T02,2024-07-29 23:12:01,2024-07-30 01:11:51,-64.75866539,45.24906063,-65.19422708,45.10236372,37.95350199
FM,T01,2024-07-29 21:23:09,2024-07-30 00:27:14,-65.23137306,45.06230334,-64.76459967,45.21814377,40.98877569
FM,T02,2024-07-30 00:48:41,2024-07-30 02:52:48,-64.78615697,45.26951216,-65.20922696,45.12349461,37.22951466
LJ,T01,2024-07-29 20:22:17,2024-07-30 00:02:38,-65.23824113,45.04823632,-64.6979575,45.22518516,46.982279102
LJ,T02,2024-07-30 00:23:08,2024-07-30 02:55:43,-64.75515699,45.26455578,-65.23296529,45.10294846,41.69359692
MS,T01,2024-07-29 20:19:15,2024-07-30 00:18:01,-65.2336301,45.07597549,-64.7251829,45.24540366,49.32028834
MS,T02,2024-07-30 00:40:59,2024-07-30 03:02:32,-64.78717817,45.28376708,-65.20100788,45.14069779,37.6930699
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
