Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
49.230407452583314,49.041129098512847,9.1832219596698312,34458.433670529041,50402.553789668971,32.0082293225697,1484.0124136190182,1024.9725919797854
49.05,48.8615953513381,8.9200130681057921,34241.166814002288,50473.398617582592,32.020219426281734,1483.0483176837079,1025.0221293887746
48.75,48.563085622938289,8.9064470935453723,34482.996873131451,50850.206714368236,32.283801877391426,1483.3166661994519,1025.2290396340393
48.45,48.264641511350931,9.1723518371582031,35070.1484375,51313.630101639006,32.65014325852254,1484.7459998666227,1025.4725274233308
48.15,47.966274650949487,9.6334753036499023,35932.60546875,51875.541154489896,33.114551401324704,1486.9993141623227,1025.7596215828194
47.85,47.667900895323932,10.370246097674817,36329.881095170706,51356.556856921292,32.8455295097249,1489.3266425079537,1025.4247486768461
47.55,47.369417477692025,10.904606905494397,36390.180824050309,50676.200020562828,32.428164790539093,1490.7173893406537,1025.0056539638397
47.25,47.070850333161964,11.101544378337879,36409.1845719539,50426.076223210846,32.273594979000585,1491.2207730102641,1024.84927807028
46.95,46.772255043677482,11.164337158203125,36432.65625,50370.97194761665,32.241799348187392,1491.3983713264727,1024.8120357385917
46.65,46.473654203969019,11.216038726630236,36490.757958724746,50379.278410551982,32.253806505487283,1491.5894210731042,1024.8107892803935
46.35,46.175056786851066,11.278447151184082,36594.55859375,50435.673888202247,32.301259251441,1491.8603398596,1024.8351398185555
46.05,45.876467435718,11.388158720789253,36760.328149050059,50511.388101712575,32.367839965482851,1492.3191414163021,1024.8657687561779
45.75,45.577895280388994,11.568034172058106,37080.9609375,50701.332156697972,32.523710842303082,1493.1278948271302,1024.9528040348498
45.45,45.279330394595874,11.734750747680664,37223.51953125,50665.267592158896,32.516555013704689,1493.6925259836462,1024.9152860719569
45.15,44.980749596869231,11.956109729886927,37383.30032176619,50577.97018544648,32.478281007814985,1494.4057413546975,1024.8431735669265
44.85,44.682156770665763,12.149160385131836,37593.01171875,50597.390801052679,32.512707500816845,1495.1046514918266,1024.8323207157605
44.55,44.383588528528414,12.521745525204349,38269.814271566633,50996.846942874479,32.837368638803021,1496.7556213043501,1025.011571289991
44.25,44.085048934481044,12.995410919189453,38854.67578125,51130.748215735941,32.980583136947764,1498.5158173958903,1025.0286221590538
43.95,43.786450377493047,13.399745743343264,38757.414151739853,50465.717157070751,32.540643247579617,1499.3380656127902,1024.60645154432
43.65,43.487760664041666,13.595023253274112,38708.805694326868,50147.405586862944,32.329543201618996,1499.7306452954756,1024.40263543838
43.35,43.189026598290873,13.588373406848392,38562.361654003638,49966.295867707995,32.199051338057032,1499.5500731930279,1024.3018321585471
43.05,42.890279340974082,13.557499223857299,38541.321856272079,49979.021762418641,32.205598483130785,1499.4507635065784,1024.3117768744339
42.75,42.5915343574049,13.611090911985672,38613.980360311674,50003.741733602648,32.228149253968084,1499.649464959002,1024.3170347501023
42.45,42.29279274419018,13.725234929784808,38775.909693093417,50065.428606695983,32.282467103767907,1500.084778585383,1024.3345000116347
42.15,41.994060864284137,13.958985400720275,39125.923040990492,50214.247930937046,32.409483643580863,1500.9961407421272,1024.3833962558151
41.85,41.695321407401856,14.22302804525085,39303.183197400547,50102.178689591761,32.350854157275982,1501.7833302074503,1024.2821518138628
41.55,41.396555019262657,14.395187377929688,39394.382812499993,49998.978853150293,32.290555222654007,1502.2660887474149,1024.1983334626543
41.25,41.097768981108679,14.519951534717581,39474.426338166108,49942.402261663352,32.259785660584882,1502.6282703053455,1024.1470381010454
40.95,40.798972352471196,14.67427809915281,39632.849818899173,49947.789497076541,32.275740473856864,1503.1387685273905,1024.1253410996242
40.65,40.500165593163359,14.758687973022461,39668.59765625,49886.703609493365,32.23829694753649,1503.3610693808391,1024.0772047390174
40.35,40.201346534581084,14.806610259496734,39676.406749868329,49836.45491442299,32.205837912238323,1503.4718475709085,1024.0406471452513
40.05,39.902514942337241,14.832241042673415,39638.052380970024,49756.241857575435,32.150102806967816,1503.4840248636076,1023.990912417509
39.75,39.603671652864108,14.825275835134681,39587.09333109366,49700.965656801687,32.109889546093036,1503.4099222465538,1023.960092818172
39.45,39.304820813476709,14.807626724243164,39536.8046875,49659.836494876712,32.079069509134627,1503.3125282299602,1023.9387845837404
39.15,39.005964138423806,14.783395310090606,39481.761551898395,49620.904958160136,32.0493418098704,1503.19526945698,1023.9197144273171
38.85,38.707101909027067,14.761331558227539,39428.953125,49582.0330705716,32.0198222512705,1503.0851460173178,1023.9003354704361
38.55,38.408230939397392,14.727749185579039,39331.371259444182,49501.132162958347,31.959201434516963,1502.90173300078,1023.8594383372157
