Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
BP,T01,2024-10-20T18:18:35Z,2024-10-20T20:38:06Z,-66.46968665,43.56384095,-66.46979833,43.23606667,36.48246557,Actual,6,GB,36.48246557,2024-10-20T18:18:35Z,2024-10-20T20:38:06Z,139.51666666666668,8.4716373042156,2024,2024-10-20
BP,T02,2024-10-20T21:20:44Z,2024-10-20T23:27:42Z,-66.3219745,43.23561413,-66.32230226,43.56156998,36.3332355,Actual,6,GB,36.3332355,2024-10-20T21:20:44Z,2024-10-20T23:27:42Z,126.96666666666667,9.270936793688634,2024,2024-10-20
FM,T01,2024-10-20T19:40:06Z,2024-10-20T22:06:22Z,-66.42455773,43.56188524,-66.42404827,43.23365078,38.713858953,Actual,6,GB,38.713858953,2024-10-20T19:40:06Z,2024-10-20T22:06:22Z,146.26666666666668,8.574925659434767,2024,2024-10-20
FM,T02,2024-10-20T22:48:59Z,2024-10-21T01:02:53Z,-66.28609389,43.23488647,-66.286095,43.56547219,37.96217817,Actual,6,GB,37.96217817,2024-10-20T22:48:59Z,2024-10-21T01:02:53Z,133.89999999999998,9.185013743337416,2024,2024-10-20
LB,T01,2024-10-20T18:39:16Z,2024-10-20T20:57:49Z,-66.49339701,43.56657085,-66.49336069,43.23234343,38.272157598,Actual,6,GB,38.272157598,2024-10-20T18:39:16Z,2024-10-20T20:57:49Z,138.54999999999998,8.949230220774247,2024,2024-10-20
LB,T02,2024-10-20T21:44:17Z,2024-10-20T23:57:14Z,-66.35499405,43.23558663,-66.35550715,43.56601318,38.14875808,Actual,6,GB,38.14875808,2024-10-20T21:44:17Z,2024-10-20T23:57:14Z,132.95,9.296111559010557,2024,2024-10-20
LJ,T01,2024-10-20T18:41:12Z,2024-10-20T21:08:35Z,-66.37771329,43.56784609,-66.37813198,43.23437671,37.120781123,Actual,6,GB,37.120781123,2024-10-20T18:41:12Z,2024-10-20T21:08:35Z,147.38333333333333,8.159771477794,2024,2024-10-20
LJ,T02,2024-10-20T21:48:50Z,2024-10-21T00:12:39Z,-66.24027591,43.23348328,-66.23949734,43.56776649,37.22178554,Actual,6,GB,37.22178554,2024-10-20T21:48:50Z,2024-10-21T00:12:39Z,143.81666666666666,8.384887658369868,2024,2024-10-20
LM,T01,2024-10-20T18:29:03Z,2024-10-20T21:00:23Z,-66.39999333,43.57398794,-66.4016345,43.23326452,38.803468481,Actual,6,GB,38.803468481,2024-10-20T18:29:03Z,2024-10-20T21:00:23Z,151.33333333333331,8.307019181950116,2024,2024-10-20
LM,T02,2024-10-20T21:38:07Z,2024-10-20T23:59:02Z,-66.26295014,43.23418308,-66.26197275,43.56680387,37.85860036,Actual,6,GB,37.85860036,2024-10-20T21:38:07Z,2024-10-20T23:59:02Z,140.91666666666666,8.703851179631272,2024,2024-10-20
