Vessel,Start Lat,Start Lon,End Lat,End Lon
BP,45.036367,-65.233333,45.216217,-64.681067
BP,45.094283,-65.233333,45.258633,-64.745033
BP,45.152183,-65.233333,45.301067,-64.809
LM,45.05085,-65.233333,45.226817,-64.697067
LM,45.224583,-64.691333,45.26375,-64.55
LM,45.239283,-64.713167,45.285283,-64.55
LM,45.253967,-64.7355,45.3068,-64.55
MS,45.065317,-65.233333,45.237433,-64.71305
MS,45.0798,-65.233333,45.248033,-64.72905
MS,45.137717,-65.233333,45.29045,-64.793017
FM,45.10875,-65.233333,45.26925,-64.761033
FM,45.268667,-64.757167,45.328333,-64.55
FM,45.123233,-65.233333,45.27985,-64.777017
LJ,45.166667,-65.233333,45.311667,-64.825
LJ,45.25,-65.05,45.316667,-64.833333
LJ,45.26305,-65.05,45.32445,-64.85
LJ,45.276117,-65.05,45.332217,-64.866667
LJ,45.289167,-65.05,45.34,-64.883333
