Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.149409629,12.59625614,36942.52141,49130.58533,31.52745708,1494.719861,1023.783047
0.45,0.448232592,12.61611869,36941.37863,49103.12376,31.50963014,1494.771073,1023.766812
0.75,0.747051087,12.56531943,36941.62716,49169.8563,31.55229077,1494.654158,1023.810861
1.05,1.045856178,12.45417866,36878.65394,49231.69491,31.58559091,1494.320528,1023.859059
1.35,1.344655114,12.37934021,36784.19119,49203.90646,31.55836622,1494.037887,1023.853422
1.65,1.643452755,12.35640922,36776.59466,49223.94234,31.57029011,1493.978713,1023.868325
1.95,1.942247774,12.35147438,36773.9667,49226.92786,31.57181542,1493.968616,1023.871786
2.25,2.241039057,12.32491108,36772.54098,49260.05169,31.59270516,1493.907645,1023.894314
2.55,2.539824764,12.31627704,36782.75474,49285.13461,31.60962095,1493.903204,1023.910396
2.85,2.838605974,12.29775934,36780.44592,49306.50872,31.62291402,1493.860649,1023.925523
3.15,3.137383292,12.26036293,36752.39615,49318.35503,31.62753394,1493.743133,1023.937458
3.45,3.436156624,12.2423221,36751.49733,49341.03899,31.64179313,1493.703283,1023.953238
3.75,3.734925032,12.22998238,36760.53265,49369.52732,31.66075549,1493.688542,1023.971596
4.05,4.033688142,12.21790559,36769.84089,49398.05224,31.67976819,1493.674755,1023.989943
4.35,4.33244302,12.21202441,36813.25948,49464.19882,31.72623085,1493.714889,1024.028415
4.65,4.631184375,12.21098393,36883.8927,49560.49102,31.79469295,1493.797819,1024.08304
4.95,4.929916022,12.21184353,36899.75483,49580.65944,31.8090477,1493.822808,1024.09536
5.25,5.22864483,12.20824178,36904.09743,49591.29438,31.81615184,1493.823876,1024.102893
5.55,5.527371286,12.20316231,36908.71244,49604.26769,31.82477528,1493.821691,1024.11188
5.85,5.82609565,12.20283502,36914.37621,49612.31609,31.83036378,1493.832172,1024.117626
6.15,6.124818816,12.19948016,36912.70672,49614.54644,31.83149564,1493.82697,1024.120482
6.45,6.423540122,12.19148978,36915.7542,49629.30287,31.84109662,1493.815972,1024.130771
6.75,6.722259591,12.1946409,36921.27478,49632.51947,31.84358893,1493.834685,1024.133466
7.05,7.020978107,12.19110855,36921.24199,49637.18941,31.846443,1493.830925,1024.137691
7.35,7.319694326,12.18151003,36924.64889,49654.58484,31.85776314,1493.816459,1024.149613
7.65,7.61840743,12.17390802,36927.50788,49668.58456,31.86686123,1493.806185,1024.15944
7.95,7.917118468,12.17210932,36930.11853,49674.49952,31.8707782,1493.809631,1024.164164
8.25,8.215827773,12.16663497,36932.34106,49684.80612,31.87745586,1493.803763,1024.171716
8.55,8.514535049,12.16579627,36938.76589,49694.57081,31.88421712,1493.81389,1024.178467
8.85,8.81324103,12.16036231,36934.27353,49695.79309,31.88441603,1493.800438,1024.180987
9.15,9.111946388,12.15878443,36933.6609,49697.07899,31.88505188,1493.800729,1024.183126
9.45,9.410650143,12.1492756,36933.54989,49709.65017,31.89293369,1493.782453,1024.192365
9.75,9.709351425,12.13932769,36931.42633,49720.10619,31.89926001,1493.760811,1024.200478
10.05,10.00805104,12.14177665,36937.47834,49724.97505,31.90286229,1493.778452,1024.204166
10.35,10.30675056,12.14153287,36931.98546,49717.90689,31.89767246,1493.776373,1024.201539
10.65,10.60545024,12.13608812,36926.72499,49718.11365,31.89714358,1493.762005,1024.203496
10.95,10.90414786,12.12928331,36934.12447,49737.19014,31.90993961,1493.758853,1024.216039
11.25,11.20284314,12.12126961,36928.51112,49740.36652,31.911266,1493.737874,1024.219914
11.55,11.50153745,12.11721298,36926.42945,49742.99857,31.9126078,1493.730493,1024.223062
11.85,11.80023052,12.1125195,36927.10246,49750.1961,31.91714171,1493.72473,1024.228805
12.15,12.09892243,12.10813204,36923.92916,49751.80254,31.91771725,1493.715296,1024.23142
12.45,12.39761306,12.10215909,36924.26331,49760.26222,31.92301987,1493.706053,1024.237997
12.75,12.69630283,12.10567263,36926.20478,49758.16657,31.92176291,1493.721564,1024.237719
13.05,12.99499263,12.10829357,36928.00552,49757.0785,31.92113333,1493.734757,1024.238094
13.35,13.29368157,12.10205306,36927.23816,49764.41343,31.92560592,1493.723606,1024.244077
13.65,13.5923685,12.09322677,36926.50054,49775.26055,31.9323185,1493.706242,1024.252278
