Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
BP,T01,2026-09-13 18:28:46,2026-09-13 21:16:36,-65.23325563,45.0622209,-64.72990054,45.22870529,43.75787326
BP,T02,2026-09-13 21:50:42,2026-09-14 00:09:51,-64.81266316,45.28558355,-65.2307848,45.14138453,36.58996372
LM,T01,2026-09-13 18:56:58,2026-09-13 22:02:31,-65.23199886,45.03715678,-64.6802454,45.21648479,47.970258462
LM,T02,2026-09-13 22:37:36,2026-09-14 01:18:57,-64.76854338,45.27273165,-65.23393158,45.11430903,40.82633056
MS,T01,2026-09-13 19:45:07,2026-09-13 22:39:01,-65.23050167,45.08952333,-64.74941085,45.25143357,43.55329931
MS,T02,2026-09-13 23:24:54,2026-09-14 02:06:04,-64.83236135,45.30701729,-65.24382062,45.16305456,38.09974738
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
