id,Region_ID,Region_name,Region_class,Process_ID,Interval,Layer,Depth_mean,Ping_S,Ping_E,Dist_S,Dist_E,Date_S,Time_S,Date_E,Time_E,Lat_S,Lon_S,Lat_E,Lon_E,Program_version,Processing_date,Processing_time,EV_filename,PRC_ABC,Frequency,Region_notes
1,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
2,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
3,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
4,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
5,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
6,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
7,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
8,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
9,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
10,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
11,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
12,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
13,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
14,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
15,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
16,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
17,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
18,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
19,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
20,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
21,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
22,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
23,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
24,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
25,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
26,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
27,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
28,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
29,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
30,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
31,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
32,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
33,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
34,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
35,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
36,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
37,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
38,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
39,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
40,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
41,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
42,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
43,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
44,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
45,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
46,1,BP_T01,Transect,,,,,,,,,,,,,,,,,,,,,,,
47,2,BP_T02,Transect,,,,,,,,,,,,,,,,,,,,,,,
48,2,BP_T02,Transect,,,,,,,,,,,,,,,,,,,,,,,
49,2,BP_T02,Transect,,,,,,,,,,,,,,,,,,,,,,,
50,2,BP_T02,Transect,,,,,,,,,,,,,,,,,,,,,,,
51,2,BP_T02,Transect,,,,,,,,,,,,,,,,,,,,,,,
52,2,BP_T02,Transect,,,,,,,,,,,,,,,,,,,,,,,
