Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
BP,T02,2023-05-23 01:01:46,2023-05-23 03:49:27,-64.74629127,45.25774731,-65.21002099,45.10007746,40.49106699
BP,T01,2023-05-22 21:56:13,2023-05-23 00:35:30,-65.24870436,45.14624939,-64.79759675,45.29820092,39.27638661
FM,T01,2023-05-23 21:58:02,2023-05-24 00:23:07,-65.24456612,45.16432957,-64.82380127,45.3090446,37.510446922
MS,T01,2023-05-22 21:15:00,2023-05-23 00:04:46,-65.22954505,45.03742519,-64.68090841,45.21626308,48.544629297
SL,T01,2023-05-22 22:17:36,2023-05-23 01:06:51,-65.22685355,45.07616077,-64.72206624,45.24393709,45.220281713
SL,T02,2023-05-23 01:40:08,2023-05-23 04:19:31,-64.78421803,45.28393679,-65.24189989,45.12627817,41.28063652
FM,T02,2023-05-24 00:29:57,2023-05-24 01:45:15,-64.83875318,45.318535,-65.04994947,45.25627898,18.11478023
FM,T03,2023-05-24 01:51:17,2023-05-24 02:44:17,-65.04862108,45.27241406,-64.85711195,45.32952505,16.39136431
FM,T04,2023-05-24 02:50:19,2023-05-24 03:46:14,-64.87245382,45.33867201,-65.0476022,45.2887239,14.87769479
MS,T02,2023-05-23 00:19:05,2023-05-23 01:01:55,-64.68310755,45.22682407,-64.55114326,45.26340378,11.36030369
MS,T03,2023-05-23 01:15:40,2023-05-23 02:16:53,-64.55139127,45.28573739,-64.70662658,45.24117837,13.66139122
MS,T04,2023-05-23 02:30:52,2023-05-23 03:27:37,-64.73006361,45.25564191,-64.54966735,45.30689052,15.57200669
MS,T05,2023-05-23 03:36:19,2023-05-23 04:40:18,-64.5511022,45.3297105,-64.75303945,45.26982629,17.5771362
