Vessel,Start Lat,Start Lon,End Lat,End Lon
V1,43.56666667,-66.49333333,43.23333333,-66.49333333
V2,43.56666667,-66.46518519,43.23333333,-66.46518519
V3,43.56666667,-66.43703704,43.23333333,-66.43703704
V4,43.56666667,-66.40888889,43.23333333,-66.40888889
V5,43.56666667,-66.38074074,43.23333333,-66.38074074
V1,43.56666667,-66.35259259,43.23333333,-66.35259259
V2,43.56666667,-66.32444444,43.23333333,-66.32444444
V3,43.56666667,-66.2962963,43.23333333,-66.2962963
V4,43.56666667,-66.26814815,43.23333333,-66.26814815
V5,43.56666667,-66.24,43.23333333,-66.24
V1,43.502,-66.23,43.2475,-66.23
V2,43.502,-66.20375,43.2475,-66.20375
V3,43.502,-66.1775,43.2475,-66.1775
V4,43.502,-66.15125,43.2475,-66.15125
V5,43.502,-66.125,43.2475,-66.125
