Vessel,Start Lat,Start Lon,End Lat,End Lon
LJ,45.05498095,-65.23333333,45.22985238,-64.70162857
BP,45.07093605,-65.23333333,45.24154014,-64.71925306
FM,45.08689116,-65.23333333,45.25322789,-64.73687755
LM,45.10284626,-65.23333333,45.26491565,-64.75450204
LJ,45.11880136,-65.23333333,45.2766034,-64.77212653
BP,45.13475646,-65.23333333,45.28829116,-64.78975102
FM,45.15071156,-65.23333333,45.29997891,-64.80737551
LM,45.16666667,-65.23333333,45.31166667,-64.825
LB,45.25,-65.05,45.31666667,-64.83333333
LB,45.26305,-65.05,45.32445,-64.85
LB,45.27611667,-65.05,45.33221667,-64.86666667
LB,45.28916667,-65.05,45.34,-64.88333333
C1,45.22458333,-64.69133333,45.26375,-64.55
C1,45.23927778,-64.71327778,45.28527778,-64.55
C1,45.25397222,-64.73522222,45.30680556,-64.55
C1,45.26866667,-64.75716667,45.32833333,-64.55
