Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14938652831819585,12.39391939833722,37110.929959355053,49621.61035332024,31.858360082965319,1494.4246112909896,1024.0777537210804
0.44999999999999996,0.44814954431211673,12.275640433094099,37110.603350189136,49778.626093358223,31.958590675109566,1494.1450442830699,1024.1790742574153
0.74999999999999989,0.74689528818364126,12.275791873152635,37117.859581032964,49788.157026070563,31.965291081436444,1494.158484944543,1024.185591317824
1.05,1.0456403524536553,12.281217903405945,37120.397373439453,49784.314275376986,31.962970462325551,1494.1792141052094,1024.1841234780118
1.35,1.3443854015531174,12.288443264877088,37129.612752782923,49787.024479721607,31.965510033271119,1494.2118761713803,1024.1860848585648
1.65,1.6431280977074518,12.283909557562453,37142.343843439594,49810.151730595338,31.98145114772144,1494.22030672531,1024.2006463504695
1.9500000000000002,1.9418690701846966,12.289965676638275,37144.413360012433,49804.837153930355,31.978142185530206,1494.2420079190097,1024.1982930442482
2.25,2.2406090801348548,12.278966319959528,37142.713710092728,49817.252698616474,31.985783245426713,1494.21846080655,1024.2076357511255
2.55,2.5393476972670581,12.275826062779224,37138.231724788478,49815.437573725372,31.984049659263647,1494.2106085403345,1024.2082328504575
2.85,2.8380853572035991,12.257646143049058,37124.294662989814,49821.041458782383,31.986099867916941,1494.155838617316,1024.2145886840372
3.15,3.1368196833950375,12.210196334112338,37091.068559151739,49839.925898413778,31.994666987162532,1494.0086261698796,1024.2314819582737
3.4499999999999997,3.4355496380143729,12.14474565249669,37032.7258173198,49849.211734783596,31.994513929899139,1493.7891134657086,1024.24495477744
3.75,3.7342766215188155,12.120527475002822,37013.189074900081,49855.419080217784,31.996345629228248,1493.7131606977271,1024.2522453785807
4.05,4.0330009139015583,12.097858121168448,37001.13975380476,49869.644270232813,32.00405203085964,1493.6494816418197,1024.2637986493778
4.35,4.3317222150992878,12.065681886092682,36975.304463890345,49878.084770597125,32.006641973475944,1493.5469942947971,1024.2731472636187
4.6499999999999995,4.6304405944692446,11.954328051069021,36861.743852163447,49874.731589250354,31.992570754460754,1493.1519561618284,1024.2842253552933
4.9499999999999993,4.9291576238985542,11.970768980189478,36876.835538277817,49872.9625532512,31.992901314908359,1493.2139394864355,1024.2827944347368
5.2499999999999991,5.2278643414527144,11.855717860801875,36841.2217319234,49980.33394854331,32.057291724449342,1492.8989497012292,1024.35533746959
5.55,5.5265597444330821,11.730241939804513,36704.605261833458,49965.101403343513,32.032933239976153,1492.4406586554517,1024.3607836999959
5.85,5.8252545414678876,11.695573032401265,36662.545756406442,49954.998282809676,32.021881664403928,1492.3121823254126,1024.3598831454035
