Vessel,Start Lat,Start Lon,End Lat,End Lon
LM,45.05498095,-65.23333333,45.22985238,-64.70162857
BP,45.0773181,-65.23333333,45.24621524,-64.72630286
LB,45.09965524,-65.23333333,45.2625781,-64.75097714
LM,45.12199238,-65.23333333,45.27894095,-64.77565143
BP,45.14432952,-65.23333333,45.29530381,-64.80032571
LB,45.16666667,-65.23333333,45.31166667,-64.825
C1,45.25,-65.05,45.31666667,-64.83333333
C1,45.26305,-65.05,45.32445,-64.85
C1,45.27611667,-65.05,45.33221667,-64.86666667
C1,45.28916667,-65.05,45.34,-64.88333333
