Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
BP,T01,2024-07-01 20:38:34,2024-07-01 23:37:46,-65.2334306,45.07297636,-64.72508887,45.23979372,44.09797722
BP,T02,2024-07-02 00:01:27,2024-07-02 01:50:30,-64.79266404,45.28588607,-65.19741594,45.14693482,35.3817131
LB,T01,2024-07-01 20:37:37,2024-07-01 23:59:21,-65.23247963,45.09937593,-64.75312,45.26187333,42.495619151
LB,T02,2024-07-02 00:26:45,2024-07-02 02:33:11,-64.82028206,45.3123224,-65.23372683,45.16693409,37.26220022
LM,T01,2024-07-01 20:35:07,2024-07-01 23:39:41,-65.23328855,45.05442424,-64.71112327,45.22680087,45.693677661
LM,T02,2024-07-02 00:03:27,2024-07-02 02:31:40,-64.77707925,45.27883925,-65.23241344,45.1227333,39.98666301
C1,T01,2024-07-01 20:54:40,2024-07-01 22:07:23,-65.04520258,45.25213378,-64.83549186,45.31750733,18.497349705
C1,T02,2024-07-01 22:12:42,2024-07-01 23:22:17,-64.85021978,45.3244213,-65.05216505,45.26268111,17.72893926
C1,T03,2024-07-01 23:29:01,2024-07-02 00:32:20,-65.05057012,45.27611816,-64.86635403,45.33252538,16.18810859
C1,T04,2024-07-02 00:38:20,2024-07-02 01:34:55,-64.88373528,45.34017416,-65.04882328,45.28913841,14.53310559
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
