Vessel,Start Lat,Start Lon,End Lat,End Lon
BP,4334,6626.092308,4314,6626.092308
BP,4334,6617.907692,4314,6617.907692
LM,4334,6622.584615,4314,6622.584615
LM,4334,6614.4,4314,6614.4
FM,4334,6628.430769,4314,6628.430769
FM,4334,6620.246154,4314,6620.246154
LB,4334,6627.261538,4314,6627.261538
LB,4334,6619.076923,4314,6619.076923
LJ,4334,6623.753846,4314,6623.753846
LJ,4334,6615.569231,4314,6615.569231
C1,4334,6629.6,4314,6629.6
C1,4334,6621.415385,4314,6621.415385
MS,4334,6624.923077,4314,6624.923077
MS,4334,6616.738462,4314,6616.738462
SL,4330.12,6612.54,4314.85,6612.54
SL,4330.12,6610.02,4314.85,6610.02
SL,4330.12,6607.5,4314.85,6607.5
TM,4330.12,6613.8,4314.85,6613.8
TM,4330.12,6611.28,4314.85,6611.28
TM,4330.12,6608.76,4314.85,6608.76
