Vessel,Start Lat,Start Lon,End Lat,End Lon
Brunswick Provider,45.245,-65.053,45.315,-64.828
Brunswick Provider,45.26033333,-65.053,45.32433333,-64.84533333
Brunswick Provider,45.27566667,-65.053,45.33366667,-64.86266667
Brunswick Provider,45.291,-65.053,45.343,-64.88
Canada 100,45.07359524,-65.23333333,45.2434881,-64.72219048
Canada 100,45.14805238,-65.23333333,45.29803095,-64.8044381
Fundy Monarch,45.09220952,-65.23333333,45.25712381,-64.74275238
Fundy Monarch,45.16666667,-65.23333333,45.31166667,-64.825
Morning Star,45.05498095,-65.23333333,45.22985238,-64.70162857
Morning Star,45.1294381,-65.23333333,45.28439524,-64.78387619
Sealife II,45.03636667,-65.23333333,45.21621667,-64.68106667
Sealife II,45.11082381,-65.23333333,45.27075952,-64.76331429
Tasha Marie,45.22458333,-64.69133333,45.26375,-64.55
Tasha Marie,45.23927778,-64.71327778,45.28527778,-64.55
Tasha Marie,45.25397222,-64.73522222,45.30680556,-64.55
Tasha Marie,45.26866667,-64.75716667,45.32833333,-64.55
