Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
C1,T02,2024-06-02 22:52:45,2024-06-03 01:50:02,-65.22231676,45.09761591,-64.75144193,45.25359996,42.45900881
C1,T01,2024-06-02 20:12:19,2024-06-02 22:27:46,-64.83836829,45.30721251,-65.23093606,45.16728844,36.480886138
FM,T01,2024-06-02 20:51:02,2024-06-02 23:49:20,-65.22996719,45.03742715,-64.68772545,45.21440984,47.150756457
FM,T02,2024-06-03 00:16:53,2024-06-03 02:27:16,-64.76740235,45.26910815,-65.21910515,45.11549264,39.63861432
LM,T01,2024-06-02 19:43:53,2024-06-02 22:44:04,-65.22871563,45.05630726,-64.70170332,45.2299518,46.014100577
LM,T02,2024-06-02 23:10:08,2024-06-03 01:26:51,-64.78779858,45.28297209,-65.23394073,45.12860809,39.28078476
MS,T01,2024-06-02 20:09:52,2024-06-02 23:06:54,-64.7292943,45.24094149,-65.23196436,45.07406084,45.088752498
MS,T02,2024-06-02 23:40:45,2024-06-03 02:40:30,-65.23221919,45.14873125,-64.81691724,45.29365603,39.04036204
LJ,T01,2024-06-02 19:49:29,2024-06-02 20:47:37,-65.05081429,45.28887254,-64.8835537,45.33993872,14.372286
LJ,T02,2024-06-02 20:54:22,2024-06-02 21:57:09,-64.86742624,45.33178962,-65.05060083,45.2757815,15.7005455
LJ,T03,2024-06-02 22:02:42,2024-06-02 23:11:16,-65.04882056,45.26285294,-64.84440581,45.32588167,17.5304313
LJ,T04,2024-06-02 23:16:32,2024-06-03 00:24:35,-64.83501062,45.31591099,-65.05107138,45.24971361,18.5094167
BP,T01,2024-06-02 19:35:57,2024-06-02 20:19:25,-64.68671915,45.22568879,-64.55102205,45.26355467,11.467874479
BP,T02,2024-06-02 20:30:22,2024-06-02 21:22:08,-64.55785068,45.28270128,-64.71494377,45.23903165,13.26896208
BP,T03,2024-06-02 21:31:01,2024-06-02 22:29:39,-64.734911,45.25377356,-64.54912679,45.30791682,15.78940365
BP,T04,2024-06-02 22:38:06,2024-06-02 23:34:36,-64.55302197,45.32849072,-64.75843578,45.26810457,17.46512421
