Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
BP,T01,2023-06-18 21:19:45,2023-06-19 00:06:07,-65.23560707,45.05399894,-64.7089232,45.22838667,45.781426693
BP,T02,2023-06-19 00:34:07,2023-06-19 03:11:38,-64.76449524,45.27047103,-65.22667824,45.11206201,40.40009808
LB,T01,2023-06-18 20:20:31,2023-06-18 22:57:02,-65.23218333,45.0924,-64.74189725,45.25779115,43.10636788
LB,T02,2023-06-18 23:41:11,2023-06-19 02:09:44,-64.80560262,45.29772644,-65.23402945,45.14790996,37.88831833
LJ,T01,2023-06-18 20:25:21,2023-06-18 23:13:50,-65.23700973,45.03443009,-64.69886248,45.21048473,46.855664808
SL,T01,2023-06-18 21:24:22,2023-06-18 23:42:03,-65.22873591,45.16787572,-64.82994027,45.30977973,36.573079983
SL,T02,2023-06-18 23:47:35,2023-06-19 01:01:48,-64.83552536,45.31596413,-65.04836287,45.25081333,18.71130344
SL,T03,2023-06-19 01:06:50,2023-06-19 02:05:40,-65.04785104,45.26351937,-64.85042071,45.3245012,17.21528691
SL,T04,2023-06-19 02:11:44,2023-06-19 03:15:08,-64.8644054,45.33297696,-65.04847889,45.27665305,16.1822971
LJ,T02,2023-06-18 23:24:37,2023-06-19 00:07:01,-64.69089524,45.22486071,-64.54935559,45.26411249,12.01392479
LJ,T03,2023-06-19 00:15:32,2023-06-19 01:12:23,-64.54507585,45.28679847,-64.71369767,45.23917855,14.39887797
LJ,T04,2023-06-19 01:22:22,2023-06-19 02:14:19,-64.73528777,45.25402645,-64.56658111,45.30228963,14.36166473
LJ,T05,2023-06-19 02:28:02,2023-06-19 03:24:14,-64.54927298,45.32881338,-64.75865725,45.26806261,17.8446082
