Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
BP,T01,2023-07-02 21:31:27,2023-07-03 00:23:31,-65.24267184,45.05265681,-64.70788841,45.22833662,46.415914891
BP,T02,2023-07-03 00:57:49,2023-07-03 03:05:04,-64.78773374,45.28229924,-65.21592543,45.13555326,37.41337179
C1,T01,2023-07-02 20:55:36,2023-07-02 23:33:05,-65.22396737,45.09316215,-64.74337035,45.25842504,43.17383689
C1,T02,2023-07-03 00:06:21,2023-07-03 02:12:47,-64.82810261,45.31143703,-65.22994895,45.16906867,36.30013018
LJ,T01,2023-07-02 20:58:02,2023-07-02 23:34:35,-65.20475029,45.08321658,-64.72173113,45.24358554,42.226233646
LJ,T02,2023-07-03 00:10:48,2023-07-03 02:27:23,-64.80571286,45.29759228,-65.23255648,45.14839101,37.65116515
TM,T01,2023-07-02 20:48:50,2023-07-02 23:58:46,-65.23388926,45.03678377,-64.68044146,45.21586951,48.044993596
TM,T02,2023-07-03 00:34:08,2023-07-03 03:04:57,-64.76447882,45.27056757,-65.25883896,45.10108978,43.31807727
LB,T01,2023-07-03 00:20:54,2023-07-03 01:31:40,-64.83331609,45.31694443,-65.04961675,45.25012124,18.62162254
LB,T02,2023-07-02 23:08:30,2023-07-03 00:14:23,-65.05060987,45.26261079,-64.84864253,45.32478183,17.41543778
LB,T03,2023-07-02 21:47:24,2023-07-02 23:01:55,-64.865595,45.33201667,-65.05065667,45.27537833,16.04689482
LB,T04,2023-07-02 20:45:31,2023-07-02 21:40:56,-65.049115,45.28974333,-64.88479791,45.33958703,14.165684628
SL,T01,2023-07-02 21:58:01,2023-07-02 22:38:50,-64.67795785,45.22863311,-64.54958288,45.26401178,11.044750357
SL,T02,2023-07-02 22:48:13,2023-07-02 23:48:49,-64.55387481,45.28412327,-64.70810126,45.24082509,13.51407569
SL,T03,2023-07-03 00:01:36,2023-07-03 01:02:13,-64.73125799,45.2556432,-64.54940559,45.30772777,15.78181101
SL,T04,2023-07-03 01:12:26,2023-07-03 02:17:53,-64.55336834,45.32845199,-64.75052561,45.27050459,17.24477524
