Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
BP,T01,2026-07-19 20:09:35,2026-07-19 22:55:16,-65.233195,45.08338391,-64.76261801,45.2413627,41.241458829
BP,T02,2026-07-19 23:22:19,2026-07-20 01:18:28,-64.82391356,45.29735103,-65.2002888,45.16414392,33.09905513
FM,T01,2026-07-19 21:50:49,2026-07-20 00:40:42,-65.23870957,45.09345854,-64.74901361,45.25890328,43.351176364
FM,T02,2026-07-20 01:14:55,2026-07-20 03:39:16,-64.8248185,45.31029292,-65.23199897,45.16777835,36.3020403
LB,T01,2026-07-19 19:49:29,2026-07-19 23:34:44,-65.24208167,45.05742167,-64.71595258,45.23130038,47.21099998
LB,T02,2026-07-20 00:15:07,2026-07-20 03:24:04,-64.79836739,45.27905162,-65.23344,45.130975,38.54644198
LJ,T01,2026-07-19 20:46:58,2026-07-19 23:50:40,-65.23521,45.04760333,-64.69540507,45.22552271,47.02932315
LJ,T02,2026-07-20 00:18:39,2026-07-20 03:07:21,-64.76805684,45.27708923,-65.23135627,45.12001949,40.48587098
LM,T01,2026-07-19 20:39:15,2026-07-19 23:39:32,-65.23383885,45.0728082,-64.72107682,45.2418553,44.919744366
LM,T02,2026-07-20 00:10:55,2026-07-20 02:45:26,-64.79665285,45.29403373,-65.23352411,45.1422177,38.61342152
MS,T01,2026-07-19 20:25:43,2026-07-20 00:36:22,-65.24005168,45.03428923,-64.69516423,45.21166487,53.090754191
MS,T02,2026-07-20 01:06:08,2026-07-20 04:03:21,-64.76661788,45.26499015,-65.23309627,45.10753686,43.00110876
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
