Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
C1,T01,2024-07-15 19:45:19,2024-07-15 22:58:51,-65.22295979,45.03983094,-64.68371229,45.21428734,48.099610119
C1,T02,2024-07-15 23:24:39,2024-07-16 02:00:25,-64.76651501,45.27014604,-65.23208752,45.11111246,41.81815028
LB,T01,2024-07-15 19:37:05,2024-07-15 22:45:32,-65.23246213,45.09227159,-64.74890833,45.26049833,42.937672597
LB,T02,2024-07-15 23:16:13,2024-07-16 01:33:55,-64.82582252,45.31170841,-65.239555,45.16444167,37.03014825
LJ,T01,2024-07-15 19:43:30,2024-07-15 22:54:03,-65.23729997,45.05299052,-64.70305425,45.22955126,46.533274903
LJ,T02,2024-07-15 23:20:14,2024-07-16 01:43:38,-64.78346206,45.28455307,-65.23346662,45.12937234,39.38694089
LM,T01,2024-07-15 19:30:27,2024-07-15 22:28:33,-65.23249955,45.07465579,-64.7248651,45.24273022,44.437669446
LM,T02,2024-07-15 22:54:52,2024-07-16 01:23:54,-64.80406815,45.29785911,-65.23245008,45.14922495,37.77424885
BP,T01,2024-07-15 19:34:52,2024-07-15 20:32:44,-65.05606675,45.28704562,-64.88905885,45.3367599,14.234527963
BP,T02,2024-07-15 20:41:07,2024-07-15 21:28:03,-64.87175514,45.3306952,-65.04639875,45.27688793,14.96731367
BP,T03,2024-07-15 21:32:56,2024-07-15 22:28:51,-65.0454786,45.26525935,-64.85902902,45.32187312,15.9422767
BP,T04,2024-07-15 22:37:29,2024-07-15 23:25:07,-64.85251935,45.31148667,-65.0478609,45.24950606,16.82521857
