Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
BP,T01,2025-05-21 18:42:47.399002,2025-05-21 21:29:20.400002,-65.24616422,45.08874764,-64.75995071,45.24957588,42.345907369
BP,T02,2025-05-21 23:08:07.400002,2025-05-22 01:52:14.412003,-64.77111962,45.26940034,-65.23843887,45.12664624,40.12260202
C1,T01,2025-05-21 19:00:45.709999,2025-05-21 21:37:27.711998,-65.23621167,45.11841167,-64.78508424,45.28003243,41.05018552
C1,T02,2025-05-21 21:42:43.711998,2025-05-21 23:57:45.711998,-64.79538691,45.29018309,-65.19436557,45.15002975,36.07794286
C1,T03,2025-05-22 00:03:08.712997,2025-05-22 02:21:27.709999,-65.20455035,45.16006843,-64.81299679,45.29628562,35.38343962
LM,T01,2025-05-21 19:23:51.250999,2025-05-21 21:50:05.249001,-65.23691833,45.16470667,-64.82431098,45.31218274,37.24343716
LM,T02,2025-05-21 21:53:48.249001,2025-05-21 23:02:21.249001,-64.83375961,45.31651491,-65.05124399,45.24973537,18.70719656
LM,T03,2025-05-21 23:09:15.249001,2025-05-22 00:12:54.249001,-65.05009644,45.26324131,-64.84599476,45.32564691,17.57521077
LM,T04,2025-05-22 00:19:22.260002,2025-05-22 01:17:26.249001,-64.86448386,45.3323743,-65.05140213,45.27623012,16.04618043
LM,T05,2025-05-22 01:23:01.25,2025-05-22 02:17:12.249001,-65.05243796,45.28920484,-64.87797792,45.34026566,14.90091585
BP,T03,2025-05-21 22:34:46.400002,2025-05-21 23:07:35.400002,-64.64788327,45.30783601,-64.76913126,45.26962668,10.45634122
BP,T04,2025-05-21 21:29:28.400002,2025-05-21 22:24:38.400002,-64.75959546,45.24969829,-64.61877392,45.28950756,11.934095
