Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
BP,T03,2025-09-28T00:25:59Z,2025-09-28T02:48:55Z,-66.29883872,43.56561082,-66.29858635,43.23378836,36.9383637,Actual,5,GB,36.9383637,2025-09-28T00:25:59Z,2025-09-28T02:48:55Z,8576,8.372466056,2025,2025-09-28
BP,T04,2025-09-28T03:22:35Z,2025-09-28T05:44:01Z,-66.43752467,43.23431445,-66.43397592,43.56640418,36.9386837,Actual,5,GB,36.9386837,2025-09-28T03:22:35Z,2025-09-28T05:44:01Z,8486,8.461335249,2025,2025-09-28
FM,T03,2025-09-28T01:34:24Z,2025-09-28T03:59:48Z,-66.2791749,43.56301146,-66.28627425,43.23101481,38.3305904,Actual,5,GB,38.3305904,2025-09-28T01:34:24Z,2025-09-28T03:59:48Z,8724,8.540639024,2025,2025-09-28
FM,T04,2025-09-28T04:32:21Z,2025-09-28T06:55:04Z,-66.416118,43.236146,-66.41276374,43.56749682,37.6096882,Actual,5,GB,37.6096882,2025-09-28T04:32:21Z,2025-09-28T06:55:04Z,8563,8.537570514,2025,2025-09-28
LB,T03,2025-09-28T00:15:04Z,2025-09-28T02:44:05Z,-66.23934969,43.56929337,-66.23999707,43.23402084,38.34325741,Actual,5,GB,38.34325741,2025-09-28T00:15:04Z,2025-09-28T02:44:05Z,8941,8.336109773,2025,2025-09-28
LB,T04,2025-09-28T03:20:40Z,2025-09-28T05:42:00Z,-66.37640671,43.23276534,-66.37528827,43.5681184,38.103251,Actual,5,GB,38.103251,2025-09-28T03:20:40Z,2025-09-28T05:42:00Z,8480,8.73427163,2025,2025-09-28
LJ,T03,2025-09-28T00:43:33Z,2025-09-28T03:03:12Z,-66.25931297,43.56784351,-66.26002632,43.23253959,37.34032087,Actual,5,GB,37.34032087,2025-09-28T00:43:33Z,2025-09-28T03:03:12Z,8379,8.662562277,2025,2025-09-28
LJ,T04,2025-09-28T03:36:47Z,2025-09-28T06:01:13Z,-66.39579926,43.23325784,-66.39320717,43.57236963,37.7959786,Actual,5,GB,37.7959786,2025-09-28T03:36:47Z,2025-09-28T06:01:13Z,8666,8.477883111,2025,2025-09-28
LM,T03,2025-09-28T00:58:55Z,2025-09-28T03:13:44Z,-66.31836357,43.5656266,-66.32088827,43.23307772,37.54882562,Actual,5,GB,37.54882562,2025-09-28T00:58:55Z,2025-09-28T03:13:44Z,8089,9.023230213,2025,2025-09-28
LM,T04,2025-09-28T03:45:11Z,2025-09-28T06:05:38Z,-66.44928126,43.22860606,-66.45258366,43.56762314,38.37668482,Actual,5,GB,38.37668482,2025-09-28T03:45:11Z,2025-09-28T06:05:38Z,8427,8.852276613,2025,2025-09-28
