Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
FM,T01,2025-08-26 20:57:03,2025-08-27 00:02:31,-65.23865667,45.05432426,-64.70898219,45.22875523,46.446642568
FM,T02,2025-08-27 00:46:55,2025-08-27 03:28:20,-64.78954176,45.28403399,-65.22847105,45.1329643,38.82755185
LJ,T01,2025-08-26 20:14:17,2025-08-26 23:00:48,-65.23300571,45.09232925,-64.74389785,45.25688251,42.739317689
LJ,T02,2025-08-26 23:51:29,2025-08-27 02:22:25,-64.82562189,45.31159652,-65.23334107,45.16664807,36.28671818
LM,T01,2025-08-26 20:17:04,2025-08-26 23:08:36,-65.23058159,45.07394603,-64.72280478,45.24400735,44.485200757
LM,T02,2025-08-26 23:54:56,2025-08-27 02:23:19,-64.80575446,45.29717387,-65.23219333,45.14880328,37.61795707
MS,T01,2025-08-26 19:30:21,2025-08-26 22:48:53,-65.24871333,45.029365,-64.68311166,45.21555607,51.45150272
MS,T02,2025-08-26 23:32:17,2025-08-27 02:55:03,-64.76760541,45.26884184,-65.22996069,45.11145963,44.77242486
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
