Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
BP,T01,2024-05-05,2024-05-05,-65.2343455,45.13551237,-64.79101699,45.28562984,38.65297199
BP,T02,2024-05-05,2024-05-06,-64.80866662,45.30084,-65.23140575,45.15189175,37.16413089
LM,T01,2024-05-05,2024-05-05,-65.23410518,45.09021304,-64.74831481,45.2524234,42.417272
LM,T04,2024-05-06,2024-05-06,-64.7642184,45.2644211,-65.2951106,45.08042519,46.8036526
MS,T01,2024-05-05,2024-05-05,-65.22564514,45.1662122,-64.82617378,45.31139156,36.684778152
MS,T02,2024-05-05,2024-05-05,-64.83471182,45.31666826,-65.05042213,45.24983746,18.96136724
MS,T03,2024-05-05,2024-05-06,-65.04953211,45.2640326,-64.84902143,45.32481028,17.60080496
MS,T04,2024-05-06,2024-05-06,-64.86881067,45.33257667,-65.05126082,45.27575,16.06511372
MS,T05,2024-05-06,2024-05-06,-65.04970851,45.28988613,-64.88652342,45.33902332,14.4068101
LM,T02,2024-05-05,2024-05-05,-64.73359917,45.25488776,-64.54836911,45.30705546,15.7889055
LM,T03,2024-05-05,2024-05-06,-64.55041622,45.32893703,-64.75840103,45.2674419,17.7821028
