Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
BP,T01,2025-08-31T19:50:24Z,2025-08-31T22:24:54Z,-66.42512833,43.57266099,-66.42363651,43.24378656,36.93262474,Actual,3,GB,36.93262474,2025-08-31T19:50:24Z,2025-08-31T22:24:54Z,154.5,7.744456663,2025,2025-08-31
BP,T02,2025-08-31T23:00:37Z,2025-09-01T01:19:06Z,-66.28609784,43.24183309,-66.28824362,43.56557348,36.02967349,Actual,3,GB,36.02967349,2025-08-31T23:00:37Z,2025-09-01T01:19:06Z,138.4833333,8.428922917,2025,2025-08-31
FM,T01,2025-08-31T21:16:29Z,2025-08-31T23:36:18Z,-66.49319149,43.56989525,-66.493969,43.23598822,38.27539262,Actual,3,GB,38.27539262,2025-08-31T21:16:29Z,2025-08-31T23:36:18Z,139.8166667,8.86890442,2025,2025-08-31
FM,T02,2025-09-01T00:09:34Z,2025-09-01T02:31:40Z,-66.35626638,43.23490362,-66.35477604,43.56693709,37.89795117,Actual,3,GB,37.89795117,2025-09-01T00:09:34Z,2025-09-01T02:31:40Z,142.1,8.640341708,2025,2025-09-01
LB,T01,2025-08-31T19:51:25Z,2025-08-31T22:15:39Z,-66.37810597,43.56678278,-66.37814476,43.23236174,38.13926912,Actual,3,GB,38.13926912,2025-08-31T19:51:25Z,2025-08-31T22:15:39Z,144.2333333,8.566747965,2025,2025-08-31
LB,T02,2025-08-31T22:55:12Z,2025-09-01T01:12:50Z,-66.23932194,43.23312176,-66.23992075,43.56479774,37.71235614,Actual,3,GB,37.71235614,2025-08-31T22:55:12Z,2025-09-01T01:12:50Z,137.6333333,8.877063013,2025,2025-08-31
LJ,T01,2025-08-31T20:20:20Z,2025-08-31T22:44:42Z,-66.40128999,43.56620991,-66.40062161,43.23239464,37.14262721,Actual,3,GB,37.14262721,2025-08-31T20:20:20Z,2025-08-31T22:44:42Z,144.3666667,8.33517946,2025,2025-08-31
LJ,T02,2025-08-31T23:19:59Z,2025-09-01T01:45:06Z,-66.26317236,43.23278286,-66.26300833,43.56603643,37.08216451,Actual,3,GB,37.08216451,2025-08-31T23:19:59Z,2025-09-01T01:45:06Z,145.1166667,8.278602809,2025,2025-08-31
LM,T01,2025-08-31T20:22:15Z,2025-08-31T22:43:22Z,-66.44690123,43.5663209,-66.44625909,43.23534503,37.4467423,Actual,3,GB,37.4467423,2025-08-31T20:22:15Z,2025-08-31T22:43:22Z,141.1166667,8.596961799,2025,2025-08-31
LM,T02,2025-08-31T23:16:14Z,2025-09-01T01:40:01Z,-66.30970495,43.23453551,-66.30882674,43.56527442,37.44845158,Actual,3,GB,37.44845158,2025-08-31T23:16:14Z,2025-09-01T01:40:01Z,143.7833333,8.437904036,2025,2025-08-31
MS,T01,2025-08-31T20:03:12Z,2025-08-31T22:19:42Z,-66.4690138,43.56130333,-66.47034763,43.23322462,38.25505811,Actual,3,GB,38.25505811,2025-08-31T20:03:12Z,2025-08-31T22:19:42Z,136.5,9.079574133,2025,2025-08-31
MS,T02,2025-08-31T22:59:27Z,2025-09-01T01:24:10Z,-66.33239019,43.23558082,-66.33229,43.5639349,38.95081047,Actual,3,GB,38.95081047,2025-08-31T22:59:27Z,2025-09-01T01:24:10Z,144.7166667,8.719813823,2025,2025-08-31
BP,T03,2025-09-01T01:54:45Z,2025-09-01T03:51:49Z,-66.20123358,43.50217396,-66.20128508,43.23277146,29.96524151,Actual,3,GB,29.96524151,2025-09-01T01:54:45Z,2025-09-01T03:51:49Z,117.0666667,8.29265875,2025,2025-09-01
BP,T04,2025-09-01T04:10:17Z,2025-09-01T05:56:28Z,-66.14413172,43.24812125,-66.14405672,43.50453821,28.5067665,Actual,3,GB,28.5067665,2025-09-01T04:10:17Z,2025-09-01T05:56:28Z,106.1833333,8.697628786,2025,2025-09-01
FM,T03,2025-09-01T03:12:54Z,2025-09-01T05:01:06Z,-66.23138149,43.50175202,-66.22961004,43.24945855,29.0429964,Actual,3,GB,29.0429964,2025-09-01T03:12:54Z,2025-09-01T05:01:06Z,108.2,8.696077961,2025,2025-09-01
FM,T04,2025-09-01T05:17:43Z,2025-09-01T07:05:47Z,-66.17292833,43.25045278,-66.17335981,43.50197652,28.8141907,Actual,3,GB,28.8141907,2025-09-01T05:17:43Z,2025-09-01T07:05:47Z,108.0666667,8.638213518,2025,2025-09-01
LB,T03,2025-09-01T01:45:53Z,2025-09-01T03:37:21Z,-66.18186247,43.50158605,-66.18261333,43.24588167,29.2020277,Actual,3,GB,29.2020277,2025-09-01T01:45:53Z,2025-09-01T03:37:21Z,111.4666667,8.487450587,2025,2025-09-01
LB,T04,2025-09-01T03:58:01Z,2025-09-01T05:42:46Z,-66.1242299,43.24873253,-66.12460807,43.50745542,29.3101907,Actual,3,GB,29.3101907,2025-09-01T03:58:01Z,2025-09-01T05:42:46Z,104.75,9.065126665,2025,2025-09-01
LJ,T03,2025-09-01T02:18:39Z,2025-09-01T04:07:12Z,-66.19243871,43.50230643,-66.19168833,43.24798464,28.2967726,Actual,3,GB,28.2967726,2025-09-01T02:18:39Z,2025-09-01T04:07:12Z,108.55,8.445324497,2025,2025-09-01
LJ,T04,2025-09-01T04:25:44Z,2025-09-01T06:09:39Z,-66.13470245,43.24887894,-66.13472228,43.50095545,28.0385322,Actual,3,GB,28.0385322,2025-09-01T04:25:44Z,2025-09-01T06:09:39Z,103.9166667,8.741366549,2025,2025-09-01
LM,T03,2025-09-01T02:19:01Z,2025-09-01T04:09:39Z,-66.21126466,43.50131966,-66.21029127,43.24834459,28.65950747,Actual,3,GB,28.65950747,2025-09-01T02:19:01Z,2025-09-01T04:09:39Z,110.6333333,8.392512353,2025,2025-09-01
LM,T04,2025-09-01T04:27:07Z,2025-09-01T06:13:02Z,-66.15463417,43.2474658,-66.15514078,43.51244685,29.8826836,Actual,3,GB,29.8826836,2025-09-01T04:27:07Z,2025-09-01T06:13:02Z,105.9166667,9.140386418,2025,2025-09-01
MS,T03,2025-09-01T02:11:31Z,2025-09-01T04:00:11Z,-66.22187502,43.5023581,-66.22047167,43.24766225,29.7514737,Actual,3,GB,29.7514737,2025-09-01T02:11:31Z,2025-09-01T04:00:11Z,108.6666667,8.869954699,2025,2025-09-01
MS,T04,2025-09-01T04:19:45Z,2025-09-01T06:07:50Z,-66.16257799,43.24847735,-66.16160667,43.5179246,31.3857445,Actual,3,GB,31.3857445,2025-09-01T04:19:45Z,2025-09-01T06:07:50Z,108.0833333,9.407689374,2025,2025-09-01
FM,NA,NA,NA,-66.49333333,43.56666667,-66.49333333,43.23333333,NA,Plan,3,GB,37.10649767,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-66.47030303,43.56666667,-66.47030303,43.23333333,NA,Plan,3,GB,37.10649767,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-66.44727273,43.56666667,-66.44727273,43.23333333,NA,Plan,3,GB,37.10649767,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-66.42424242,43.56666667,-66.42424242,43.23333333,NA,Plan,3,GB,37.10649767,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-66.40121212,43.56666667,-66.40121212,43.23333333,NA,Plan,3,GB,37.10649767,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-66.37818182,43.56666667,-66.37818182,43.23333333,NA,Plan,3,GB,37.10649767,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-66.35515152,43.56666667,-66.35515152,43.23333333,NA,Plan,3,GB,37.10649767,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-66.33212121,43.56666667,-66.33212121,43.23333333,NA,Plan,3,GB,37.10649767,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-66.30909091,43.56666667,-66.30909091,43.23333333,NA,Plan,3,GB,37.10649767,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-66.28606061,43.56666667,-66.28606061,43.23333333,NA,Plan,3,GB,37.10649767,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-66.2630303,43.56666667,-66.2630303,43.23333333,NA,Plan,3,GB,37.10649767,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-66.24,43.56666667,-66.24,43.23333333,NA,Plan,3,GB,37.10649767,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-66.23,43.502,-66.23,43.2475,NA,Plan,3,GB,28.33081041,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-66.22045455,43.502,-66.22045455,43.2475,NA,Plan,3,GB,28.33081041,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-66.21090909,43.502,-66.21090909,43.2475,NA,Plan,3,GB,28.33081041,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-66.20136364,43.502,-66.20136364,43.2475,NA,Plan,3,GB,28.33081041,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-66.19181818,43.502,-66.19181818,43.2475,NA,Plan,3,GB,28.33081041,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-66.18227273,43.502,-66.18227273,43.2475,NA,Plan,3,GB,28.33081041,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-66.17272727,43.502,-66.17272727,43.2475,NA,Plan,3,GB,28.33081041,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-66.16318182,43.502,-66.16318182,43.2475,NA,Plan,3,GB,28.33081041,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-66.15363636,43.502,-66.15363636,43.2475,NA,Plan,3,GB,28.33081041,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-66.14409091,43.502,-66.14409091,43.2475,NA,Plan,3,GB,28.33081041,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-66.13454545,43.502,-66.13454545,43.2475,NA,Plan,3,GB,28.33081041,NA,NA,NA,NA,NA,NA
