SampleID,Date,Time,SampleWt (gm),Final1Wt (gm),% Moisture,% Fat,
6294Y1225Y,2007-03-09,3:20:00 PM,3.5684,1.0163,71.52,7.89,
SW7071GHR1,2007-03-12,2:36:00 PM,3.6359,0.8362,77,2.79,
GR7070GHR2,2007-03-12,2:14:00 PM,3.4294,0.7051,79.44,1.91,
GR7070GHR1,2007-03-12,1:58:00 PM,3.2963,0.6833,79.27,1.85,
SW7071GHR2,2007-03-12,2:52:00 PM,4.0578,0.8959,77.92,1.7,
GR7067YHR2,2007-03-13,2:15:00 PM,3.4635,0.8095,76.63,2.14,
GR7067YHR1,2007-03-13,12:11:00 PM,3.929,0.9134,76.75,2.06,
7074GHER4U,2007-03-23,3:28:00 PM,3.5637,0.7704,78.38,1.42,
7074GHER4V,2007-03-23,3:08:00 PM,3.9781,0.857,78.46,1.31,
7074GHER1T,2007-03-23,12:58:00 PM,3.3831,0.7282,78.48,1.18,
7074GHER3T,2007-03-23,1:45:00 PM,4.2214,0.8957,78.78,1.14,
7074GHER6U,2007-03-23,3:48:00 PM,4.0314,0.8679,78.47,1.11,
7074GHER2V,2007-03-23,1:20:00 PM,3.4324,0.7258,78.85,1.08,
GR7083GHR1,2007-03-26,12:59:00 PM,3.9887,0.9367,76.52,4.21,
GR7083GHR2,2007-03-26,1:22:00 PM,3.3296,0.7829,76.49,4.14,
6294HRZ1,2007-03-27,2:35:00 PM,3.348,0.924,72.4,7.63,
6340YHERY1,2007-03-27,2:01:00 PM,3.5667,0.8833,75.23,5.25,
7073YHRX1,2007-03-27,2:24:00 PM,3.6042,0.7832,78.27,1.32,
31407YHRY1,2007-03-27,1:31:00 PM,3.5457,0.7575,78.64,1.28,
031407HRX1,2007-03-27,1:02:00 PM,3.5949,0.7808,78.28,1.24,
7074YHR1,2007-03-27,2:46:00 PM,3.3403,0.705,78.89,1.24,
7073YHRW1,2007-03-27,2:12:00 PM,3.3712,0.7188,78.68,1.11,
031507YHRS,2007-03-27,12:34:00 PM,3.5983,0.7539,79.05,1.11,
7073YHER2,2007-03-29,9:14:00 AM,4.72,0.9825,79.18,0.85,
7093GHER1,2007-04-04,7:55:00 AM,3.7178,0.8497,77.15,3.11,
7093GHER2,2007-04-04,8:06:00 AM,3.8031,0.8533,77.56,2.75,
7100GHER4,2007-04-10,1:07:00 PM,3.6421,0.8263,77.31,3.21,
7099YHER13,2007-04-10,10:44:00 AM,3.6901,0.8414,77.2,2.93,
7099YHER10,2007-04-10,10:17:00 AM,4.2788,0.9601,77.56,2.64,
7099YHER21,2007-04-10,12:29:00 PM,4.1134,0.9193,77.65,2.58,
7099YHER14,2007-04-10,10:55:00 AM,3.9061,0.8433,78.41,2.52,
7099YHER5,2007-04-10,9:04:00 AM,3.9578,0.883,77.69,2.44,
7099YHER16,2007-04-10,11:44:00 AM,3.8647,0.8862,77.07,2.4,
7099YHER8,2007-04-10,9:58:00 AM,3.3599,0.7572,77.46,2.39,
7100GHER3,2007-04-10,12:56:00 PM,3.739,0.8423,77.47,2.38,
7099YHER3,2007-04-10,8:16:00 AM,4.1968,0.913,78.25,2.28,
7100GHER2,2007-04-10,12:47:00 PM,3.6862,0.8041,78.19,2.24,
7099YHER1,2007-04-10,7:40:00 AM,3.7699,0.8197,78.26,2.24,
7099YHER9,2007-04-10,10:08:00 AM,3.7754,0.8368,77.84,2.23,
7099YHER17,2007-04-10,11:53:00 AM,4.0637,0.917,77.43,2.2,
7100GHER1,2007-04-10,12:39:00 PM,4.3469,0.9702,77.68,2.2,
7099YHER19,2007-04-10,12:11:00 PM,3.8354,0.8606,77.56,2.16,
7099YHER11,2007-04-10,10:26:00 AM,4.0063,0.8887,77.82,2.05,
7099YHER6,2007-04-10,9:37:00 AM,4.1015,0.9115,77.78,2.03,
7099GHER1,2007-04-10,9:17:00 AM,4.2315,0.9294,78.04,1.96,
7099YHER7,2007-04-10,9:46:00 AM,4.2674,0.9616,77.47,1.9,
7099YHER2,2007-04-10,7:51:00 AM,3.7897,0.8311,78.07,1.9,
7099YHER20,2007-04-10,12:19:00 PM,3.8371,0.8291,78.39,1.88,
7099GHER2,2007-04-10,9:25:00 AM,4.1194,0.9358,77.28,1.81,
7099YHER18,2007-04-10,12:02:00 PM,3.7008,0.778,78.98,1.73,
7099YHER12,2007-04-10,10:35:00 AM,3.8411,0.8572,77.68,1.71,
7099YHER4,2007-04-10,8:50:00 AM,4.0024,0.8648,78.39,1.6,
7102GHER2,2007-04-13,8:02:00 AM,4.2109,0.9333,77.84,2.69,
7102YHER2,2007-04-13,8:38:00 AM,3.9469,0.898,77.25,2.62,
7102GHER1,2007-04-13,7:52:00 AM,3.8728,0.8644,77.68,2.33,
7102YHER1,2007-04-13,8:25:00 AM,3.6223,0.8083,77.69,2.3,
7102YHER3,2007-04-13,8:47:00 AM,4.2298,0.9293,78.03,2.23,
7119GHER1,2007-04-30,8:36:00 AM,3.8539,0.9611,75.06,5.68,
7119YHER4,2007-04-30,9:41:00 AM,4.1429,1.04,74.9,5.65,
7119YHER3,2007-04-30,9:14:00 AM,4.0206,0.9571,76.2,5.01,
7119YHER1,2007-04-30,8:44:00 AM,3.9038,0.9463,75.76,4.94,
7119YHER2,2007-04-30,8:53:00 AM,3.8988,0.9545,75.52,4.81,
7117GHER3,2007-05-02,3:00:00 PM,3.9731,1.0453,73.69,6.23,
7117GHER4,2007-05-02,3:08:00 PM,4.1917,1.1177,73.34,6.13,
7117GHER6,2007-05-02,3:29:00 PM,4.0268,1.0527,73.86,5.84,
7117GHER1,2007-05-02,11:20:00 AM,3.7373,0.9745,73.92,5.58,
7117GHER5,2007-05-02,3:17:00 PM,4.4883,1.1474,74.44,5.21,
7117GHER2,2007-05-02,11:40:00 AM,3.8644,0.9815,74.6,4.8,
7119GHER3,2007-05-03,1:28:00 PM,4.1873,0.8851,78.86,2.12,
7119GHER2,2007-05-03,1:16:00 PM,3.9578,0.7941,79.94,1.94,
7123YHER1,2007-05-04,8:41:00 AM,3.7907,0.9733,74.32,6.49,
7123YHER2,2007-05-04,8:50:00 AM,3.8798,0.9753,74.86,6.29,
7119YHERS2,2007-05-04,2:27:00 PM,3.4983,0.9023,74.21,6.04,
7119YHERS3,2007-05-04,2:40:00 PM,3.6808,0.9428,74.39,5.82,
7120GGHR3,2007-05-07,1:29:00 PM,4.1023,0.9621,76.55,4.12,
7120GGHR1,2007-05-07,1:10:00 PM,4.2345,0.9881,76.67,4.12,
7120GGHR2,2007-05-07,1:19:00 PM,4.0285,0.9165,77.25,3.76,
7123YGHR2,2007-05-08,10:15:00 AM,4.1847,1.0396,75.16,4.93,
7123YGHR1,2007-05-08,10:00:00 AM,3.8385,0,75.31,4.8,
7123YHER7,2007-05-08,11:14:00 AM,3.9944,1.0569,73.54,7.22,
7123YHER4,2007-05-08,10:45:00 AM,3.6206,0.9697,73.22,6.97,
7123YHER6,2007-05-08,11:05:00 AM,4.1478,1.077,74.03,6.94,
7123YHER8,2007-05-08,11:23:00 AM,4.124,1.0883,73.61,6.78,
7123GHER2,2007-05-08,11:43:00 AM,3.8172,1.026,73.12,6.68,
7123YHER5,2007-05-08,10:54:00 AM,3.9754,1.0376,73.9,6.56,
7123GHER1,2007-05-08,11:32:00 AM,3.9514,1.0328,73.86,6.53,
7123YHER3,2007-05-08,10:31:00 AM,4.145,1.0629,74.36,6.51,
7119YHER5,2007-05-08,3:31:00 PM,3.9936,0.9983,75,5.46,
7120GGHR6,2007-05-09,8:39:00 AM,4.2782,1.0016,76.59,4.33,
7120GGHR5,2007-05-09,8:03:00 AM,3.9785,0.923,76.8,4.23,
7120GGHR4,2007-05-09,7:53:00 AM,3.8953,0.901,76.87,3.83,
7120YHER2,2007-05-09,9:33:00 AM,3.9126,0.9284,76.27,4.45,
7120YHER1,2007-05-09,8:50:00 AM,3.9428,0.9287,76.45,4.29,
7120YHER3,2007-05-09,9:42:00 AM,4.1971,0.9743,76.79,4.29,
7124YHER1,2007-05-10,8:42:00 AM,3.9333,1.0271,73.89,6.89,
7124YHER2,2007-05-10,8:51:00 AM,3.9045,1.0248,73.75,6.81,
7123YGHR3,2007-05-11,10:05:00 AM,3.866,0.9264,76.04,4.77,
7123GHER3,2007-05-11,10:18:00 AM,3.9618,1.0625,73.18,7.06,
7123YHER9,2007-05-11,10:28:00 AM,4.2778,1.0909,74.5,5.87,
7124YHER6,2007-05-14,10:43:00 AM,3.7484,0.9753,73.98,6.57,
7124YHER4,2007-05-14,10:14:00 AM,4.059,1.045,74.25,6.41,
7124YHER3,2007-05-14,10:05:00 AM,3.7391,0.9611,74.3,6.2,
SAMPLE 69,2007-05-14,10:31:00 AM,3.6495,0.9356,74.36,6.12,
7135GHER1,2007-05-18,3:02:00 PM,3.3327,0.962,71.13,8.86,
7135GHER3,2007-05-18,3:18:00 PM,3.5574,1.0156,71.45,8.7,
7135GHER2,2007-05-18,3:10:00 PM,4.0023,1.136,71.62,8.63,
7135GHER4,2007-05-18,3:27:00 PM,3.6905,1.0371,71.9,8.59,
7135YGHR2,2007-05-21,1:57:00 PM,3.6162,0.9936,72.52,8.33,
7135YGHR1,2007-05-21,1:48:00 PM,4.0621,1.1033,72.84,8.23,
7135YGHR3,2007-05-21,2:07:00 PM,3.5201,0.9514,72.97,7.86,
7135GGHR2,2007-05-21,2:25:00 PM,3.9106,1.0739,72.54,7.8,
7135GGHR1,2007-05-21,2:16:00 PM,3.9583,1.0712,72.94,7.79,
7135GGHR3,2007-05-21,3:14:00 PM,3.7832,0.998,73.62,7.64,
7141GHER2,2007-05-21,10:42:00 AM,3.7282,1.0876,70.83,10.58,
7141GHER1,2007-05-21,9:41:00 AM,3.6088,1.0587,70.66,10.28,
7141GHER3,2007-05-21,10:52:00 AM,4.2043,1.2165,71.07,10.07,
7141GHER4,2007-05-21,1:22:00 PM,3.698,1.0678,71.12,9.89,
7141GHER5,2007-05-21,1:31:00 PM,4.1904,1.215,71.01,9.88,
7142GHER3,2007-05-22,1:53:00 PM,3.6462,1.0706,70.64,10.54,
7142GHER12,2007-05-22,3:09:00 PM,4.1656,1.2343,70.37,10.48,
7142GHER10,2007-05-22,2:54:00 PM,3.621,1.0737,70.35,10.44,
7142GHER2,2007-05-22,1:31:00 PM,3.9833,1.1689,70.65,10.41,
7142GHER1,2007-05-22,1:12:00 PM,3.4432,1.0132,70.57,10.29,
7142GHER11,2007-05-22,3:02:00 PM,4.0921,1.2009,70.65,10.23,
7142GHER7,2007-05-22,2:23:00 PM,3.9797,1.1528,71.03,10.14,
7142GHER9,2007-05-22,2:47:00 PM,3.5585,1.048,70.55,10.11,
7142GHER5,2007-05-22,2:08:00 PM,3.6007,1.052,70.78,10.04,
7142GHER8,2007-05-22,2:35:00 PM,3.4352,0.9923,71.11,10.01,
7142GHER4,2007-05-22,2:01:00 PM,3.5304,1.0245,70.98,9.97,
7142GHER6,2007-05-22,2:16:00 PM,3.9009,1.1507,70.5,9.75,
7141YHER4,2007-05-22,8:18:00 AM,3.9404,1.136,71.17,9.74,
7141YHER3,2007-05-22,8:09:00 AM,4.1594,1.2212,70.64,9.72,
7141YHER12,2007-05-22,12:17:00 PM,3.8142,1.108,70.95,9.72,
7142GHER13,2007-05-22,3:17:00 PM,3.7382,1.0861,70.95,9.63,
7141GHER6,2007-05-22,12:25:00 PM,3.6233,1.0433,71.21,9.55,
7141YHER11,2007-05-22,12:03:00 PM,3.545,1.0338,70.84,9.49,
7141YHER7,2007-05-22,8:50:00 AM,3.5302,1.0188,71.14,9.43,
7141YHER6,2007-05-22,8:40:00 AM,3.8137,1.0913,71.38,9.43,
7141YHER5,2007-05-22,8:26:00 AM,3.6978,1.0559,71.44,9.39,
7141YHER8,2007-05-22,9:00:00 AM,3.633,1.0405,71.36,9.24,
7141YHER2,2007-05-22,8:01:00 AM,3.8697,1.099,71.6,9.13,
7141YHER10,2007-05-22,9:32:00 AM,3.8196,1.0998,71.21,9.09,
7141YHER9,2007-05-22,9:09:00 AM,3.879,1.121,71.1,9.01,
7141YHER1,2007-05-22,7:53:00 AM,4.0752,1.1507,71.76,8.99,
7142GHER15,2007-05-23,8:38:00 AM,3.8113,1.1367,70.18,9.73,
7142GHER17,2007-05-23,8:58:00 AM,3.6421,1.0464,71.27,9.19,
7142GHER16,2007-05-23,8:49:00 AM,3.6842,1.0651,71.09,7.83,
7142GHER14,2007-05-23,8:30:00 AM,3.548,1.0587,70.16,6.97,
7143YHER6,2007-05-24,9:34:00 AM,3.9854,1.2093,69.66,11.07,
7143YHER5,2007-05-24,9:10:00 AM,3.9939,1.2115,69.67,10.84,
7143YHER2,2007-05-24,8:46:00 AM,3.6006,1.062,70.5,10.3,
7143YHER1,2007-05-24,8:38:00 AM,3.4645,1.036,70.1,10.08,
7143YHER7,2007-05-24,9:58:00 AM,3.8794,1.1464,70.45,9.94,
7143YHER4,2007-05-24,9:02:00 AM,3.8312,1.1339,70.4,9.91,
7143YHER3,2007-05-24,8:54:00 AM,3.8572,1.14,70.44,9.82,
7137YHER2,2007-05-24,2:25:00 PM,4.0193,0.9821,75.57,4.13,
7137YHER1,2007-05-24,2:11:00 PM,3.8393,0.9493,75.27,4,
7138GGHR2,2007-05-25,2:14:00 PM,4.0776,1.0272,74.81,4.66,
7138GGHR4,2007-05-25,2:32:00 PM,3.7016,0.9255,75,4.61,
7138GGHR3,2007-05-25,2:22:00 PM,4.124,1.0288,75.05,4.56,
7138GGHR1,2007-05-25,2:06:00 PM,3.9907,0.9837,75.35,4.53,
7137YGHR2,2007-05-25,1:57:00 PM,3.5537,0.8674,75.59,4.48,
7137YGHR1,2007-05-25,1:47:00 PM,3.9552,0.9521,75.93,4.33,
7138GGHR7,2007-05-25,2:59:00 PM,3.8407,0.9396,75.54,3.9,
7138GGHR5,2007-05-25,2:40:00 PM,3.7861,0.9634,74.55,3.87,
7138GGHR6,2007-05-25,2:49:00 PM,3.8807,0.9449,75.65,3.8,
7145GHER2,2007-05-25,7:54:00 AM,3.9524,1.2451,68.5,12.37,
7145GHER3,2007-05-25,8:02:00 AM,3.7615,1.1733,68.81,12.3,
7145GHER11,2007-05-25,11:05:00 AM,3.4066,1.0453,69.32,11.67,
7145GHER10,2007-05-25,10:57:00 AM,4.1208,1.2678,69.23,11.64,
7145GHER1,2007-05-25,7:43:00 AM,4.0684,1.2411,69.49,11.26,
7145GHER5,2007-05-25,9:33:00 AM,3.495,1.0516,69.91,10.99,
7145GHER9,2007-05-25,10:35:00 AM,3.959,1.1934,69.86,10.93,
7145GHER7,2007-05-25,10:49:00 AM,3.487,1.0523,69.82,10.83,
7145GHER4,2007-05-25,9:08:00 AM,3.9037,1.185,69.64,10.81,
7145GHER8,2007-05-25,10:27:00 AM,3.9931,1.1987,69.98,10.47,
7145GHER6,2007-05-25,9:42:00 AM,3.5478,1.0565,70.22,10.2,
7150GHER9,2007-05-30,11:56:00 AM,4.0171,1.3166,67.23,13.6,
7150GHER8,2007-05-30,11:47:00 AM,3.896,1.2668,67.48,13.51,
7150GHER5,2007-05-30,10:48:00 AM,3.5378,1.1284,68.1,12.83,
7150GHER6,2007-05-30,11:29:00 AM,3.525,1.1091,68.54,12.26,
7150GHER7,2007-05-30,11:38:00 AM,4.017,1.2683,68.43,12.19,
7150GHER3,2007-05-30,10:10:00 AM,3.9231,1.2216,68.86,11.97,
7150GHER4,2007-05-30,10:18:00 AM,4.0054,1.2468,68.87,11.72,
7150GHER2,2007-05-30,9:56:00 AM,3.4905,1.0696,69.36,11.49,
7150GHER1,2007-05-30,9:47:00 AM,3.6549,1.1293,69.1,11.46,
7150GHER12,2007-05-31,8:28:00 AM,3.6801,1.1934,67.57,13.42,
7150GHER11,2007-05-31,8:10:00 AM,3.5811,1.1667,67.42,13.26,
7150GHER10,2007-05-31,8:01:00 AM,3.606,1.1613,67.79,13.02,
7150YHER1,2007-05-31,7:43:00 AM,3.5732,1.1376,68.16,12.65,
7150YHER2,2007-05-31,7:53:00 AM,3.4894,1.0874,68.84,12.39,
7151GHER2,2007-05-31,9:00:00 AM,3.3727,1.0545,68.73,12.24,
7150GHER13,2007-05-31,8:40:00 AM,3.7189,1.168,68.59,12.2,
7151GHER1,2007-05-31,8:52:00 AM,3.7434,1.1803,68.47,12.05,
7151GHER3,2007-05-31,9:09:00 AM,3.8987,1.2078,69.02,11.39,
7145GHER15,2007-06-01,2:32:00 PM,4.1619,1.2969,68.84,11.54,
7145GHER14,2007-06-01,2:20:00 PM,3.4075,1.0608,68.87,11.49,
7145GHER16,2007-06-01,2:39:00 PM,3.535,1.0737,69.63,11.15,
7145GHER17,2007-06-01,2:49:00 PM,3.6497,1.1044,69.74,10.94,
7145YHER1,2007-06-01,3:05:00 PM,3.5486,1.0828,69.49,10.87,
7145GHER12,2007-06-01,1:58:00 PM,4.0508,1.222,69.83,10.42,
7145GHER13,2007-06-01,2:06:00 PM,3.4774,1.038,70.15,10.33,
7145YHER2,2007-06-04,9:07:00 AM,3.5352,1.0871,69.25,10.69,
7145YHER3,2007-06-04,9:17:00 AM,3.4706,1.0616,69.41,10.51,
7145YHER4,2007-06-04,9:43:00 AM,3.9378,1.1913,69.75,9.94,
7145YHER5,2007-06-04,9:53:00 AM,4.0722,1.2425,69.49,9.73,
7150GHER14,2007-06-05,10:42:00 AM,3.7946,1.2358,67.43,13.09,
7150GHER17,2007-06-05,11:14:00 AM,3.829,1.2479,67.41,13.06,
7150GHER15,2007-06-05,10:51:00 AM,3.5985,1.1835,67.11,12.98,
7150GHER18,2007-06-05,11:35:00 AM,3.9901,1.2817,67.88,12.82,
7159YHER1,2007-06-12,2:49:00 PM,3.3953,1.1869,65.04,16.65,
7159YHER2,2007-06-12,3:05:00 PM,4.2831,1.4304,66.6,13.96,
7165GHER2,2007-06-18,1:10:00 PM,3.8284,1.3522,64.68,17.28,
7165GHER3,2007-06-18,1:17:00 PM,3.7262,1.3265,64.4,16.96,
7165GHER1,2007-06-18,12:48:00 PM,3.6763,1.2995,64.65,16.43,
7168GHER4,2007-06-21,2:45:00 PM,3.7576,1.3565,63.9,18.14,
7168GHER3,2007-06-21,2:33:00 PM,3.7936,1.3619,64.1,17.66,
7168GHER1,2007-06-21,2:17:00 PM,3.6151,1.2521,65.36,16.08,
7168GHER2,2007-06-21,2:24:00 PM,4.1633,1.4128,66.07,15.98,
7174GGHR1,2007-06-28,8:45:00 AM,3.6491,1.0973,69.93,11.96,
7174GGHR2,2007-06-28,8:52:00 AM,4.123,1.2,70.89,11.95,
7174GGHR4,2007-06-28,9:07:00 AM,3.5019,1.034,70.47,11.91,
7174GGHR6,2007-06-28,9:31:00 AM,4.1651,1.2556,69.85,11.82,
7173GGHR3,2007-06-28,9:00:00 AM,3.1689,0.9566,69.81,11.76,
7174GGHR5,2007-06-28,9:13:00 AM,4.006,1.1737,70.7,11.73,
7176YHER1,2007-06-28,1:13:00 PM,5.0665,1.826,63.96,17.18,
7214GHER1,2007-08-02,1:57:00 PM,3.5884,1.0119,71.8,9.6,
7215GHER2,2007-08-06,3:13:00 PM,3.666,1.172,68.03,12.94,
7215GHER1,2007-08-06,3:06:00 PM,3.8844,1.2062,68.95,12.87,
7219GHER2,2007-08-07,1:04:00 PM,3.8943,1.2293,68.43,11.55,
7219GHER1,2007-08-07,12:57:00 PM,3.6675,1.0909,70.26,11.55,
7234YHER4,2007-08-23,9:23:00 AM,3.7706,1.2116,67.87,13.22,
7234YHER6,2007-08-23,9:43:00 AM,3.8922,1.2001,69.17,12.98,
7234YHER7,2007-08-23,9:50:00 AM,3.7727,1.1987,68.23,12.87,
7234YHER5,2007-08-23,9:36:00 AM,3.7914,1.194,68.51,12.84,
7234YHER3,2007-08-23,9:30:00 AM,4.042,1.2502,69.07,12.75,
7234YHER1,2007-08-23,8:48:00 AM,3.622,1.1319,68.75,12.11,
7234YHER2,2007-08-23,8:57:00 AM,4.1585,1.3109,68.48,11.84,
7234YHER9,2007-08-27,2:27:00 PM,4.0157,1.2874,67.94,13.66,
7234YHER8,2007-08-27,2:19:00 PM,4.2373,1.3574,67.97,13.51,
7240YHER2,2007-08-29,2:56:00 PM,3.7131,1.1931,67.87,13.27,
7240YHER1,2007-08-29,2:39:00 PM,3.6346,1.1704,67.8,12.86,
7241YHER1,2007-08-30,1:58:00 PM,3.9575,1.2241,69.07,12.33,
7241YHER2,2007-08-30,2:04:00 PM,3.8919,1.1678,69.99,12.24,
7241YHER3,2007-08-30,2:11:00 PM,3.6233,1.1221,69.03,12.19,
7241YHER5,2007-09-04,8:41:00 AM,3.8164,1.1715,69.3,11.43,
7241YHER4,2007-09-04,8:31:00 AM,3.6228,1.1082,69.41,11.42,
7247GHER3,2007-09-05,2:33:00 PM,3.5866,1.1085,69.09,13.24,
7247GHER4,2007-09-05,2:40:00 PM,4.1237,1.2988,68.5,13.19,
7247GHER2,2007-09-05,2:27:00 PM,4.2793,1.3643,68.12,13.18,
7247GHER1,2007-09-05,2:20:00 PM,3.7411,1.179,68.49,13.11,
7247YHER1,2007-09-07,2:18:00 PM,3.7647,1.2348,67.2,13.7,
7247YHER2,2007-09-07,2:26:00 PM,3.4438,1.1183,67.53,13.41,
7250GHER5,2007-09-10,,0,0,70.48,11.76,
7250GHER4,2007-09-10,,0,0,69.75,11.7,
7250GHER2,2007-09-10,,0,0,69.88,11.7,
7250GHER1,2007-09-10,,0,0,69.62,11.54,
7250GHER3,2007-09-10,,0,0,69.91,11.52,
7253YHER3,2007-09-12,12:43:00 PM,3.8279,1.1498,69.96,10.86,
7253YHER2,2007-09-12,12:02:00 PM,4.2168,1.2447,70.48,10.71,
7253YHER1,2007-09-12,11:56:00 AM,4.0031,1.1952,70.14,10.5,
7262YHER1,2007-09-20,1:42:00 PM,3.7239,1.0675,71.33,11.3,
7262YHER2,2007-09-20,1:51:00 PM,3.6455,1.0844,70.25,11.04,
7262YHER3,2007-09-20,1:59:00 PM,4.2345,1.2649,70.13,10.9,
7262GHER3,2007-09-20,12:46:00 PM,3.8672,1.1194,71.05,10.5,
7262GHER6,2007-09-20,1:12:00 PM,3.6792,1.0589,71.22,10.44,
7262GHER5,2007-09-20,1:03:00 PM,3.4547,1.0114,70.72,10.43,
7262GHER4,2007-09-20,12:55:00 PM,4.2735,1.2652,70.39,10.41,
7262GHER7,2007-09-20,1:20:00 PM,3.8059,1.1211,70.54,10.39,
7262GHER1,2007-09-20,11:55:00 AM,3.6691,1.0527,71.31,10.38,
7262GHER2,2007-09-20,12:04:00 PM,3.738,1.0916,70.8,10.18,
7269YHER4,2007-09-27,12:53:00 PM,3.5431,1.1614,67.22,13.83,
7270YHER1,2007-09-27,3:24:00 PM,4.0899,1.3126,67.91,13.52,
7269YHER6,2007-09-27,3:08:00 PM,3.5859,1.1567,67.74,13.47,
7269YHER5,2007-09-27,3:01:00 PM,3.7397,1.2051,67.78,13.45,
7269YHER3,2007-09-27,12:44:00 PM,3.5867,1.1261,68.6,13.24,
7269YHER1,2007-09-27,8:45:00 AM,3.7737,1.1828,68.66,12.51,
7269YHER2,2007-09-27,12:05:00 PM,3.8611,1.1472,70.29,11.65,
7270YHER2,2007-09-28,3:07:00 PM,3.6819,1.0943,70.28,11.98,
7270YHER3,2007-09-28,3:18:00 PM,3.7522,1.1262,69.99,11.97,
7275GHER2,2007-10-02,11:44:00 AM,3.6392,1.1436,68.58,13.68,
7275GHER1,2007-10-02,11:33:00 AM,4.1292,1.2819,68.96,13.11,
7275GHER3,2007-10-02,11:56:00 AM,3.6191,1.109,69.36,12.66,
7275GHER4,2007-10-02,12:03:00 PM,3.742,1.111,70.31,11.58,
7276GHER2,2007-10-03,3:25:00 PM,3.8158,1.2438,67.4,14.99,
7275YHER3,2007-10-03,11:21:00 AM,4.0712,1.2645,68.94,14.57,
7275YHER1,2007-10-03,10:42:00 AM,3.576,1.0898,69.52,14.09,
7275YHER8,2007-10-03,2:24:00 PM,3.7461,1.1983,68.01,13.96,
7276GHER1,2007-10-03,3:17:00 PM,3.7233,1.1534,69.02,13.94,
7275GHER6,2007-10-03,3:09:00 PM,3.7087,1.1562,68.82,13.78,
7275YHER2,2007-10-03,10:50:00 AM,3.526,1.0968,68.89,13.47,
7275YHER4,2007-10-03,10:58:00 AM,3.6078,1.1231,68.87,13.35,
7275YHER9,2007-10-03,2:31:00 PM,3.7931,1.1819,68.84,13,
7275YHER5,2007-10-03,11:26:00 AM,3.5749,1.0908,69.49,12.62,
7275YHER6,2007-10-03,11:34:00 AM,4.1769,1.2712,69.57,12.38,
7275GHER5,2007-10-03,2:37:00 PM,3.6752,1.0622,71.1,12.22,
7275YHER7,2007-10-03,2:17:00 PM,3.6306,1.0702,70.52,11.36,
7275YHER17,2007-10-04,1:30:00 PM,4.081,1.366,66.53,15.48,
7276GHER3,2007-10-04,1:47:00 PM,3.8519,1.2748,66.9,15.26,
7276GHER9,2007-10-04,2:33:00 PM,3.934,1.2562,68.07,14.56,
7275YHER10,2007-10-04,8:24:00 AM,3.6519,1.1766,67.78,14.26,
7275YHER13,2007-10-04,8:58:00 AM,3.8102,1.2302,67.71,14.1,
7275YHER15,2007-10-04,1:12:00 PM,3.9928,1.2817,67.9,13.89,
7277GHER1,2007-10-04,9:49:00 AM,4.102,1.2844,68.69,13.77,
7275YHER16,2007-10-04,1:22:00 PM,3.951,1.2302,68.86,13.5,
7275YHER12,2007-10-04,8:50:00 AM,3.9264,1.2364,68.51,13.37,
7275YHER11,2007-10-04,8:42:00 AM,3.6235,1.1315,68.77,13.27,
7277GHER4,2007-10-04,12:59:00 PM,3.8474,1.1927,69,13.16,
7275YHER14,2007-10-04,12:46:00 PM,3.999,1.2338,69.15,13.03,
7277GHER3,2007-10-04,11:51:00 AM,3.8944,1.1967,69.27,12.73,
7276GHER7,2007-10-04,2:17:00 PM,3.8949,1.1828,69.63,12.68,
7277GHER5,2007-10-04,2:54:00 PM,3.7033,1.1419,69.17,12.46,
7277GHER2,2007-10-04,11:42:00 AM,3.9204,1.183,69.82,12.35,
7276GHER6,2007-10-04,2:10:00 PM,4.1572,1.2541,69.83,12.05,
7276GHER4,2007-10-04,1:54:00 PM,3.893,1.1585,70.24,11.72,
7276GHER8,2007-10-04,2:25:00 PM,3.6766,1.0734,70.8,11.13,
7276GHER5,2007-10-04,2:02:00 PM,3.9961,1.153,71.15,10.96,
7275YHER18,2007-10-04,1:39:00 PM,3.9794,1.1691,70.62,10.9,
7276YHER7,2007-10-05,10:08:00 AM,3.7325,1.1885,68.16,14.06,
7276YHER1,2007-10-05,8:49:00 AM,3.6145,1.1495,68.2,14.04,
7277GHER7,2007-10-05,1:20:00 PM,3.7349,1.1781,68.46,13.88,
7276YHER6,2007-10-05,9:56:00 AM,3.7587,1.1979,68.13,13.81,
7277YHER6,2007-10-05,11:24:00 AM,3.9957,1.2478,68.77,13.71,
7276YHER3,2007-10-05,9:06:00 AM,3.6555,1.155,68.4,13.46,
7276YHER2,2007-10-05,8:58:00 AM,3.6084,1.1149,69.1,13.45,
7276YHER4,2007-10-05,9:26:00 AM,3.5853,1.1343,68.36,13.42,
7277GHER6,2007-10-05,12:58:00 PM,4.0154,1.259,68.65,13.23,
7277YHER8,2007-10-05,11:40:00 AM,3.9336,1.2131,69.16,12.93,
7276YHER5,2007-10-05,9:49:00 AM,3.7825,1.1704,69.06,12.83,
7277YHER3,2007-10-05,10:53:00 AM,3.865,1.1664,69.82,12.35,
7276YHER8,2007-10-05,10:23:00 AM,4.0904,1.2247,70.06,11.97,
7277YHER9,2007-10-05,11:49:00 AM,3.9226,1.1578,70.48,11.96,
7277YHER4,2007-10-05,11:00:00 AM,3.5925,1.0872,69.74,11.95,
7277YHER2,2007-10-05,10:43:00 AM,3.4227,1.0268,70,11.65,
