Total Returned Tags,Returned Tags,Returned from,Total Tags,All Tags,Notes
,510611,Comeau,,585099,
,502622,Comeau,,585100,
,467067,Comeau,,585101,
,475127,Comeau,,585102,
,467367,Comeau,,585103,
,510552,Comeau,,585104,
,510467,Comeau,,585105,
,498868,Comeau,,585106,
,475834,Comeau,,585107,
,502044,Comeau,,585108,
,491540,Comeau,,585109,
,491543,Comeau,,585110,
,491590,Comeau,,585111,
,491594,Comeau,,585112,
,603511,Comeau,,585113,
,491582,Comeau,,585114,
,491577,Comeau,,585115,
,491701,Comeau,,585116,
,489322,Comeau,,585117,
,601148,Comeau,,585118,
,570527,Comeau,,585119,
,570583,Comeau,,585120,
,570488,Comeau,,585121,
,464068,Connors,,585122,
,516630,Connors,,585123,
,514162,Connors,,585124,
,480370,Connors,,585125,
,589867,Connors,,585126,
,462520,Connors,,585127,
,590403,Connors,,585128,
,469652,Connors,,585129,
,514260,Connors,,585130,
,490870,Connors,,585131,
,469825,Connors,,585132,
,469684,Connors,,585133,
,589945,Connors,,585134,
,531501,Connors,,585135,
,589637,Connors,,585136,
,515078,Connors,,585137,
,462512,Connors,,585138,
,516698,Connors,,585139,
,Damaged,Connors,,585140,
,493287,Connors,,585141,
,585563,Connors,,585142,
,496891,Connors,,585143,
,507389,Connors,,585144,
,507308,Connors,,585145,
,496387,Connors,,585146,
,507737,Connors,,585147,
,507736,Connors,,585148,
,490487,Connors,,585149,
,585683,Connors,,585150,
,507438,Connors,,585151,
,507609,Connors,,585152,
,496592,Connors,,585153,
,496468,Connors,,585154,
,507716,Connors,,585155,
,551575,Connors,,585156,
,585004,Connors,,585157,
,585308,Connors,,585158,
,469756,Connors,,585159,
,495520,Connors,,585160,
,495463,Connors,,585161,
,507494,Connors,,585162,
,507351,Connors,,585163,
,516366,Connors,,585164,
,Damaged,Connors,,585165,
,Damaged,Connors,,585166,
,500306,Connors,,585167,
,585883,Connors,,585168,
,506114,Connors,,585169,
,500223,Connors,,585170,
,500253,Connors,,585171,
,500952,Connors,,585172,
,522501,Connors,,585173,
,522002,Connors,,585174,
,500184,Connors,,585175,
,500252,Connors,,585176,
,500301,Connors,,585177,
,495675,Connors,,585178,
,500226,Connors,,585179,
,500056,Connors,,585180,
,500283,Connors,,585181,
,495496,Connors,,585182,
,522275,Connors,,585183,
,506149,Connors,,585184,
,Damaged,Connors,,585185,
,500245,Connors,,585186,
,498101,Connors,,585187,
,500658,Connors,,585188,
,522025,Connors,,585189,
,500961,Connors,,585190,
,498122,Connors,,585191,
,498150,Connors,,585192,
,498124,Connors,,585193,
,498853,Connors,,585194,
,495620,Connors,,585195,
,551388,Connors,,585196,
,495826,Connors,,585197,
,498923,Connors,,585198,
,498769,Connors,,585199,
,498896,Connors,,585200,
,498899,Connors,,585201,
,498866,Connors,,585202,
,498900,Connors,,585203,
,498732,Connors,,585204,
,498935,Connors,,585205,
,498795,Connors,,585206,
,480599,Connors,,585207,
,498778,Connors,,585208,
,502079,Connors,,585209,
,498747,Connors,,585210,
,500558,Connors,,585211,
,498828,Connors,,585212,
,500945,Connors,,585213,
,491020,Connors,,585214,
,495779,Connors,,585215,
,498911,Connors,,585216,
,507157,Connors,,585217,
,549139,Connors,,585218,
,499912,Connors,,585219,
,522029,Connors,,585220,
,498114,Connors,,585221,
,500392,Connors,,585222,
,500695,Connors,,585223,
,500342,Connors,,585224,
,500458,Connors,,585225,
,498082,Connors,,585226,
,517337,Connors,,585227,
,499869,Connors,,585228,
,481051,Connors,,585229,
,498647,Connors,,585230,
,502898,Connors,,585231,
,502692,Connors,,585232,
,499931,Connors,,585233,
,498408,Connors,,585234,
,500735,Connors,,585235,
,522754,Connors,,585236,
,502664,Connors,,585237,
,498158,Connors,,585238,
,502801,Connors,,585239,
,510600,Connors,,585240,
,500331,Connors,,585241,
,500028,Connors,,585242,
,500733,Connors,,585243,
,498289,Connors,,585244,
,498427,Connors,,585245,
,495818,Connors,,585246,
,500076,Connors,,585247,
,502660,Connors,,585248,
,590964,Connors,,585249,
,498433,Connors,,585250,
,498598,Connors,,585251,
,502431,Connors,,585252,
,522687,Connors,,585253,
,502304,Connors,,585254,
,498443,Connors,,585255,
,502129,Connors,,585256,
,502148,Connors,,585257,
,502095,Connors,,585258,
,502111,Connors,,585259,
,502190,Connors,,585260,
,484666,Connors,,585261,
,594164,Connors,,585262,
,522021,Connors,,585263,
,498963,Connors,,585264,
,498814,Connors,,585265,
,594007,Connors,,585266,
,502247,Connors,,585267,
,594185,Connors,,585268,
,502094,Connors,,585269,
,475773,Connors,,585270,
,475771,Connors,,585271,
,475889,Connors,,585272,
,475760,Connors,,585273,
,502292,Connors,,585274,
,475812,Connors,,585275,
,475807,Connors,,585276,
,498352,Connors,,585277,
,498233,Connors,,585278,
,603321,Connors,,585279,
,585545,Connors,,585280,
,Damaged,Connors,,585281,
,500217,Connors,,585282,
,500271,Connors,,585283,
,491365,Connors,,585284,
,603505,Connors,,585285,
,603522,Connors,,585286,
,603526,Connors,,585287,
,603527,Connors,,585288,
,491282,Connors,,585289,
,473252,Connors,,585290,
,494468,Connors,,585291,
,502780,Connors,,585292,
,603007,Connors,,585293,
,502085,Connors,,585294,
,475710,Connors,,585295,
,506218,Connors,,585296,
,491798,Connors,,585297,
,475939,Connors,,585298,
,502609,Connors,,585299,
,502953,Connors,,585300,
,498612,Connors,,585301,
,473184,Connors,,585302,
,522751,Connors,,585303,
,498326,Connors,,585304,
,499862,Connors,,585305,
,491274,Connors,,585306,
,473264,Connors,,585307,
,603546,Connors,,585308,
,475683,Connors,,585309,
,601203,Connors,,585310,
,522442,Connors,,585311,
,491552,Connors,,585312,
,475984,Connors,,585313,
,498280,Connors,,585314,
,499155,Connors,,585315,
,522829,Connors,,585316,
,467879,Connors,,585317,
,467741,Connors,,585318,
,498580,Connors,,585319,
,498360,Connors,,585320,
,585872,Connors,,585321,
,494413,Connors,,585322,
,463291,Connors,,585323,
,510590,Connors,,585324,
,467035,Connors,,585325,
,499381,Connors,,585326,
,500323,Connors,,585327,
,549084,Connors,,585328,
,502347,Connors,,585329,
,499914,Connors,,585330,
,502100,Connors,,585331,
,585617,Connors,,585332,
,510506,Connors,,585333,
,491344,Connors,,585334,
,491352,Connors,,585335,
,473085,Connors,,585336,
,603230,Connors,,585337,
,498238,Connors,,585338,
,500730,Connors,,585339,
,495809,Connors,,585340,
,499916,Connors,,585341,
,510171,Connors,,585342,
,506114,Connors,,585343,
,585883,Connors,,585344,
,500306,Connors,,585345,
,Damaged,Connors,,585346,
,Damaged ,Connors,,585347,
,516366,Connors,,585348,
,507351,Connors,,585349,
,507494,Connors,,585350,
,495463,Connors,,585351,
,495520,Connors,,585352,
,475740,Connors,,585353,
,603705,Connors,,585354,
,473934,Connors,,585355,
,502830,Connors,,585356,
,580326,Scotia Gardens,,585357,
,580683,Scotia Gardens,,585358,
,581777,Scotia Gardens,,585359,
,5153193,Scotia Gardens,,585360,
,580083,Scotia Gardens,,585361,
,469668,Scotia Gardens,,585362,
,515202,Scotia Gardens,,585363,
,469701,Scotia Gardens,,585364,
,469891,Scotia Gardens,,585365,
,464823,Scotia Gardens,,585366,
,512092,Scotia Gardens,,585367,
,589826,Scotia Gardens,,585368,
,589875,Scotia Gardens,,585369,
,589933,Scotia Gardens,,585370,
,512080,Scotia Gardens,,585371,
,589884,Scotia Gardens,,585372,
,512098,Scotia Gardens,,585373,
,589705,Scotia Gardens,,585374,
,589736,Scotia Gardens,,585375,
,512120,Scotia Gardens,,585376,
,5900081,Scotia Gardens,,585377,
,462879,Scotia Gardens,,585378,
,462835,Scotia Gardens,,585379,
,486910,Scotia Gardens,,585380,
,589935,Scotia Gardens,,585381,
,589949,Scotia Gardens,,585382,
,462740,Scotia Gardens,,585383,
,462553,Scotia Gardens,,585384,
,484789,Scotia Gardens,,585385,
,590321,Scotia Gardens,,585386,
,590372,Scotia Gardens,,585387,
,494402,Scotia Gardens,,585388,
,494299,Scotia Gardens,,585389,
,494285,Scotia Gardens,,585390,
,464224,Scotia Gardens,,585391,
,590156,Scotia Gardens,,585392,
,587293,Scotia Gardens,,585393,
,463797,Scotia Gardens,,585394,
,488145,Scotia Gardens,,585395,
,205155,Scotia Gardens,,585396,
,489754,Scotia Gardens,,585397,
,488595,Scotia Gardens,,585398,
,488585,Scotia Gardens,,585399,
,463335,Scotia Gardens,,585400,
,489473,Scotia Gardens,,585401,
,514422,Scotia Gardens,,585402,
,514447,Scotia Gardens,,585403,
,514164,Scotia Gardens,,585404,
,514759,Scotia Gardens,,585405,
,514778,Scotia Gardens,,585406,
,514724,Scotia Gardens,,585407,
,526523,Scotia Gardens,,585408,
,516640,Scotia Gardens,,585409,
,493029,Scotia Gardens,,585410,
,526873,Scotia Gardens,,585411,
,510146,Scotia Gardens,,585412,
,516715,Scotia Gardens,,585413,
,516775,Scotia Gardens,,585414,
,516835,Scotia Gardens,,585415,
,516976,Scotia Gardens,,585416,
,510089,Scotia Gardens,,585417,
,516656,Scotia Gardens,,585418,
,516759,Scotia Gardens,,585419,
,510101,Scotia Gardens,,585420,
,516745,Scotia Gardens,,585421,
,516963,Scotia Gardens,,585422,
,516760,Scotia Gardens,,585423,
,493025,Scotia Gardens,,585424,
,,,,585425,
,,,,585426,
,,,,585427,
,,,,585428,
,,,,585429,
,,,,585430,
,,,,585431,
,,,,585432,
,,,,585433,
,,,,585434,
,,,,585435,
,,,,585436,
,,,,585437,
,,,,585438,
,,,,585439,
,,,,585440,
,,,,585441,
,,,,585442,
,,,,585443,
,,,,585444,
,,,,585445,
,,,,585446,
,,,,585447,
,,,,585448,
,,,,585449,
,,,,585450,
,,,,585451,
,,,,585452,
,,,,585453,
,,,,585454,
,,,,585455,
,,,,585456,
,,,,585457,
,,,,585458,
,,,,585459,
,,,,585460,
,,,,585461,
,,,,585462,
,,,,585463,
,,,,585464,
,,,,585465,
,,,,585466,
,,,,585467,
,,,,585468,
,,,,585469,
,,,,585470,
,,,,585471,
,,,,585472,
,,,,585473,
,,,,585474,
,,,,585475,
,,,,585476,
,,,,585477,
,,,,585478,
,,,,585479,
,,,,585480,
,,,,585481,
,,,,585482,
,,,,585483,
,,,,585484,
,,,,585485,
,,,,585486,
,,,,585487,
,,,,585488,
,,,,585489,
,,,,585490,
,,,,585491,
,,,,585492,
,,,,585493,
,,,,585494,
,,,,585495,
,,,,585496,
,,,,585497,
,,,,585498,
,,,,585499,
,,,,585500,
,,,,491001,
,,,,491002,
,,,,491003,
,,,,491004,
,,,,491005,
,,,,491006,
,,,,491007,
,,,,491008,
,,,,491009,
,,,,491010,
,,,,491011,
,,,,491012,
,,,,491013,
,,,,491014,
,,,,491015,
,,,,491016,
,,,,491017,
,,,,491018,
,,,,491019,
,,,,491020,
,,,,491021,
,,,,491022,
,,,,491023,
,,,,491024,
,,,,491025,
,,,,491026,
,,,,491027,
,,,,491028,
,,,,491029,
,,,,491030,
,,,,491031,
,,,,491032,
,,,,491033,
,,,,491034,
,,,,491035,
,,,,491036,
,,,,491037,
,,,,491038,
,,,,491039,
,,,,491040,
,,,,491041,
,,,,491042,
,,,,491043,
,,,,491044,
,,,,491045,
,,,,491046,
,,,,491047,
,,,,491048,
,,,,491049,
,,,,491050,
,,,,496001,
,,,,496002,
,,,,496003,
,,,,496004,
,,,,496005,
,,,,496006,
,,,,496007,
,,,,496008,
,,,,496009,
,,,,496010,
,,,,496011,
,,,,496012,
,,,,585501,
,,,,585502,
,,,,585503,
,,,,585504,
,,,,585505,
,,,,585506,
,,,,585507,
,,,,585508,
,,,,585509,
,,,,585510,
,,,,585511,
,,,,585512,
,,,,585513,
,,,,585514,
,,,,585515,
,,,,585516,
,,,,585517,
,,,,585518,
,,,,585519,
,,,,585520,
,,,,585521,
,,,,585522,
,,,,585523,
,,,,585524,
,,,,585525,
,,,,585526,
,,,,585527,
,,,,585528,
,,,,585529,
,,,,585530,
,,,,585531,
,,,,585532,
,,,,585533,
,,,,585534,
,,,,585535,
,,,,585536,
,,,,585537,
,,,,585538,
,,,,585539,
,,,,585540,
,,,,585541,
,,,,585542,
,,,,585543,
,,,,585544,
,,,,585545,
,,,,585546,
,,,,585547,
,,,,585548,
,,,,585549,
,,,,585550,
,,,,585551,
,,,,585552,
,,,,585553,
,,,,585554,
,,,,585555,
,,,,585556,
,,,,585557,
,,,,585558,
,,,,585559,
,,,,585560,
,,,,585561,
,,,,585562,
,,,,585563,
,,,,585564,
,,,,585565,
,,,,585566,
,,,,585567,
,,,,585568,
,,,,585569,
,,,,585570,
,,,,585571,
,,,,585572,
,,,,585573,
,,,,585574,
,,,,585575,
,,,,585576,
,,,,585577,
,,,,585578,
,,,,585579,
,,,,585580,
,,,,585581,
,,,,585582,
,,,,585583,
,,,,585584,
,,,,585585,
,,,,585586,
,,,,585587,
,,,,585588,
,,,,585589,
,,,,585590,
,,,,585591,
,,,,585592,
,,,,585593,
,,,,585594,
,,,,585595,
,,,,585596,
,,,,585597,
,,,,585598,
,,,,585599,
,,,,585600,
,,,,585601,
,,,,585602,
,,,,585603,
,,,,585604,
,,,,585605,
,,,,585606,
,,,,585607,
,,,,585608,
,,,,585609,
,,,,585610,
,,,,585611,
,,,,585612,
,,,,585613,
,,,,585614,
,,,,585615,
,,,,585616,
,,,,585617,
,,,,585618,
,,,,585619,
,,,,585620,
,,,,585621,
,,,,585622,
,,,,585623,
,,,,585624,
,,,,585625,
,,,,585626,
,,,,585627,
,,,,585628,
,,,,585629,
,,,,585630,
,,,,585631,
,,,,585632,
,,,,585633,
,,,,585634,
,,,,585635,
,,,,585636,
,,,,585637,
,,,,585638,
,,,,585639,
,,,,585640,
,,,,585641,
,,,,585642,
,,,,585643,
,,,,585644,
,,,,585645,
,,,,585646,
,,,,585647,
,,,,585648,
,,,,585649,
,,,,585650,
,,,,585651,
,,,,585652,
,,,,585653,
,,,,585654,
,,,,585655,
,,,,585656,
,,,,585657,
,,,,585658,
,,,,585659,
,,,,585660,
,,,,585661,
,,,,585662,
,,,,585663,
,,,,585664,
,,,,585665,
,,,,585666,
,,,,585667,
,,,,585668,
,,,,585669,
,,,,585670,
,,,,585671,
,,,,585672,
,,,,585673,
,,,,585674,
,,,,585675,
,,,,585676,
,,,,585677,
,,,,585678,
,,,,585679,
,,,,585680,
,,,,585681,
,,,,585682,
,,,,585683,
,,,,585684,
,,,,585685,
,,,,585686,
,,,,585687,
,,,,585688,
,,,,585689,
,,,,585690,
,,,,585691,
,,,,585692,
,,,,585693,
,,,,585694,
,,,,585695,
,,,,585696,
,,,,585697,
,,,,585698,
,,,,585699,
,,,,585700,
,,,,496013,
,,,,496014,
,,,,496015,
,,,,496016,
,,,,496017,
,,,,496018,
,,,,496019,
,,,,496020,
,,,,496021,
,,,,496022,
,,,,496023,
,,,,496024,
,,,,496025,
,,,,496026,
,,,,496027,
,,,,496028,
,,,,496029,
,,,,496030,
,,,,496031,
,,,,496032,
,,,,496033,
,,,,496034,
,,,,496035,
,,,,496036,
,,,,496037,
,,,,496038,
,,,,496039,
,,,,496040,
,,,,496041,
,,,,496042,
,,,,496043,
,,,,496044,
,,,,496045,
,,,,496046,
,,,,496047,
,,,,496048,
,,,,496049,
,,,,496050,
,,,,496051,
,,,,496052,
,,,,496053,
,,,,496054,
,,,,496055,
,,,,496056,
,,,,496057,
,,,,496058,
,,,,496059,
,,,,496060,
,,,,496061,
,,,,496062,
,,,,496063,
,,,,496064,
,,,,496065,
,,,,496066,
,,,,496067,
,,,,496068,
,,,,496069,
,,,,496070,
,,,,496071,
,,,,496072,
,,,,496073,
,,,,496074,
,,,,496075,
,,,,496076,
,,,,496077,
,,,,496078,
,,,,496079,
,,,,496080,
,,,,496081,
,,,,496082,
,,,,496083,
,,,,496084,
,,,,496085,
,,,,496086,
,,,,496087,
,,,,496088,
,,,,496089,
,,,,496090,
,,,,496091,
,,,,496092,
,,,,496093,
,,,,496094,
,,,,496095,
,,,,496096,
,,,,496097,
,,,,496098,
,,,,496099,
,,,,496100,
,,,,496101,
,,,,496102,
,,,,496103,
,,,,496104,
,,,,496105,
,,,,496106,
,,,,496107,
,,,,496108,
,,,,496109,
,,,,496110,
,,,,496111,
,,,,496112,
,,,,496113,
,,,,496114,
,,,,496115,
,,,,496116,
,,,,496117,
,,,,496118,
,,,,496119,
,,,,496120,
,,,,496121,
,,,,496122,
,,,,496123,
,,,,496124,
,,,,496125,
,,,,496126,
,,,,496127,
,,,,496128,
,,,,496129,
,,,,496130,
,,,,496131,
,,,,496132,
,,,,496133,
,,,,496134,
,,,,496135,
,,,,496136,
,,,,496137,
,,,,496138,
,,,,496139,
,,,,496140,
,,,,496141,
,,,,496142,
,,,,496143,
,,,,496144,
,,,,496145,
,,,,496146,
,,,,496147,
,,,,496148,
,,,,496149,
,,,,496150,
,,,,496151,
,,,,496152,
,,,,496153,
,,,,496154,
,,,,496155,
,,,,496156,
,,,,496157,
,,,,496158,
,,,,496159,
,,,,496160,
,,,,496161,
,,,,496162,
,,,,496163,
,,,,496164,
,,,,496165,
,,,,496166,
,,,,496167,
,,,,496168,
,,,,496169,
,,,,496170,
,,,,496171,
,,,,496172,
,,,,496173,
,,,,496174,
,,,,496175,
,,,,496176,
,,,,496177,
,,,,496178,
,,,,496179,
,,,,496180,
,,,,496181,
,,,,496182,
,,,,496183,
,,,,496184,
,,,,496185,
,,,,496186,
,,,,496187,
,,,,496188,
,,,,496189,
,,,,496190,
,,,,496191,
,,,,496192,
,,,,496193,
,,,,496194,
,,,,496195,
,,,,496196,
,,,,496197,
,,,,496198,
,,,,496199,
,,,,496200,
,,,,496201,
,,,,496202,
,,,,496203,
,,,,496204,
,,,,496205,
,,,,496206,
,,,,496207,
,,,,496208,
,,,,496209,
,,,,496210,
,,,,496211,
,,,,496212,
,,,,496213,
,,,,496214,
,,,,496215,
,,,,496216,
,,,,496217,
,,,,496218,
,,,,496219,
,,,,496220,
,,,,496221,
,,,,496222,
,,,,496223,
,,,,496224,
,,,,496225,
,,,,496226,
,,,,496227,
,,,,496228,
,,,,496229,
,,,,496230,
,,,,496231,
,,,,496232,
,,,,496233,
,,,,496234,
,,,,496235,
,,,,496236,
,,,,496237,
,,,,496238,
,,,,496239,
,,,,496240,
,,,,496241,
,,,,496242,
,,,,496243,
,,,,496244,
,,,,496245,
,,,,496246,
,,,,496247,
,,,,496248,
,,,,496249,
,,,,496250,
,,,,496251,
,,,,496252,
,,,,496253,
,,,,496254,
,,,,496255,
,,,,496256,
,,,,496257,
,,,,496258,
,,,,496259,
,,,,496260,
,,,,496261,
,,,,496262,
,,,,496263,
,,,,496264,
,,,,496265,
,,,,496266,
,,,,496267,
,,,,496268,
,,,,496269,
,,,,496270,
,,,,496271,
,,,,496272,
,,,,496273,
,,,,496274,
,,,,496275,
,,,,496276,
,,,,496277,
,,,,496278,
,,,,496279,
,,,,496280,
,,,,496281,
,,,,496282,
,,,,496283,
,,,,496284,
,,,,496285,
,,,,496286,
,,,,496287,
,,,,496288,
,,,,496289,
,,,,496290,
,,,,496291,
,,,,496292,
,,,,496293,
,,,,496294,
,,,,496295,
,,,,496296,
,,,,496297,
,,,,496298,
,,,,496299,
,,,,496300,
,,,,496301,
,,,,496302,
,,,,496303,
,,,,496304,
,,,,496305,
,,,,496306,
,,,,496307,
,,,,496308,
,,,,496309,
,,,,496310,
,,,,496311,
,,,,496312,
,,,,496313,
,,,,496314,
,,,,496315,
,,,,496316,
,,,,496317,
,,,,496318,
,,,,496319,
,,,,496320,
,,,,496321,
,,,,496322,
,,,,496323,
,,,,496324,
,,,,496325,
,,,,496326,
,,,,496327,
,,,,496328,
,,,,496329,
,,,,496330,
,,,,496331,
,,,,496332,
,,,,496333,
,,,,496334,
,,,,496335,
,,,,496336,
,,,,496337,
,,,,496338,
,,,,496339,
,,,,496340,
,,,,496341,
,,,,496342,
,,,,496343,
,,,,496344,
,,,,496345,
,,,,496346,
,,,,496347,
,,,,496348,
,,,,496349,
,,,,496350,
,,,,496351,
,,,,496352,
,,,,496353,
,,,,496354,
,,,,496355,
,,,,496356,
,,,,496357,
,,,,496358,
,,,,496359,
,,,,496360,
,,,,496361,
,,,,496362,
,,,,496363,
,,,,496364,
,,,,496365,
,,,,496366,
,,,,496367,
,,,,496368,
,,,,496369,
,,,,496370,
,,,,496371,
,,,,496372,
,,,,496373,
,,,,496374,
,,,,496375,
,,,,496376,
,,,,496377,
,,,,496378,
,,,,496379,
,,,,496380,
,,,,496381,
,,,,496382,
,,,,496383,
,,,,496384,
,,,,496385,
,,,,496386,
,,,,496387,
,,,,496388,
,,,,496389,
,,,,496390,
,,,,496391,
,,,,496392,
,,,,496393,
,,,,496394,
,,,,496395,
,,,,496396,
,,,,496397,
,,,,496398,
,,,,496399,
,,,,496400,
,,,,496401,
,,,,496402,
,,,,496403,
,,,,496404,
,,,,496405,
,,,,496406,
,,,,496407,
,,,,496408,
,,,,496409,
,,,,496410,
,,,,496411,
,,,,496412,
,,,,496413,
,,,,496414,
,,,,496415,
,,,,496416,
,,,,496417,
,,,,496418,
,,,,496419,
,,,,496420,
,,,,496421,
,,,,496422,
,,,,496423,
,,,,496424,
,,,,496425,
,,,,496426,
,,,,496427,
,,,,496428,
,,,,496429,
,,,,496430,
,,,,496431,
,,,,496432,
,,,,496433,
,,,,496434,
,,,,496435,
,,,,496436,
,,,,496437,
,,,,496438,
,,,,496439,
,,,,496440,
,,,,496441,
,,,,496442,
,,,,496443,
,,,,496444,
,,,,496445,
,,,,496446,
,,,,496447,
,,,,496448,
,,,,496449,
,,,,496450,
,,,,496451,
,,,,496452,
,,,,496453,
,,,,496454,
,,,,496455,
,,,,496456,
,,,,496457,
,,,,496458,
,,,,496459,
,,,,496460,
,,,,496461,
,,,,496462,
,,,,496463,
,,,,496464,
,,,,496465,
,,,,496466,
,,,,496467,
,,,,496468,
,,,,496469,
,,,,496470,
,,,,496471,
,,,,496472,
,,,,496473,
,,,,496474,
,,,,496475,
,,,,496476,
,,,,496477,
,,,,496478,
,,,,496479,
,,,,496480,
,,,,496481,
,,,,496482,
,,,,496483,
,,,,496484,
,,,,496485,
,,,,496486,
,,,,496487,
,,,,496488,
,,,,496489,
,,,,496490,
,,,,496491,
,,,,496492,
,,,,496493,
,,,,496494,
,,,,496495,
,,,,496496,
,,,,496497,
,,,,496498,
,,,,496499,
,,,,496500,
,,,,496501,
,,,,496502,
,,,,496503,
,,,,496504,
,,,,496505,
,,,,496506,
,,,,496507,
,,,,496508,
,,,,496509,
,,,,496510,
,,,,496511,
,,,,496512,
,,,,496513,
,,,,496514,
,,,,496515,
,,,,496516,
,,,,496517,
,,,,496518,
,,,,496519,
,,,,496520,
,,,,496521,
,,,,496522,
,,,,496523,
,,,,496524,
,,,,496525,
,,,,496526,
,,,,496527,
,,,,496528,
,,,,496529,
,,,,496530,
,,,,496531,
,,,,496532,
,,,,496533,
,,,,496534,
,,,,496535,
,,,,496536,
,,,,496537,
,,,,496538,
,,,,496539,
,,,,496540,
,,,,496541,
,,,,496542,
,,,,496543,
,,,,496544,
,,,,496545,
,,,,496546,
,,,,496547,
,,,,496548,
,,,,496549,
,,,,496550,
,,,,496551,
,,,,496552,
,,,,496553,
,,,,496554,
,,,,496555,
,,,,496556,
,,,,496557,
,,,,496558,
,,,,496559,
,,,,496560,
,,,,496561,
,,,,496562,
,,,,496563,
,,,,496564,
,,,,496565,
,,,,496566,
,,,,496567,
,,,,496568,
,,,,496569,
,,,,496570,
,,,,496571,
,,,,496572,
,,,,496573,
,,,,496574,
,,,,496575,
,,,,496576,
,,,,496577,
,,,,496578,
,,,,496579,
,,,,496580,
,,,,496581,
,,,,496582,
,,,,496583,
,,,,496584,
,,,,496585,
,,,,496586,
,,,,496587,
,,,,496588,
,,,,496589,
,,,,496590,
,,,,496591,
,,,,496592,
,,,,496593,
,,,,496594,
,,,,496595,
,,,,496596,
,,,,496597,
,,,,496598,
,,,,496599,
,,,,496600,
,,,,496601,
,,,,496602,
,,,,496603,
,,,,496604,
,,,,496605,
,,,,496606,
,,,,496607,
,,,,496608,
,,,,496609,
,,,,496610,
,,,,496611,
,,,,496612,
,,,,496613,
,,,,496614,
,,,,496615,
,,,,496616,
,,,,496617,
,,,,496618,
,,,,496619,
,,,,496620,
,,,,496621,
,,,,496622,
,,,,496623,
,,,,496624,
,,,,496625,
,,,,496626,
,,,,496627,
,,,,496628,
,,,,496629,
,,,,496630,
,,,,496631,
,,,,496632,
,,,,496633,
,,,,496634,
,,,,496635,
,,,,496636,
,,,,496637,
,,,,496638,
,,,,496639,
,,,,496640,
,,,,496641,
,,,,496642,
,,,,496643,
,,,,496644,
,,,,496645,
,,,,496646,
,,,,496647,
,,,,496648,
,,,,496649,
,,,,496650,
,,,,496651,
,,,,496652,
,,,,496653,
,,,,496654,
,,,,496655,
,,,,496656,
,,,,496657,
,,,,496658,
,,,,496659,
,,,,496660,
,,,,496661,
