Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
C1,T01,2025-05-06 20:40:18.237999,2025-05-06 22:09:59.238998,-65.04662694,45.23266909,-64.8074856,45.31933244,22.28549322
LM,T03,2025-05-07 00:07:01.130997,2025-05-07 02:44:32.129997,-65.23109399,45.1225689,-64.76860588,45.27826015,40.56703729
LM,T02,2025-05-06 21:34:07.129997,2025-05-06 23:59:58.141998,-64.79100141,45.28857007,-65.23395457,45.13626974,38.89335813
LM,T01,2025-05-06 18:43:29.129997,2025-05-06 21:27:03.129997,-65.23651177,45.15090068,-64.7989093,45.30353045,38.937978523
C1,T02,2025-05-06 22:34:40.237999,2025-05-06 23:33:48.237999,-64.87397113,45.34162203,-65.04879709,45.28906638,15.40651976
C1,T03,2025-05-06 23:40:49.237999,2025-05-07 00:45:17.249001,-65.04881239,45.27548181,-64.85826552,45.33317487,16.80413962
C1,T04,2025-05-07 00:54:50.237999,2025-05-07 02:11:58.249001,-64.83388023,45.32097687,-65.04803499,45.24974501,19.57448512
C1,T05,2025-05-07 02:18:00.237999,2025-05-07 03:25:01.239998,-65.04906836,45.26321307,-64.85034109,45.324125,17.4636347
BP,T01,2025-05-06 21:36:06.191002,2025-05-06 22:05:07.191002,-64.76433801,45.2699333,-64.68406656,45.29212792,6.83606289999999
BP,T02,2025-05-06 22:10:08.192001,2025-05-06 22:34:14.192001,-64.69336658,45.30158125,-64.7711931,45.27948338,6.65351940000002
BP,T03,2025-05-06 22:56:59.191002,2025-05-06 23:32:24.193001,-64.77947562,45.28286003,-64.69800007,45.30604934,6.94467610000001
