Vessel,Start Lat,Start Lon,End Lat,End Lon
LJ,45.03636667,-65.23333333,45.21621667,-64.68106667
FM,45.06242667,-65.23333333,45.23530667,-64.70985333
LM,45.08848667,-65.23333333,45.25439667,-64.73864
LJ,45.11454667,-65.23333333,45.27348667,-64.76742667
FM,45.14060667,-65.23333333,45.29257667,-64.79621333
LM,45.16666667,-65.23333333,45.31166667,-64.825
MS,45.25,-65.05,45.31666667,-64.83333333
MS,45.26305,-65.05,45.32445,-64.85
MS,45.27611667,-65.05,45.33221667,-64.86666667
MS,45.28916667,-65.05,45.34,-64.88333333
