Vessel,Transect.No.,Date.Time.Start,Date.Time.End,X,Y,Xend,Yend,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
FM,T01,2026-08-09T21:32:01Z,2026-08-09T23:52:47Z,-66.37962421,43.5643075,-66.37329302,43.23234128,38.170850217,Actual,1,GB,38.170850217,2026-08-09T21:32:01Z,2026-08-09T23:52:47Z,140.76666666666665,8.784989993584334,2026,2026-08-09
FM,T02,2026-08-10T00:26:47Z,2026-08-10T02:46:42Z,-66.23515518,43.23877823,-66.23098271,43.56330179,37.38849579,Actual,1,GB,37.38849579,2026-08-10T00:26:47Z,2026-08-10T02:46:42Z,139.91666666666666,8.657207106186254,2026,2026-08-10
LB,T01,2026-08-09T20:08:39Z,2026-08-09T22:34:09Z,-66.436638,43.5669548,-66.43711667,43.23418978,38.0693452,Actual,1,GB,38.0693452,2026-08-09T20:08:39Z,2026-08-09T22:34:09Z,145.5,8.476599767877206,2026,2026-08-09
LB,T02,2026-08-09T23:11:46Z,2026-08-10T01:58:14Z,-66.29670493,43.23255908,-66.29634103,43.56576301,38.36520894,Actual,1,GB,38.36520894,2026-08-09T23:11:46Z,2026-08-10T01:58:14Z,166.46666666666667,7.466542625743854,2026,2026-08-09
LJ,T01,2026-08-09T20:36:54Z,2026-08-09T23:00:47Z,-66.49337058,43.566185,-66.49319844,43.23373982,36.972514949,Actual,1,GB,36.972514949,2026-08-09T20:36:54Z,2026-08-09T23:00:47Z,143.88333333333333,8.32487587842745,2026,2026-08-09
LJ,T02,2026-08-09T23:34:32Z,2026-08-10T02:02:01Z,-66.35404379,43.23229764,-66.35227762,43.56688683,37.26793283,Actual,1,GB,37.26793283,2026-08-09T23:34:32Z,2026-08-10T02:02:01Z,147.48333333333335,8.186563289893455,2026,2026-08-09
LM,T01,2026-08-09T20:30:10Z,2026-08-09T22:56:28Z,-66.46268,43.56930667,-66.46531189,43.2329097,38.03274456,Actual,1,GB,38.03274456,2026-08-09T20:30:10Z,2026-08-09T22:56:28Z,146.3,8.422142878276418,2026,2026-08-09
LM,T02,2026-08-09T23:27:01Z,2026-08-10T01:54:08Z,-66.32498506,43.23323991,-66.32309909,43.56848446,37.95525482,Actual,1,GB,37.95525482,2026-08-09T23:27:01Z,2026-08-10T01:54:08Z,147.11666666666667,8.35832587847613,2026,2026-08-09
MS,T01,2026-08-09T21:31:19Z,2026-08-09T23:45:59Z,-66.40884,43.556295,-66.40875705,43.23381738,37.38211572,Actual,1,GB,37.38211572,2026-08-09T21:31:19Z,2026-08-09T23:45:59Z,134.66666666666666,8.99317473034218,2026,2026-08-09
MS,T02,2026-08-10T00:21:42Z,2026-08-10T02:52:57Z,-66.26770833,43.23684169,-66.26811783,43.56694767,39.68445707,Actual,1,GB,39.68445707,2026-08-10T00:21:42Z,2026-08-10T02:52:57Z,151.25,8.500301380820806,2026,2026-08-10
FM,T03,2026-08-10T03:10:29Z,2026-08-10T04:57:01Z,-66.18377309,43.49868086,-66.18318371,43.24947062,28.63731409,Actual,1,GB,28.63731409,2026-08-10T03:10:29Z,2026-08-10T04:57:01Z,106.53333333333333,8.708754164691117,2026,2026-08-10
FM,T04,2026-08-10T05:14:13Z,2026-08-10T07:00:00Z,-66.12664876,43.24881791,-66.1284206,43.49977286,28.8179157,Actual,1,GB,28.8179157,2026-08-10T05:14:13Z,2026-08-10T07:00:00Z,105.78333333333333,8.8258101865902,2026,2026-08-10
LB,T03,2026-08-10T02:30:21Z,2026-08-10T04:18:17Z,-66.20992011,43.50376318,-66.20667876,43.24763628,29.276833,Actual,1,GB,29.276833,2026-08-10T02:30:21Z,2026-08-10T04:18:17Z,107.93333333333334,8.787751553230388,2026,2026-08-10
LB,T04,2026-08-10T04:38:18Z,2026-08-10T06:24:30Z,-66.14925177,43.24718571,-66.15003167,43.50438542,29.2229716,Actual,1,GB,29.2229716,2026-08-10T04:38:18Z,2026-08-10T06:24:30Z,106.2,8.914749076419335,2026,2026-08-10
LJ,T03,2026-08-10T02:38:00Z,2026-08-10T04:28:47Z,-66.22905369,43.50083091,-66.2300082,43.24684008,28.25551827,Actual,1,GB,28.25551827,2026-08-10T02:38:00Z,2026-08-10T04:28:47Z,110.78333333333333,8.263006865346291,2026,2026-08-10
LJ,T04,2026-08-10T04:45:20Z,2026-08-10T06:33:05Z,-66.1736797,43.24560881,-66.17194996,43.50279755,28.70251,Actual,1,GB,28.70251,2026-08-10T04:45:20Z,2026-08-10T06:33:05Z,107.75,8.63002119696829,2026,2026-08-10
LM,T03,2026-08-10T02:23:02Z,2026-08-10T04:15:01Z,-66.219935950000007,43.50942187,-66.2182939,43.24909252,29.45212236,Actual,1,GB,29.45212236,2026-08-10T02:23:02Z,2026-08-10T04:15:01Z,111.98333333333333,8.520644966254263,2026,2026-08-10
LM,T04,2026-08-10T04:35:07Z,2026-08-10T06:26:23Z,-66.15842356,43.24890339,-66.16374625,43.5100072,29.5155936,Actual,1,GB,29.5155936,2026-08-10T04:35:07Z,2026-08-10T06:26:23Z,111.26666666666667,8.594007109560216,2026,2026-08-10
MS,T03,2026-08-10T03:21:07Z,2026-08-10T05:11:35Z,-66.19440169,43.50139684,-66.19502694,43.24748288,29.53536927,Actual,1,GB,29.53536927,2026-08-10T03:21:07Z,2026-08-10T05:11:35Z,110.46666666666667,8.662044689468438,2026,2026-08-10
MS,T04,2026-08-10T05:29:53Z,2026-08-10T07:12:56Z,-66.13604098,43.2474721,-66.14583763,43.49926925,29.7067058,Actual,1,GB,29.7067058,2026-08-10T05:29:53Z,2026-08-10T07:12:56Z,103.05,9.339330907694,2026,2026-08-10
LJ,NA,NA,NA,-66.49333333,43.56666667,-66.49333333,43.23333333,NA,Plan,1,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-66.46518519,43.56666667,-66.46518519,43.23333333,NA,Plan,1,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-66.43703704,43.56666667,-66.43703704,43.23333333,NA,Plan,1,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-66.40888889,43.56666667,-66.40888889,43.23333333,NA,Plan,1,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-66.38074074,43.56666667,-66.38074074,43.23333333,NA,Plan,1,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-66.35259259,43.56666667,-66.35259259,43.23333333,NA,Plan,1,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-66.32444444,43.56666667,-66.32444444,43.23333333,NA,Plan,1,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-66.2962963,43.56666667,-66.2962963,43.23333333,NA,Plan,1,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-66.26814815,43.56666667,-66.26814815,43.23333333,NA,Plan,1,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-66.24,43.56666667,-66.24,43.23333333,NA,Plan,1,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-66.23,43.502,-66.23,43.2475,NA,Plan,1,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-66.21833333,43.502,-66.21833333,43.2475,NA,Plan,1,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-66.20666667,43.502,-66.20666667,43.2475,NA,Plan,1,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-66.195,43.502,-66.195,43.2475,NA,Plan,1,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-66.18333333,43.502,-66.18333333,43.2475,NA,Plan,1,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-66.17166667,43.502,-66.17166667,43.2475,NA,Plan,1,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-66.16,43.502,-66.16,43.2475,NA,Plan,1,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-66.14833333,43.502,-66.14833333,43.2475,NA,Plan,1,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-66.13666667,43.502,-66.13666667,43.2475,NA,Plan,1,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-66.125,43.502,-66.125,43.2475,NA,Plan,1,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
