Vessel,Transect.No.,Date.Time.Start,Date.Time.End,X,Y,Xend,Yend,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
FM,T01,2026-08-30T20:49:31Z,2026-08-30T23:46:46Z,-65.23657912,45.06996692,-64.74093352,45.25480389,44.970109986,Actual,9,SB,44.970109986,2026-08-30T20:49:31Z,2026-08-30T23:46:46Z,177.25,8.219529722161376,2026,2026-08-30
FM,T02,2026-08-31T00:36:09Z,2026-08-31T03:07:08Z,-64.8211565,45.31109286,-65.22544566,45.16829192,36.04793159,Actual,9,SB,36.04793159,2026-08-31T00:36:09Z,2026-08-31T03:07:08Z,150.98333333333332,7.73500511556525,2026,2026-08-31
LB,T01,2026-08-30T20:14:47Z,2026-08-30T23:05:12Z,-65.23297627,45.0365852,-64.6808263,45.21790241,48.316838846,Actual,9,SB,48.316838846,2026-08-30T20:14:47Z,2026-08-30T23:05:12Z,170.41666666666666,9.185350026641434,2026,2026-08-30
LB,T02,2026-08-31T00:10:51Z,2026-08-31T03:06:26Z,-64.77248916,45.27036,-65.21235109,45.12014904,38.95712477,Actual,9,SB,38.95712477,2026-08-31T00:10:51Z,2026-08-31T03:06:26Z,175.58333333333334,7.1880794886489605,2026,2026-08-31
LJ,T01,2026-08-30T20:32:46Z,2026-08-30T23:20:13Z,-65.23069384,45.06354185,-64.71042027,45.23641973,45.409922394,Actual,9,SB,45.409922394,2026-08-30T20:32:46Z,2026-08-30T23:20:13Z,167.45000000000002,8.785669707012339,2026,2026-08-30
LJ,T02,2026-08-31T00:14:09Z,2026-08-31T02:45:17Z,-64.79935553,45.29078588,-65.22243643,45.14408063,37.11441784,Actual,9,SB,37.11441784,2026-08-31T00:14:09Z,2026-08-31T02:45:17Z,151.13333333333333,7.955942873192061,2026,2026-08-31
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,9,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,9,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,9,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,9,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,9,SB,NA,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.23333333,45.03636667,-64.68106667,45.21621667,NA,Plan,9,SB,47.77303993942598,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.06242667,-64.70985333,45.23530667,NA,Plan,9,SB,45.380994034681216,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.08848667,-64.73864,45.25439667,NA,Plan,9,SB,42.99208511401241,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.23333333,45.11454667,-64.76742667,45.27348667,NA,Plan,9,SB,40.606569177919916,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.14060667,-64.79621333,45.29257667,NA,Plan,9,SB,38.224765058434095,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.16666667,-64.825,45.31166667,NA,Plan,9,SB,35.84707290841503,NA,NA,NA,NA,NA,NA
