Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
FM,T01,2026-08-30 20:49:31,2026-08-30 23:46:46,-65.23657912,45.06996692,-64.74093352,45.25480389,44.970109986
FM,T02,2026-08-31 00:36:09,2026-08-31 03:07:08,-64.8211565,45.31109286,-65.22544566,45.16829192,36.04793159
LB,T01,2026-08-30 20:14:47,2026-08-30 23:05:12,-65.23297627,45.0365852,-64.6808263,45.21790241,48.316838846
LB,T02,2026-08-31 00:10:51,2026-08-31 03:06:26,-64.77248916,45.27036,-65.21235109,45.12014904,38.95712477
LJ,T01,2026-08-30 20:32:46,2026-08-30 23:20:13,-65.23069384,45.06354185,-64.71042027,45.23641973,45.409922394
LJ,T02,2026-08-31 00:14:09,2026-08-31 02:45:17,-64.79935553,45.29078588,-65.22243643,45.14408063,37.11441784
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
