Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
FM,T01,2026-08-16 21:19:28,2026-08-17 00:15:04,-65.24151333,45.07061833,-64.72181342,45.24270248,45.4121875
FM,T02,2026-08-17 01:11:45,2026-08-17 03:35:26,-64.83011169,45.28751197,-65.22961106,45.14905231,35.34255586
LJ,T01,2026-08-16 20:30:19,2026-08-16 23:16:36,-65.23407459,45.09199802,-64.74254689,45.25716455,42.847302988
LJ,T02,2026-08-17 00:03:33,2026-08-17 02:27:11,-64.82819764,45.3093476,-65.22721713,45.16868974,35.49983715
LM,T01,2026-08-16 20:19:50,2026-08-16 23:29:39,-65.25237,45.03370833,-64.68446576,45.21552949,49.22011862
LM,T02,2026-08-17 00:00:40,2026-08-17 02:43:38,-64.75683281,45.27195741,-65.22963253,45.11225116,41.40407908
MS,T01,2026-08-16 21:26:25,2026-08-17 00:18:18,-65.23470914,45.05447871,-64.70886362,45.22835314,46.911333994
MS,T02,2026-08-17 01:02:58,2026-08-17 03:46:16,-64.81448286,45.28081871,-65.23513261,45.12810018,38.49240235
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
