Vessel,Transect.No.,Date.Time.Start,Date.Time.End,X,Y,Xend,Yend,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
FM,T01,2026-08-16T21:19:28Z,2026-08-17T00:15:04Z,-65.24151333,45.07061833,-64.72181342,45.24270248,45.4121875,Actual,8,SB,45.4121875,2026-08-16T21:19:28Z,2026-08-17T00:15:04Z,175.6,8.378324463743356,2026,2026-08-16
FM,T02,2026-08-17T01:11:45Z,2026-08-17T03:35:26Z,-64.83011169,45.28751197,-65.22961106,45.14905231,35.34255586,Actual,8,SB,35.34255586,2026-08-17T01:11:45Z,2026-08-17T03:35:26Z,143.68333333333334,7.968944876801114,2026,2026-08-17
LJ,T01,2026-08-16T20:30:19Z,2026-08-16T23:16:36Z,-65.23407459,45.09199802,-64.74254689,45.25716455,42.847302988,Actual,8,SB,42.847302988,2026-08-16T20:30:19Z,2026-08-16T23:16:36Z,166.28333333333333,8.348030614432586,2026,2026-08-16
LJ,T02,2026-08-17T00:03:33Z,2026-08-17T02:27:11Z,-64.82819764,45.3093476,-65.22721713,45.16868974,35.49983715,Actual,8,SB,35.49983715,2026-08-17T00:03:33Z,2026-08-17T02:27:11Z,143.63333333333333,8.007194644425157,2026,2026-08-17
LM,T01,2026-08-16T20:19:50Z,2026-08-16T23:29:39Z,-65.25237,45.03370833,-64.68446576,45.21552949,49.22011862,Actual,8,SB,49.22011862,2026-08-16T20:19:50Z,2026-08-16T23:29:39Z,189.81666666666666,8.400740660137044,2026,2026-08-16
LM,T02,2026-08-17T00:00:40Z,2026-08-17T02:43:38Z,-64.75683281,45.27195741,-65.22963253,45.11225116,41.40407908,Actual,8,SB,41.40407908,2026-08-17T00:00:40Z,2026-08-17T02:43:38Z,162.96666666666667,8.23101913263113,2026,2026-08-17
MS,T01,2026-08-16T21:26:25Z,2026-08-17T00:18:18Z,-65.23470914,45.05447871,-64.70886362,45.22835314,46.911333994,Actual,8,SB,46.911333994,2026-08-16T21:26:25Z,2026-08-17T00:18:18Z,171.88333333333335,8.842056382322985,2026,2026-08-16
MS,T02,2026-08-17T01:02:58Z,2026-08-17T03:46:16Z,-64.81448286,45.28081871,-65.23513261,45.12810018,38.49240235,Actual,8,SB,38.49240235,2026-08-17T01:02:58Z,2026-08-17T03:46:16Z,163.3,7.636565766893651,2026,2026-08-17
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,8,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,8,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,8,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,8,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,8,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,8,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,8,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,8,SB,NA,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-65.23333333,45.03636667,-64.68106667,45.21621667,NA,Plan,8,SB,47.77303993942598,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.05498095,-64.70162857,45.22985238,NA,Plan,8,SB,46.06412547753003,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.23333333,45.07359524,-64.72219048,45.2434881,NA,Plan,8,SB,44.35677780510643,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.09220952,-64.74275238,45.25712381,NA,Plan,8,SB,42.651083040111104,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-65.23333333,45.11082381,-64.76331429,45.27075952,NA,Plan,8,SB,40.94713786452457,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.1294381,-64.78387619,45.28439524,NA,Plan,8,SB,39.24506014072086,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.23333333,45.14805238,-64.8044381,45.29803095,NA,Plan,8,SB,37.54498413916434,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.16666667,-64.825,45.31166667,NA,Plan,8,SB,35.84707290841503,NA,NA,NA,NA,NA,NA
