Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
LB,T01,2025-10-26T19:01:27Z,2025-10-26T21:14:56Z,-66.44216034,43.56709795,-66.44269716,43.23709729,37.72316364,Actual,7,GB,37.72316364,2025-10-26T19:01:27Z,2025-10-26T21:14:56Z,133.4833333,9.155674169,2025,2025-10-26
LB,T02,2025-10-26T22:03:51Z,2025-10-27T00:17:47Z,-66.29082056,43.2351983,-66.29067753,43.56626438,37.57022566,Actual,7,GB,37.57022566,2025-10-26T22:03:51Z,2025-10-27T00:17:47Z,133.9333333,9.087917801,2025,2025-10-26
LJ,T01,2025-10-26T19:41:36Z,2025-10-26T21:59:58Z,-66.49205392,43.56921747,-66.49338519,43.2336537,37.37214987,Actual,7,GB,37.37214987,2025-10-26T19:41:36Z,2025-10-26T21:59:58Z,138.3666667,8.750358925,2025,2025-10-26
LJ,T02,2025-10-26T22:45:00Z,2025-10-27T01:08:27Z,-66.3415354,43.23487325,-66.34126791,43.56627016,36.8531379,Actual,7,GB,36.8531379,2025-10-26T22:45:00Z,2025-10-27T01:08:27Z,143.45,8.323063039,2025,2025-10-26
MS,T01,2025-10-26T18:51:31Z,2025-10-26T21:07:05Z,-66.39199276,43.55835318,-66.39201,43.23568024,37.76937547,Actual,7,GB,37.76937547,2025-10-26T18:51:31Z,2025-10-26T21:07:05Z,135.5666667,9.026017066,2025,2025-10-26
MS,T02,2025-10-26T21:50:49Z,2025-10-27T00:05:06Z,-66.23746792,43.23331113,-66.23591333,43.56501511,38.24727711,Actual,7,GB,38.24727711,2025-10-26T21:50:49Z,2025-10-27T00:05:06Z,134.2833333,9.227576907,2025,2025-10-26
LB,T03,2025-10-27T01:00:25Z,2025-10-27T02:56:46Z,-66.20905484,43.50205852,-66.20886319,43.24950694,28.9440778,Actual,7,GB,28.9440778,2025-10-27T01:00:25Z,2025-10-27T02:56:46Z,116.35,8.059397821,2025,2025-10-27
LB,T04,2025-10-27T03:18:26Z,2025-10-27T05:03:21Z,-66.14538944,43.25048418,-66.14535105,43.50444101,28.8900784,Actual,7,GB,28.8900784,2025-10-27T03:18:26Z,2025-10-27T05:03:21Z,104.9166667,8.920999205,2025,2025-10-27
LJ,T03,2025-10-27T01:51:35Z,2025-10-27T03:38:40Z,-66.23142723,43.50282479,-66.23004815,43.24920878,28.29252752,Actual,7,GB,28.29252752,2025-10-27T01:51:35Z,2025-10-27T03:38:40Z,107.0833333,8.559711548,2025,2025-10-27
LJ,T04,2025-10-27T03:58:02Z,2025-10-27T05:42:22Z,-66.16462142,43.24959099,-66.16696001,43.50025985,27.906443,Actual,7,GB,27.906443,2025-10-27T03:58:02Z,2025-10-27T05:42:22Z,104.3333333,8.66544092,2025,2025-10-27
MS,T03,2025-10-27T00:40:06Z,2025-10-27T02:36:14Z,-66.1879162,43.5018654,-66.18798873,43.24986492,29.78983388,Actual,7,GB,29.78983388,2025-10-27T00:40:06Z,2025-10-27T02:36:14Z,116.1333333,8.310371798,2025,2025-10-27
MS,T04,2025-10-27T02:57:55Z,2025-10-27T04:52:33Z,-66.12435673,43.24876821,-66.12497397,43.50202073,29.3892601,Actual,7,GB,29.3892601,2025-10-27T02:57:55Z,2025-10-27T04:52:33Z,114.6333333,8.305905692,2025,2025-10-27
LJ,NA,NA,NA,-66.49333333,43.56666667,-66.49333333,43.23333333,NA,Plan,7,GB,37.10649767,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-66.44266667,43.56666667,-66.44266667,43.23333333,NA,Plan,7,GB,37.10649767,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-66.392,43.56666667,-66.392,43.23333333,NA,Plan,7,GB,37.10649767,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-66.34133333,43.56666667,-66.34133333,43.23333333,NA,Plan,7,GB,37.10649767,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-66.29066667,43.56666667,-66.29066667,43.23333333,NA,Plan,7,GB,37.10649767,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-66.24,43.56666667,-66.24,43.23333333,NA,Plan,7,GB,37.10649767,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-66.23,43.502,-66.23,43.2475,NA,Plan,7,GB,28.33081041,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-66.209,43.502,-66.209,43.2475,NA,Plan,7,GB,28.33081041,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-66.188,43.502,-66.188,43.2475,NA,Plan,7,GB,28.33081041,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-66.167,43.502,-66.167,43.2475,NA,Plan,7,GB,28.33081041,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-66.146,43.502,-66.146,43.2475,NA,Plan,7,GB,28.33081041,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-66.125,43.502,-66.125,43.2475,NA,Plan,7,GB,28.33081041,NA,NA,NA,NA,NA,NA
