Vessel,Start Lat,Start Lon,End Lat,End Lon
V1,4334,6614.4,4314,6614.4
V2,4334,6615.530909,4314,6615.530909
V3,4334,6616.661818,4314,6616.661818
V4,4334,6617.792727,4314,6617.792727
V5,4334,6618.923636,4314,6618.923636
V6,4334,6620.054545,4314,6620.054545
V1,4334,6621.185455,4314,6621.185455
V2,4334,6622.316364,4314,6622.316364
V3,4334,6623.447273,4314,6623.447273
V4,4334,6624.578182,4314,6624.578182
V5,4334,6625.709091,4314,6625.709091
V6,4334,6626.84,4314,6626.84
V1,4330.12,6607.5,4314.85,6607.5
V2,4330.12,6608.072727,4314.85,6608.072727
V3,4330.12,6608.645455,4314.85,6608.645455
V4,4330.12,6609.218182,4314.85,6609.218182
V5,4330.12,6609.790909,4314.85,6609.790909
V6,4330.12,6610.363636,4314.85,6610.363636
V1,4330.12,6610.936364,4314.85,6610.936364
V2,4330.12,6611.509091,4314.85,6611.509091
V3,4330.12,6612.081818,4314.85,6612.081818
V4,4330.12,6612.654545,4314.85,6612.654545
V5,4330.12,6613.227273,4314.85,6613.227273
V6,4330.12,6613.8,4314.85,6613.8
