Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
C1,T01,2024-09-15T19:43:03Z,2024-09-15T22:08:52Z,-66.49100667,43.56681629,-66.48977405,43.23739948,38.942238601,Actual,4,GB,38.942238601,2024-09-15T19:43:03Z,2024-09-15T22:08:52Z,145.8166666666667,8.652129509906025,2024,2024-09-15
C1,T02,2024-09-15T22:42:33Z,2024-09-16T01:11:06Z,-66.3532455,43.23520366,-66.3547697,43.56491932,38.62400175,Actual,4,GB,38.62400175,2024-09-15T22:42:33Z,2024-09-16T01:11:06Z,148.55,8.423525138754627,2024,2024-09-15
FM,T01,2024-09-15T20:33:29Z,2024-09-15T23:05:03Z,-66.47037834,43.56870947,-66.47008299,43.23380246,37.987177659,Actual,4,GB,37.987177659,2024-09-15T20:33:29Z,2024-09-15T23:05:03Z,151.56666666666666,8.119748781687987,2024,2024-09-15
FM,T02,2024-09-15T23:41:28Z,2024-09-16T02:07:12Z,-66.33290081,43.23478826,-66.33198005,43.56718054,37.55402722,Actual,4,GB,37.55402722,2024-09-15T23:41:28Z,2024-09-16T02:07:12Z,145.73333333333332,8.348469838898081,2024,2024-09-15
LB,T01,2024-09-15T19:29:22Z,2024-09-15T22:08:37Z,-66.40089913,43.56691515,-66.40115524,43.23490732,38.065997768,Actual,4,GB,38.065997768,2024-09-15T19:29:22Z,2024-09-15T22:08:37Z,159.25,7.7440302565514525,2024,2024-09-15
LB,T02,2024-09-15T22:49:17Z,2024-09-16T01:18:27Z,-66.26528479,43.23251244,-66.26300096,43.56570606,37.96726495,Actual,4,GB,37.96726495,2024-09-15T22:49:17Z,2024-09-16T01:18:27Z,149.16666666666666,8.246065731889162,2024,2024-09-15
LJ,T01,2024-09-15T19:40:03Z,2024-09-15T22:09:06Z,-66.4233503,43.56840807,-66.4240869,43.23267158,37.382696434,Actual,4,GB,37.382696434,2024-09-15T19:40:03Z,2024-09-15T22:09:06Z,149.05,8.125459089373427,2024,2024-09-15
LJ,T02,2024-09-15T22:45:14Z,2024-09-16T01:11:09Z,-66.28619912,43.23364783,-66.28599991,43.56675931,37.09777076,Actual,4,GB,37.09777076,2024-09-15T22:45:14Z,2024-09-16T01:11:09Z,145.91666666666666,8.236679693217408,2024,2024-09-15
LM,T01,2024-09-15T19:26:36Z,2024-09-15T21:55:41Z,-66.37393667,43.57208667,-66.37783384,43.23324042,38.50917708,Actual,4,GB,38.50917708,2024-09-15T19:26:36Z,2024-09-15T21:55:41Z,149.08333333333331,8.368438096722999,2024,2024-09-15
LM,T02,2024-09-15T22:31:28Z,2024-09-16T00:58:51Z,-66.24123084,43.23253487,-66.23944512,43.56785143,37.81438372,Actual,4,GB,37.81438372,2024-09-15T22:31:28Z,2024-09-16T00:58:51Z,147.38333333333333,8.312236984087392,2024,2024-09-15
MS,T01,2024-09-15T19:34:10Z,2024-09-15T22:10:57Z,-66.44781371,43.56638065,-66.44725333,43.23284078,38.712928,Actual,4,GB,38.712928,2024-09-15T19:34:10Z,2024-09-15T22:10:57Z,156.78333333333333,7.999546929256937,2024,2024-09-15
MS,T02,2024-09-15T22:50:16Z,2024-09-16T01:17:53Z,-66.30815615,43.23452699,-66.30908121,43.56645956,38.36547016,Actual,4,GB,38.36547016,2024-09-15T22:50:16Z,2024-09-16T01:17:53Z,147.61666666666667,8.420044655731557,2024,2024-09-15
C1,T03,2024-09-16T01:43:06Z,2024-09-16T03:30:55Z,-66.23092135,43.50213817,-66.22954171,43.24751349,29.8283147,Actual,4,GB,29.8283147,2024-09-16T01:43:06Z,2024-09-16T03:30:55Z,107.81666666666666,8.962972831418767,2024,2024-09-16
C1,T04,2024-09-16T03:45:06Z,2024-09-16T05:35:52Z,-66.17392602,43.24796563,-66.17488233,43.50481466,30.3016579,Actual,4,GB,30.3016579,2024-09-16T03:45:06Z,2024-09-16T05:35:52Z,110.76666666666667,8.862710606731268,2024,2024-09-16
FM,T03,2024-09-16T02:39:46Z,2024-09-16T04:21:35Z,-66.22096175,43.50351181,-66.22001335,43.24860429,28.7760392,Actual,4,GB,28.7760392,2024-09-16T02:39:46Z,2024-09-16T04:21:35Z,101.81666666666666,9.1563293564459,2024,2024-09-16
FM,T04,2024-09-16T04:36:30Z,2024-09-16T06:26:39Z,-66.162766,43.24743213,-66.16430997,43.50498015,29.2511606,Actual,4,GB,29.2511606,2024-09-16T04:36:30Z,2024-09-16T06:26:39Z,110.15,8.603355427553941,2024,2024-09-16
LB,T03,2024-09-16T01:47:21Z,2024-09-16T03:33:37Z,-66.19185396,43.50199827,-66.19173166,43.24715918,29.01501748,Actual,4,GB,29.01501748,2024-09-16T01:47:21Z,2024-09-16T03:33:37Z,106.26666666666667,8.845757775772148,2024,2024-09-16
LB,T04,2024-09-16T03:53:31Z,2024-09-16T05:38:16Z,-66.13499673,43.24882199,-66.13557651,43.50441301,29.0674109,Actual,4,GB,29.0674109,2024-09-16T03:53:31Z,2024-09-16T05:38:16Z,104.75,8.990039141424978,2024,2024-09-16
LJ,T03,2024-09-16T01:39:53Z,2024-09-16T03:27:10Z,-66.2019329,43.50416911,-66.20138801,43.24957945,28.32089648,Actual,4,GB,28.32089648,2024-09-16T01:39:53Z,2024-09-16T03:27:10Z,107.28333333333333,8.552321176585863,2024,2024-09-16
LJ,T04,2024-09-16T03:43:24Z,2024-09-16T05:35:52Z,-66.144415,43.24810432,-66.14374311,43.50188039,28.2803819,Actual,4,GB,28.2803819,2024-09-16T03:43:24Z,2024-09-16T05:35:52Z,112.46666666666667,8.146493413232957,2024,2024-09-16
LM,T03,2024-09-16T01:22:58Z,2024-09-16T03:14:25Z,-66.18197482,43.50119183,-66.18227739,43.24614287,28.81809991,Actual,4,GB,28.81809991,2024-09-16T01:22:58Z,2024-09-16T03:14:25Z,111.44999999999999,8.377116095267596,2024,2024-09-16
LM,T04,2024-09-16T03:32:00Z,2024-09-16T05:23:38Z,-66.12372456,43.24944612,-66.12517636,43.50002058,28.3566468,Actual,4,GB,28.3566468,2024-09-16T03:32:00Z,2024-09-16T05:23:38Z,111.63333333333333,8.229439282727979,2024,2024-09-16
MS,T03,2024-09-16T01:50:17Z,2024-09-16T03:28:35Z,-66.21105771,43.50205985,-66.21095667,43.24709864,29.2106822,Actual,4,GB,29.2106822,2024-09-16T01:50:17Z,2024-09-16T03:28:35Z,98.30000000000001,9.627143521133942,2024,2024-09-16
MS,T04,2024-09-16T03:47:05Z,2024-09-16T05:40:59Z,-66.15287456,43.24847873,-66.15584493,43.50774881,30.039197,Actual,4,GB,30.039197,2024-09-16T03:47:05Z,2024-09-16T05:40:59Z,113.9,8.544248272824115,2024,2024-09-16
V1,NA,NA,NA,-66.44733333,43.56666667,-66.44733333,43.23333333,NA,Plan,4,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
V2,NA,NA,NA,-66.42848485,43.56666667,-66.42848485,43.23333333,NA,Plan,4,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
V3,NA,NA,NA,-66.40963636,43.56666667,-66.40963636,43.23333333,NA,Plan,4,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
V4,NA,NA,NA,-66.39078788,43.56666667,-66.39078788,43.23333333,NA,Plan,4,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
V5,NA,NA,NA,-66.37193939,43.56666667,-66.37193939,43.23333333,NA,Plan,4,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
V6,NA,NA,NA,-66.35309091,43.56666667,-66.35309091,43.23333333,NA,Plan,4,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
V1,NA,NA,NA,-66.33424242,43.56666667,-66.33424242,43.23333333,NA,Plan,4,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
V2,NA,NA,NA,-66.31539394,43.56666667,-66.31539394,43.23333333,NA,Plan,4,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
V3,NA,NA,NA,-66.29654545,43.56666667,-66.29654545,43.23333333,NA,Plan,4,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
V4,NA,NA,NA,-66.27769697,43.56666667,-66.27769697,43.23333333,NA,Plan,4,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
V5,NA,NA,NA,-66.25884848,43.56666667,-66.25884848,43.23333333,NA,Plan,4,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
V6,NA,NA,NA,-66.24,43.56666667,-66.24,43.23333333,NA,Plan,4,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
V1,NA,NA,NA,-66.23,43.502,-66.23,43.2475,NA,Plan,4,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
V2,NA,NA,NA,-66.22045455,43.502,-66.22045455,43.2475,NA,Plan,4,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
V3,NA,NA,NA,-66.21090909,43.502,-66.21090909,43.2475,NA,Plan,4,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
V4,NA,NA,NA,-66.20136364,43.502,-66.20136364,43.2475,NA,Plan,4,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
V5,NA,NA,NA,-66.19181818,43.502,-66.19181818,43.2475,NA,Plan,4,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
V6,NA,NA,NA,-66.18227273,43.502,-66.18227273,43.2475,NA,Plan,4,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
V1,NA,NA,NA,-66.17272727,43.502,-66.17272727,43.2475,NA,Plan,4,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
V2,NA,NA,NA,-66.16318182,43.502,-66.16318182,43.2475,NA,Plan,4,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
V3,NA,NA,NA,-66.15363636,43.502,-66.15363636,43.2475,NA,Plan,4,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
V4,NA,NA,NA,-66.14409091,43.502,-66.14409091,43.2475,NA,Plan,4,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
V5,NA,NA,NA,-66.13454545,43.502,-66.13454545,43.2475,NA,Plan,4,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
V6,NA,NA,NA,-66.125,43.502,-66.125,43.2475,NA,Plan,4,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
