Vessel,Start Lat,Start Lon,End Lat,End Lon
LM,45.03636667,-65.23333333,45.21621667,-64.68106667
C1,45.06242667,-65.23333333,45.23530667,-64.70985333
BP,45.08848667,-65.23333333,45.25439667,-64.73864
LM,45.11454667,-65.23333333,45.27348667,-64.76742667
C1,45.14060667,-65.23333333,45.29257667,-64.79621333
BP,45.16666667,-65.23333333,45.31166667,-64.825
LJ,45.25,-65.05,45.31666667,-64.83333333
LJ,45.26305,-65.05,45.32445,-64.85
LJ,45.27611667,-65.05,45.33221667,-64.86666667
LJ,45.28916667,-65.05,45.34,-64.88333333
MS,45.22458333,-64.69133333,45.26375,-64.55
MS,45.23927778,-64.71327778,45.28527778,-64.55
MS,45.25397222,-64.73522222,45.30680556,-64.55
MS,45.26866667,-64.75716667,45.32833333,-64.55
