Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14946358198744963,14.500911712646484,39022.34375,49394.231750740488,31.87963297710974,1501.4431685559537,1023.6745993528837
0.44999999999999996,0.44839550891660518,14.494126334557166,38914.424278846156,49266.090796894307,31.786898171166268,1501.3179252144169,1023.6058688604442
0.74999999999999989,0.7473458116239049,14.48607558820715,38839.0709602701,49180.717989444514,31.724830246166995,1501.224388537725,1023.5610437509541
1.05,1.0463063654827007,14.477035562518342,38790.839925787564,49130.892648152272,31.688236386603791,1501.1573857175338,1023.5360617812875
1.35,1.3452425249528157,14.478835399515329,39065.472454927709,49476.475255153178,31.936607436641506,1501.4582155373932,1023.7285017559918
1.65,1.6441508692778275,14.482457423977603,39065.825104134034,49472.382993579136,31.933830137422994,1501.4716370487563,1023.7269423452236
1.9500000000000002,1.9430604355345633,14.48015846191052,39052.1308473187,49457.920596994605,31.923139899124415,1501.4566835867661,1023.7205212719551
2.25,2.241970951851382,14.485063772399553,39056.678191147759,49457.53464687166,31.923126399238551,1501.4774796974605,1023.7208241132308
2.55,2.5408818014078176,14.490756696174207,39058.612843251649,49452.8544283827,31.920085779057757,1501.4972835173398,1023.7186280950511
2.85,2.83979340800032,14.4945797940026,39057.722549109632,49446.940254622859,31.916013709836264,1501.5098401921407,1023.7160280911511
3.15,3.1387053950425017,14.497156193393028,39059.5841801671,49446.0714955231,31.915473203852123,1501.5224926141132,1023.7164115551851
3.4499999999999997,3.4376180701875954,14.498188721646242,39052.333413220396,49435.600311234644,31.907909910130662,1501.5219569838339,1023.7117042751219
3.75,3.7365303877808831,14.49949162526058,39062.871353030852,49447.308997832137,31.916314343717904,1501.5409401966392,1023.7192500449155
4.05,4.0354418455046721,14.501101956208789,39061.219251247938,49443.20198275923,31.913371164570091,1501.5476657276161,1023.7179834123376
4.35,4.3343541887778514,14.501396361155539,39053.504075533448,49433.067781291735,31.905993429452337,1501.5449625739889,1023.7135737762051
4.6499999999999995,4.6332665863370988,14.501061261008513,39057.627592165773,49438.706638901807,31.90990769650714,1501.55341143435,1023.7180009661037
4.9499999999999993,4.9321780949882523,14.500798714810417,39058.451176856477,49440.077729633245,31.910759151459128,1501.5585182942127,1023.7200518366271
